story,Crime_0,Crime_1,Crime_2,Crime_3,Crime_4,Crime_5,Crime_6,Crime_7,Crime_8,Crypto/net_0,Crypto/net_1,Crypto/net_2,Inflation_0,Inflation_1,Inflation_2,Politics_0,Politics_1,Politics_2,Politics_3,Politics_4,Politics_5,Politics_6,Politics_7,Politics_8,Politics_9,Politics_10,Politics_11,Politics_12,Politics_13,Public services_0,Public services_1,Public services_2,Public services_3,Public services_4,Public services_5,Russia_0,Russia_1,Russia_2,Russia_3,Russia_4,Russia_5,Russia_6,Russia_7,Russia_8
69ff446d446b0154b32a249c1007108d8e6ffdd4,0.2772840498584732,-0.030844298172660444,0.20731444262492404,-0.4927812779698569,0.5508082421933584,-0.37721813382926633,-0.07704554866617283,-0.03340927557420725,0.15329020648069588,,,,,,,-0.11023032315189168,0.055678456419153456,-0.05976974099125926,0.3220393766852735,0.27315435586906905,-0.299613790315108,-0.11515740488877066,0.048474425499345795,0.7886400055485971,-0.0840081952897295,0.17194341342894967,-0.13585264511586445,0.12661655971177604,0.06707258855281253,,,,,,,,,,,,,,,
6b89376b01967046508ab55165e8d44ab8330f1e,0.05200128421513459,-0.250195093303482,0.015480827411835058,0.16164387013072215,0.5652007268874817,-0.20386161037885406,-0.11347026472442272,-0.03873314817527822,0.13186945251587098,,,,0.15192148000025413,-0.08950165686492222,-0.661453689412962,-0.072854460860746,0.20724940602587838,-0.05538795738065199,-0.22755386169032557,0.1678815125980319,0.14987715684580102,-0.11385680971443614,-0.0529527285992957,-0.02655420310162787,0.004441288949787093,-0.15263524759250466,0.05067820608769272,0.014470624581109275,0.16833274092881403,0.8419800864582219,0.33093080613491105,-0.3404771420894905,0.19773347702454433,-0.26944461285120275,-0.3645092379231332,,,,,,,,,
6c377a6933eb01fd34a142cb0cd0dd98a0605ae3,-0.011624206808066806,0.2081503592510566,0.11496236682351667,0.41028645635425964,0.6827499278174163,0.22774439224974807,0.284295404751284,0.12766149748263445,0.07849775917887283,,,,,,,-0.1299240924255503,-0.22611084318096503,-0.03928438083232527,0.5481445599776082,-0.6671696984493779,0.2838316188125275,-0.08036587931228453,-0.24098431669738393,-0.06049774289839974,-0.012546428226128949,0.02525377539989422,-0.16327292012911984,-0.09241450989798684,0.08269360544901123,,,,,,,-0.4162036188637399,-0.4748995620695406,0.1216747458085292,-0.13379057737333952,0.12959347126806606,-0.3502266805330779,0.020504998343355656,0.03675067612769664,0.19520283929741525
6c6b25d0960434feb0f98436d9edc4e48ce7846e,0.38022703150315157,0.3876935699109161,0.1567092231699513,0.20863801850054464,-0.0065824711413048995,-0.20336491649688632,-0.018231912412935838,-0.11734464772978973,0.025602765539566228,,,,,,,-0.11798633043649857,-0.14480901956820696,-0.04220637060023238,0.06039493779586425,0.018902516396573914,-0.043754069622042605,-0.1254160543829153,0.15811192066339347,-0.010328383180170498,0.018110963291953122,0.0700040323159117,-0.10034642747997338,0.13544992183293483,0.17353949510424685,-0.6984329795197781,-0.14597656591186595,-0.2639939870715206,-0.37576885504717317,0.2615444973511124,-0.7316689119069001,,,,,,,,,
6c95cccaafdb391dbc41ec85c9b2be83c0630e66,-0.3280936216467205,-0.050680119231014294,0.1387666893449277,0.12804963551460105,-0.2656346265553577,-0.13154764721439485,0.1421323636579315,0.08032252431941721,0.19516793469909366,-0.5045456374311306,-0.2822142465631611,-0.06451802725582759,-0.4046037065922428,-0.17959406909623593,0.1220649946045513,-0.07121331137053685,-0.09631953007648925,-0.01509002456609177,0.0010536062769088683,-0.11918730284696878,0.12058951661149715,-0.020195424812696584,-0.07178431596137276,0.029824225129585383,0.018746945433690314,-0.06589306014803936,-0.02853884987010527,0.021235365515924004,0.010950122127880303,-0.3532648606275191,-0.18887285286791852,0.12677786590394655,-0.11876211451624541,-0.10516681733350025,-0.21981941794361257,-0.29777673000798316,-0.028493625935204017,-0.18103495983390333,0.2069719425355307,-0.07686697046707959,-0.14171742708887444,0.04688483958688337,0.0182419730931257,-0.1514404027180704
6cabaf00b0242673c76931f1800a073d1e133b07,-0.3205562465620741,-0.1731553133250234,0.05109622488036896,-0.24635541002583852,0.06068857988042337,0.09161520522489426,0.10105791784662077,0.13862194415014212,0.005079606766962898,,,,,,,-0.07183348734116894,0.07856241632387943,-0.039760029242736285,-0.3233253450553864,0.12926747142013073,-0.0949479092132119,-0.1830109334317658,-0.06377100802168535,-0.12981768076048375,-0.009791063096935011,-0.08562877664648617,0.03177543058138984,-0.057660260495268005,0.11912949348137362,,,,,,,,,,,,,,,
6db1e146cdbc1a94b3bc192b00e8600eb6393a22,0.6136200411862439,-0.1661702630293415,0.11781217830603975,-0.22500238159465982,0.4936061927512177,0.1379586899792913,0.15773255156542745,0.07931897506684746,0.15688600314265447,0.11182456321822926,-0.2759771729098351,-0.49277402583185687,,,,-0.10937020605096223,-0.08171571153174331,-0.04091291702451062,-0.0007756113041572082,0.11744957273758147,0.12006149210120758,-0.09686658845169872,0.1672757929974158,-0.03191922457321904,0.014584610953509644,-0.11019199248614454,-0.08155576064900984,-0.10137384630021123,-0.04825797668002184,-0.061202101415332784,0.13030207013355233,0.3948474116005178,0.32195578916430573,0.16364783870857125,0.07720290203774569,-0.30524462158066545,0.005005352084529487,-0.059335819765101265,0.04478064715434729,0.3690861287351166,0.2814004853452586,0.14718113833076257,-0.22397838852657279,0.265112876732125
6e668faf245595ae361fe08e90b0a30d726c1067,0.3828224334793092,-0.11384674241782496,-0.007711300787639419,-0.14168138924112603,0.09272943047227396,-0.6351281510536443,-0.08979187676248078,-0.012532228778792044,0.0887783534464144,,,,,,,0.0636786815543218,-0.12926028262922462,0.017597450102983615,-0.11811189510164892,0.0037734799779492183,0.0162305076812414,-0.02168846640068039,0.02489424030009333,-0.029321941555108998,0.009408093467865026,-0.02903409646631182,0.08750793660286971,0.1338983918441903,0.17102526574963844,0.14227060578171083,-0.060803627573084475,-0.1492349167938735,0.12887152811261657,0.03424661209100363,0.3184991689165074,1.6398991281494362,-0.6887619993459596,0.05165481395262762,-0.2166443828839899,-0.20515613858919318,0.4950766069679752,0.030143870229288116,0.1001049231155905,-0.05202292903400589
6edf7a4002e683e537761287fc694b34d5c1ff8e,0.41613337641315373,-0.6659582816360153,0.6955054353055325,-0.6196216595410949,-0.7391397882475534,0.5409485787365454,1.026916278075811,1.0018926700668525,-0.5728067436690281,-1.0289915938399765,-0.062439503061686975,0.8417007475633,,,,-0.09500618215812728,0.427248951156381,-0.15428913066544545,0.4864759272882384,0.6895223116149539,1.0984185256002668,0.35279669899908217,0.02355624107730334,-0.19686908719417184,0.6348139624456494,-0.45471630146493636,-0.1456209717246783,-0.30848622113122454,0.28183989139804766,,,,,,,0.3667019547801484,0.9165745782774135,0.5285859251174135,-0.2891825669346775,-0.2430158702006026,0.2788251779755407,0.5028398301829922,-0.39026790549916185,0.5537562984491278
6f9d11c575151f5bcf11bf223c6f398bd20bb17f,-0.3566612523279693,0.2614258843153093,0.3781211693313141,0.5580587482062755,-0.1048121594081049,-0.3866769370249724,0.4397768123995628,-0.13790461052525932,0.33070356631101483,,,,2.613187892617081,-0.5538313995189643,3.2270323402786816,-0.07724242479889977,0.2902437110656947,-0.10681987178198454,0.16569881458874863,0.0694489626340195,-0.05645097456535209,0.8263968117233707,0.06893383474857923,1.0535435368576378,0.2928831836234507,-0.18239585329956112,-0.10519278964249944,-0.33957013741880165,-0.40809611366904935,0.7498746713317346,1.027713357872069,-1.160368031256141,0.721450680715566,-0.9246890727720255,-0.10334021578602563,-0.0840223728218464,0.5077111660220012,-0.27753058501085776,-0.3033906465548944,-0.3074758403176255,-0.06469454279270077,-0.1779552879049025,0.06732416145192961,0.3542544916206154
6fd054ca5c806996312dc5de8a251e5ad343783a,-0.10009790861708194,-0.12949976750519784,0.2324574656312559,0.050806387537470486,-0.07699776130336797,-0.15022915072566007,0.2969718958300149,-0.05598265557259922,0.07937584626652394,,,,,,,0.042585147542763574,0.09165917167331325,-0.044855626088937256,-0.028534814706268542,-0.09527911767766174,0.21299049240527212,-0.11309011261829029,0.05839033704367831,0.06519258375827178,0.052932074467920476,0.06038121623049421,0.14302531163260537,-0.017053290639804826,-0.011178684291196594,-0.2860616901481825,-0.12004712120683345,-0.0935098777769514,-0.04180329035744424,-0.05003623663717464,-0.2963211211806473,-0.2255568880765086,0.23978098164122974,-0.29861846901428035,0.09922776551716282,-0.11111926302051582,-0.023134291113553182,-0.5087244910107871,-0.05720335654224551,-0.44656883098390765
704530ad097cd8823a28e8bcda32504147c7c0d2,0.7851697130570137,0.2598857898632192,0.35266166212432565,-0.613592504325217,0.034956059060978095,-0.13707625141078095,-0.3562714160883236,-0.4278147747112637,-0.9205073618994051,,,,-0.46718300642849503,0.3566238328668096,0.0814835942345733,0.16596672798134604,-0.042732504617596256,0.04653418007858506,-0.4287072698788849,0.11717530133388683,0.049187661350339675,0.47380756518734035,0.005677874608649143,-0.120003234961122,-0.42925663723420776,-0.053453646613683806,-0.005570480497273135,-0.047986451111154085,-0.34540366648058035,-0.3962989147672696,1.1905705825756119,1.3503958215902307,0.2818887878926896,0.07480762025839305,-0.10792915600229308,-0.25422546814384306,0.029357300590591502,-0.12077808724918303,0.04142458573940001,0.08430231781647161,0.04313274623033127,0.09025137865958492,-0.5213736030637056,-0.2233829022266138
707f8eae11e78fafa81369cd8db2f9eeead3418d,-0.215292023642924,-0.4504377592172369,0.6735377867864836,-0.6938083817039044,0.1203740698887836,0.2967056219397035,0.20559334172501803,-0.052921608323802515,-0.139079666532161,,,,,,,-0.04020019076845015,0.9945087567107589,-0.19656118091965474,0.11162650142270503,-0.05808043618514178,-0.38528105783264127,-0.12658630672074261,-0.07927121875546367,-0.27108143306358323,0.029110879015616674,-0.12368631298933133,-0.10977173088809733,0.13820932372539818,0.013753261115133976,-0.20221952487818928,0.4148262606345333,0.04278280185708961,-0.33458433185106967,-0.9788319929222027,-0.05629095404718986,,,,,,,,,
70e1205c0ab7c0594b54a03bfcb1a556e7ddd557,-0.15152477687947968,-0.2611735526796607,-0.07558419931630468,0.49826749984574104,0.10423421582145136,-0.12697294533381415,0.14825765975869754,-0.05119353519597914,0.14299675008403978,,,,,,,-0.08105484465695074,0.0042682682971598674,-0.04289236835529616,-0.24753693111900393,0.0070019555186436,-0.07772060622521837,-0.3966929367472114,-0.046916718305007245,0.06854347662573518,0.07475804211619567,0.18964031035928094,-0.3347579430833862,0.07429488751950582,0.10910615022666471,-0.43577422866137877,0.30470765550450823,0.6729635746757737,-0.08686671944843033,0.14805750571696444,0.04879276918076166,-0.31391320759384256,0.33090396274476497,-0.4605150344391958,0.9015196430114902,0.3074766826102556,0.38338538196700267,-0.0935655629758383,-0.15013637109612127,-0.66837941723064
718c05f2f1b9196e2325aee7bbcc04f212b99371,-0.7170984826769629,0.09173736013693745,0.007906609901324125,-0.08581410579791991,-0.04196925230410351,0.36034119653238045,-0.4921057275171251,0.33556765656628446,0.3875708807791433,,,,,,,-0.03255754633127182,0.9489496849424911,-0.24495040512837069,0.17779380954259877,-0.6830575382018482,0.13624438099091912,-0.38597114527433113,-0.01154785354864529,-0.04879695519880066,0.2628095812877167,0.4709756960418144,-0.5810522750768543,-0.4608565835551673,-0.5980018945036251,,,,,,,,,,,,,,,
71d52e901a8d4f26eda8b5912e562aa18b0d5585,1.3441921150397886,-0.290232661844229,0.59042205481211,-0.3279022303526387,0.22359528166831397,0.047585889557083906,0.17970964813579166,0.04313737338312627,0.2837952458160616,,,,,,,-0.12146759358957865,-0.1910376388623069,0.43258358637372263,0.09837518066105076,0.014857382410737011,0.021933864065890263,-0.04559959507266533,-0.1429523849716662,-0.09092915287992982,-0.053728808642101236,-0.09191932112953634,0.24103983124823186,-0.06079618415021627,0.25123815704430696,,,,,,,,,,,,,,,
71d7271877efeffcb89072b50790ecd6947fe39b,0.3453481009080682,0.1916779418169849,-0.2863504360787245,0.05147235829465086,-0.9718943263522077,-0.1428673612428971,-0.24967471816648976,0.2872478071097241,-0.1719501809039029,,,,,,,-0.08193468199185638,0.39372315189078794,-0.12291521031561449,0.4504652644777183,-0.8298640387824029,0.22270945583548582,-0.27096443280032034,-0.12892420810472402,-0.07411584209364364,0.3188841287971954,0.3543943294875967,-0.2906372495738556,0.15717802905256767,-0.3106447566548139,,,,,,,0.2697449060910082,1.6120693791348466,-0.5041126968112039,-0.5801750306895114,-0.646527955603371,1.3134951619986515,2.0729283635392606,-1.509199635373994,2.3614376890028104
72540436dd7ada99ede83fce416a7426d88961c8,-0.48656128369665635,-0.152207709021286,-0.08011504859952395,-0.2498489664244343,0.5807845385151935,-0.3433046845574169,0.14024805714906144,-0.40769212308689884,0.2426290634016806,,,,,,,0.1256112978452519,0.3354039900421534,-0.0562348150419216,0.13037642769370852,-0.26308472786266646,0.017767579082136983,0.2995708014556902,0.04572339484512083,0.6122040358157289,-0.024433284967540946,-0.24378479011260035,-0.033452409168914184,-0.014747166845570219,-0.0995398435692178,-0.658301111485964,0.44100866073296147,-0.8632301227713479,-0.4937590968977145,0.9092842730551007,-0.7209566048177762,-0.3306625826940509,-0.3083900636706833,0.09124568558239471,-0.2380073721748998,-0.43450478457192465,-0.012884789840095797,0.152084313135117,-0.05411960278196838,0.14572782851192131
7264bafccd6edc82cb6d7a788d0500e94bc22590,-0.39546817134032203,-0.5447510090469151,0.06188897569049739,0.21975278460664366,-0.36395111154028426,-0.09635549892281448,-0.1074055380058215,0.10788797376600615,0.022871621221512574,0.3096247195482772,0.2811915374479653,0.04262204137441126,0.3701861932851838,1.0344300192286373,0.5412316155482121,0.21651615380485612,0.6398329921477262,-0.15512511552911207,0.1547607788765442,-0.028977671791795712,0.039121683035251924,0.12173433137564019,0.00186434298107999,-0.08232594970777456,-0.1502817138684879,0.043412738731273104,-0.04798598356990396,0.08605930453407024,-0.01745892831289377,,,,,,,-0.03010649518351778,0.7082771400445755,-0.45197941413826104,-0.16273235390415872,-0.24630596431942198,0.08913371860930377,-0.2635105758540577,-0.34959860611641436,-0.6056358668942092
72907d078f3df770c30941c8e6d04865f593b5ad,0.17610587475446884,-0.11861153299271739,-0.03409190057278381,0.05718045709581773,-0.2101337581534499,-0.019993697772968007,-0.03764361983566477,-0.08482237916300892,-0.06730534378926994,-0.3487487207698925,-0.21601449602224881,-0.10947369328366902,-0.43679201476938523,0.14400418622925176,-0.020013448801454906,0.017517809458353427,-0.1578579795461628,-0.013056770999500785,0.04830488909515634,-0.03366708791763595,-0.016824541104173665,-0.041838247184457215,0.0406301206667207,0.1117637253101684,-0.019162685928727625,0.0314892448717634,-0.08606244507288749,-0.0363054204948356,-0.13601807776399907,-0.23660309548287584,-0.0553342678130881,0.0426948266886183,-0.18324113641325898,0.12680842063367978,-0.28924269166755806,-0.23385668344497457,0.22546850339443125,-0.3484341902690515,0.2512296977557072,-0.2137651067147376,0.4950534528500326,0.1395271482619296,-0.1748373674345894,0.0714417829852425
73b2fe8d0415fe94e781c3c05a849b37a2656bd2,0.13275113724025486,-0.2513030177931052,-0.08164639750011583,-0.02709581939247102,0.3378119276636421,-0.06666587296268649,0.2261386816992109,0.12899887075397168,-0.049521105944538714,,,,,,,-0.1164210638792327,-0.08396725408635702,-0.03484077088020834,0.1866460187037415,-0.20708814114511465,0.019739463310831946,-0.13874416904840095,0.10844726807722144,-0.01962090147857653,0.1111354509027896,-0.01378716636489605,-0.09132287520781962,-0.11163424184763328,-0.008228726048395467,-0.22190093557456353,-0.22071049434627038,-0.14095283263015027,0.09341612946972676,0.223511574266342,0.0664219302690017,,,,,,,,,
73c0f1ed1fbe0f6c87475746e2021547f365f67e,-0.6394536273704472,0.42770850704734115,0.3201031493953112,0.4744435122916887,-0.12304717293739975,0.13064111287558478,0.2715182665516054,-0.06823062573165337,0.4558805333480947,,,,,,,-0.058588897134793684,0.46409262166918447,-0.06462034125399141,-0.15679748200797886,-0.12405988098313335,0.02943540113851379,0.026032264587725753,-0.2896136395466417,-0.0679998368610957,0.10200256888961112,0.29770666080111013,-0.021063972335876955,-0.25067813385412296,-0.20275502726196287,-0.20350619917904808,0.7485992854617421,0.4599795860144468,0.1879635391772302,0.3694726589569787,-0.3332717262106433,0.3014893398340886,0.10051545079973621,0.15301330741930433,0.21864358266915004,0.41993096295814575,0.20028468738367178,-0.3631865049406346,0.39059245152006117,0.23290423749028155
73e1c83cc54dae5f77a63b770ad087036fe36cc7,0.36612093787391986,0.21804495015451586,-0.41525395825631173,-0.0601120739303523,-0.1641154779794099,-0.2917445174569536,0.2400880505009584,-0.2820955962838119,0.08922712538802142,,,,,,,-0.10516308374506945,-0.17041759193455605,0.04745168860321896,-0.04728438928496301,-0.01345603242519959,-0.0008147446426893696,-0.12310320020496107,-0.18034764271947062,-0.028081160709471333,-0.052688234527315546,-0.03272418345205389,0.04477296246353725,0.02522706584647599,0.017423000896854644,-0.0061747371128358045,0.009765947181625205,0.6018721242969899,-0.13591853727725722,-0.4264912136300322,0.11946188844750323,,,,,,,,,
74094b2288b9f54ff886b77eb01a039563fc2014,-0.30599848883724096,-0.37602908018354514,-0.37827132969435595,0.6150994232409599,0.12244702635015284,0.23985690188509326,-0.001589731210958358,-0.045185889448879676,-0.052892869784031946,,,,,,,-0.12102298680165069,-0.29259013628562225,-0.011733483412072131,0.0926677680425553,-0.11109403872466016,0.041542062286172805,-0.035311496448376244,-0.03465472796678293,-0.012603568261003836,-0.11046853503964207,-0.06642817186691427,-0.06718984153417161,0.037541978893835336,-0.108358957110107,-0.2586990339565406,-0.4074881106595296,-0.14849575303534773,0.14525856524594344,0.3462925278714745,0.16772343793440964,,,,,,,,,
748c5cf6b9292507973cc18af9097a744ba082cb,-0.13988109167753074,-0.26287643898878055,-0.4066876162463513,0.5712985820919605,0.30281733644778963,-0.19154792058177778,-0.11557519501447248,0.033960054979303614,0.12234157603148581,,,,,,,0.10798982347949558,-0.15412590058334527,-0.01623322198931044,-0.09494313887032621,0.07466765716104337,-0.07435616132622269,-0.14591276917527507,0.08045697245524078,0.034830293670535466,0.01934728868926553,0.18244300422499907,-0.17204417334462896,-0.0406448037863892,-0.08765617253336463,-0.2583625216653557,-0.5432007740561522,0.152924974022197,-0.10031673713123872,-0.429837005693549,0.21399860818957803,,,,,,,,,
74ec33cf2becb5974b3d57f0546e8d51289fb3b4,0.4996842876907454,0.14221017898094096,-0.1751292337405806,-0.1764763931287986,-0.018024412512780884,-0.13224629642618568,0.049038934682382136,0.07190883450350069,0.006486935656809128,,,,,,,-0.047274051450242334,-0.19262737597334773,0.01732430148505664,-0.14884161945824093,0.09153171805330707,-0.03351762273447631,-0.02571083676335471,-0.017361177494859173,0.08629426432217338,0.010964175205777473,-0.015052802047888723,-0.0627439345920305,-0.05983896527005587,0.06312910312838614,0.46180683113306253,0.12457944050068874,0.1406371112144686,-0.1493612985098414,0.02793177082492237,-0.009405416838651169,,,,,,,,,
7549b667cacce4b895ff0b691dae7b7eea5f16b3,-0.5537347447920873,-0.2300867809131598,-0.3786041790445466,0.24147300792487844,-0.5030163058782026,0.39322783197702255,0.05931732706355449,-0.6762869722910689,-0.10411824002028176,,,,,,,-0.0560349716862725,0.8248014574628353,-0.2184737061657166,0.16294009188322237,-0.04556364493039708,-0.16384348386125402,-0.39143703065046814,-0.1973878873105847,-0.2579058542507602,0.23207109948817803,0.4202860513772584,-0.25090188082577813,-0.12231102897739193,-0.3927106961575046,-0.039215742134653835,-0.4964962678981384,0.28564776006049325,-0.26448337396127747,-0.2062791471342997,0.11851423016019709,,,,,,,,,
756f3c662ea718d830e3a03717e6108f591c3406,1.2917244344214798,0.2520314037028014,-0.5227177253891742,0.5069329328560599,-1.1495847802515282,-0.00931662171128276,-0.0756395446530858,0.1884763762126617,0.23069602820899726,-0.8887979527752786,-0.6466163419420037,1.8175003820520768,,,,-0.06603942412725146,0.20248300435860722,-0.04864204676192736,-0.43072487503300166,-0.16498026973024488,0.03042947194020513,-0.17250537018052386,-0.12900254541109887,0.138744257588342,0.014566622162334498,-0.09412295281455484,-0.39934054961813265,0.1174492517635881,-0.23134189894803847,-0.006774375077995134,0.7041094714224828,-0.7899340020952824,-0.38719005321390443,-0.2453749311772344,-0.7838491471221856,-0.31887461300728454,0.5994609384055841,-0.7626010930230257,0.9033867915013585,0.817111596723295,0.9182231850505755,-1.0725168197346322,-0.3356335983163643,-0.031731613836184114
757fbc439a41aa962456c561b496618a6428133b,-0.5188214443259667,-0.03359359839405718,0.010161907521728894,-0.2269257068457318,-0.051725330184248276,-0.20701860400404817,-0.2942439345956174,-0.020598905650074533,-0.39404777714804345,,,,,,,-0.033998241320631686,0.800738298680345,-0.14312540577982827,-0.028980919226158385,-0.012914427141405897,0.18257222243546367,0.06091824332441015,0.07919593240926277,-0.017916393052143053,-0.057610855760747245,-0.010743401996720652,-0.2125611345203548,-0.08105782199749977,0.052040129962753805,-0.819723296922904,0.6288868895174656,-0.986708041398424,-0.3064405736231499,0.04877777150116638,-0.8515238074999939,-0.3926184566246848,-0.46967572461076507,-0.08821943666838032,0.12005571521682759,-0.3141980353916759,-0.666617901047257,0.04710584372194449,-0.06691848110324417,0.032070142495063535
75bc0748d2c84df58697ae641ca36f6871b08a5c,-0.3008398685823476,-0.3024324269317551,0.11388020307941835,-0.2388979191724324,0.06757570156171269,-0.2572466717221384,0.0219112357303745,-0.09136238485224601,-0.3654851174389277,,,,,,,-0.05921535042140866,0.33922470490452566,0.019873924718507966,-0.25094250369134574,0.1874847460867338,-0.12357389360743247,0.03823929054096764,0.2363797613243842,-0.12976536500495514,-0.12981464403456017,-0.28994235393222356,0.11140569229182344,-0.22504504414507823,-0.15215177197312563,,,,,,,,,,,,,,,
77150033b3b49257b1e067d63e39dfd0b4555282,0.5417986667814247,-0.5930302179307186,0.36925513134274496,-0.08831794812756903,0.2954483328420347,-0.13861472440866818,0.37536556999423437,0.41348093739025193,-0.04615426492162591,-0.5149358772647118,-0.1337237122242327,0.0824837846589654,,,,0.09650813516254804,-0.06960457144508587,-0.04930411681187679,0.277006430438403,-0.2883269609072776,0.09266694996252513,-0.055839997689946214,0.16352636359060072,0.24393777611208844,0.04579926659977594,0.07279997445673551,0.09425570784045142,-0.1832794863975561,-0.014629480027013909,-0.288034583090254,-0.506265549357964,0.10337993386834844,-0.39083898681217566,0.11386150913129811,0.03704630156113999,-0.3117825143093168,0.1623816870936167,-0.3582293477086115,0.38713816999290895,0.43600174928991386,-0.059589384953695604,0.05792359756224042,0.07970912125835224,0.4728754159565693
7757d5425bbc0dcc600728fb08dc71cd0566caf9,-0.7664719610183878,-0.31854334352078667,0.17993580148014715,-0.36605648477311664,0.3156710045901763,-0.16147919307195313,0.16318205658861729,-0.3767737347676785,0.06695331971445638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7759cbcfe2c7be600015fd29dde34af71c1153cb,-0.02455633604447476,-0.5556392670770688,0.3139361392139046,-0.13361387456830046,-0.06458869011722315,0.05442833721194633,0.2880063745895136,0.299276459558886,-0.09558972650715197,,,,,,,0.22713593962496254,-0.015112739550887868,-0.04114547344243164,-0.07367120806915409,-0.04034639629680238,-0.023143147663956812,-0.0464428758288557,0.02169196081354161,-0.06247823916436276,0.148474706088853,0.11780209923192261,-0.16862191468312512,0.010249813982733743,0.020199346013651153,-0.27973624763516997,0.7996670092198539,0.9841733410917761,0.10070780870269141,-0.25738135915340404,0.07241246678377247,-0.24565591745406665,0.09502670699561418,-0.19475304221956158,0.11794906255256568,0.17867913316023648,-0.2181978369850605,-0.06857510789324227,-0.007813708956572591,0.15814383178535785
777cb82c2ff3927155212afc99e76847a096ad65,0.41067734951860557,-0.17976153804995357,0.9846134574816683,0.032258288275234394,0.880474112214563,0.7208464781732573,-0.5624294513083011,0.5559204773458929,-0.14353724190907696,,,,,,,-0.16486331865869258,-0.4805633332995384,-0.03059166316805045,0.5873360747840108,-0.15417575772508121,0.019245183363029186,0.08654096279131988,0.09481285269678653,-0.06923281759148768,0.12906177356766263,-0.0885717132296782,-0.00025145660704550365,-0.13176886482010203,-0.030675904151823776,0.018822656363440715,-0.13241137890117918,-0.20525111144480296,0.27634048659374977,0.08803467590541336,0.30968916662813945,,,,,,,,,
77a5e19afc3bfe8cac1ec6a602df7503983050b5,0.9902094039725405,-0.11618135513585989,0.507113946226596,-0.145537857456773,0.32117006907940143,0.18611987103582672,-0.15794774003485432,-0.35352746643538296,0.34128649170589953,,,,,,,-0.12862600859923398,-0.1470445466859879,-0.05182042184156581,0.3393733707375325,0.025203454861155217,-0.183740144100196,0.07552218613982133,0.35732650469789673,-0.14425904786519542,-0.08177547310373609,0.1902134607021425,0.022664900286517197,0.23970777578029173,-0.1308928592538951,,,,,,,,,,,,,,,
7811adda6f9ee0bb3ac81ee46770373848199a36,-0.327705828876358,-0.07582357903359442,-0.16706153918998526,0.08611178966631333,-0.1025746980006904,-0.17775208920603497,-0.2453470957539059,0.17429015772225587,-0.17990780083951036,0.20628697046606798,0.529535173674364,0.667092334292994,0.017555113683542588,-0.3564853637034869,-0.43975976345538226,-0.01145834649468325,0.2604871115016818,-0.07363105803204748,-0.03328431166039769,-0.19303191388476168,0.01572634305227826,-0.017213179593471552,0.040804970129670985,0.013695986310003802,0.10977817040386324,0.08737937329346981,0.009524614100831318,-0.0052799242005254045,0.0631604671732816,0.08554915825663068,0.0833835132007843,-0.2954560721960057,0.16068192609751236,-0.19645870282251338,-0.14370712108165903,-0.17486524255017027,0.33012064445455225,-0.15416842507434989,-0.13485271989221223,-0.038297734635820604,-0.05330565230699723,-0.1213568526135576,-0.34971501767127566,-0.19661524762414037
783d130c9740acdeea0bdfeb32eec525a06aafa6,0.04181886445542761,0.1965313856218737,-0.304020778314777,-0.04035904257997617,-0.08695497455785013,0.0414649464887797,-0.0020912991868513755,0.00848206928087298,0.08577988396237295,0.5761879078528228,-0.32936773205175063,0.022455570230978734,,,,-0.050189407476987316,0.13270900474742542,0.08005570010148974,-0.2478157994431273,0.10317532113664968,0.23398010048791373,0.013987985997365254,-0.023848782874415896,-0.021411963731072448,0.040844811728175355,-0.0314463464397354,0.013798532320715588,0.015860082278145355,-0.14268959567000114,0.13047536410440289,0.17128693545186782,0.07783277167610571,0.048176241314809076,-0.052145555969837575,0.03716267510990309,-0.2380376543232388,-0.013051484388180372,-0.27111899890003155,0.2768878303388178,-0.3720109921535385,-0.26418088579775406,0.20864640387429667,-0.23112128964691983,0.20367370046996694
788363d2a200d56e2ea2ebb2aebf31dc34171f76,-0.6994530160286743,0.08563054013601706,0.09919012666551287,-0.12273146582558102,0.6613969214955255,0.8564853852069967,-0.24499457974502944,0.8185714702752693,-0.6988568262591055,,,,,,,0.7403268287292649,-0.07137214457937517,-0.06862706406646794,0.2328152993920182,0.24195360811876618,-0.31277817104641537,0.025025092014536298,0.29500438144246705,-0.27756023909656263,-0.32231702679388724,0.3367613673483947,-0.018155212041283536,-0.029529608956317642,0.07807607692047766,,,,,,,-0.3490651246728038,0.14859655667727506,-0.39525346807311595,0.5376794380534499,0.17027551982130124,-0.4513435126956648,0.048389211557767486,0.6190864567629081,-0.2193748985726216
788b7112801523c1282b79f96214f03b5aa66e86,0.3704803033166034,-0.1426007603093323,-0.1950500867251772,0.031559221325312165,0.13937336161620328,-0.46687659684283855,0.11390442963109608,-0.4227348567401849,0.7357654650024771,,,,,,,-0.02368216737499406,-0.24507252607316332,0.016594906711642706,-0.04675645735405871,0.08841261665794718,-0.06413482822474967,-0.03649258486287396,-0.02438191155647954,0.02703427245941479,0.07691471661969354,0.09655170695846041,-0.06898853813926441,-0.07955563613613739,0.10263066827331777,-0.22953869068551225,-0.41151175185321853,0.1353985986003141,-0.3265114519913242,0.16105690536223233,-0.038968808562673374,,,,,,,,,
