story,Crime_0,Crime_1,Crime_2,Crime_3,Crime_4,Crime_5,Crime_6,Crime_7,Crime_8,Crypto/net_0,Crypto/net_1,Crypto/net_2,Inflation_0,Inflation_1,Inflation_2,Politics_0,Politics_1,Politics_2,Politics_3,Politics_4,Politics_5,Politics_6,Politics_7,Politics_8,Politics_9,Politics_10,Politics_11,Politics_12,Politics_13,Public services_0,Public services_1,Public services_2,Public services_3,Public services_4,Public services_5,Russia_0,Russia_1,Russia_2,Russia_3,Russia_4,Russia_5,Russia_6,Russia_7,Russia_8
publico,0.7088902077079197,0.2587579809512918,0.058669476816676565,-0.28850884764540097,0.12747705663617315,-0.07201135096938693,0.04054153228523526,-0.35520840481081617,0.3137129081282173,,,,-0.22552149055289497,-0.412462608947814,-0.10737412424782135,-0.04126364429105703,-0.1844752347686457,0.031779852104723394,-0.1597744994596778,-0.006625770272742493,0.050469921608150774,-0.022411061917501782,0.019617665788020322,0.06373532179089883,0.019830641759880342,-0.006527403733110046,0.016408002066341798,0.027896551175346174,0.04013395690211388,-0.005665647728022869,-0.2274850763102308,0.16635784044364693,-0.06170059202826919,-0.019209033061218864,-0.013652656614270162,-0.4482669210419784,-0.3045322948250955,-0.17770873367179496,0.623480512523021,0.02263881170860954,0.3415830976110165,0.5259505519787817,0.011814624391527376,-0.15061607538579125
vozpopuli,-0.460511953611064,1.383191738013343,1.1705382109310358,0.9517987085289101,-0.09318650879992658,-0.20858656468585135,0.6152166598993615,-0.05982354976541444,0.07098986137314461,,,,,,,0.03272849068810522,1.0223076502723734,-0.20888934093354847,0.49431139498853927,0.20341509145648404,-0.10900559362154819,0.4076596417789155,0.03660031014092331,2.3619320666734644,-0.4942927316033773,-0.13049845194475004,0.1177834851565033,0.06889277975853778,-0.00038845694607145525,,,,,,,,,,,,,,,
004f3d20a8e743a73c5c0fd4b92e72cf8c20a972,-0.005435282904287683,-0.4065809606682079,-0.02216311286830659,0.25619543617849655,0.1121942903345705,-0.2244343370432404,-0.11727359196266893,0.19395899568268563,0.18248103828921683,-0.9191144015014293,0.13196860196010743,0.1346199659771196,,,,-0.04803249042305109,-0.04207174703767379,-0.03356185786498734,-0.039180509269571,0.09926220476101216,0.14567771644416913,-0.061640363869212025,-0.007961679689677805,0.02853593890907166,0.019207861984064056,0.14501915019212,0.01731209453401031,0.016040778628153913,-0.05561409060985902,-0.3052551064660885,-0.0739526095518242,0.031342878264183326,-0.18270786630896918,0.0027586394571341116,-0.2141070576510655,-0.20318477200939553,0.5300687514557652,-0.519113867109925,0.30364166696336403,0.33028195408057276,0.019388575339423605,-0.7185112870104511,-0.07433359073357713,0.21929740116711882
00595df7f1fea5879cfa94abb5ba2bdb9597e40e,0.008827488905425585,-0.07013793554693414,-0.39819197576903315,0.5349290266506732,-0.547368293346452,0.5012169414877086,-0.18883243743217543,-0.14702827073413902,-0.0856990656588185,,,,,,,0.3074151550719172,0.4894360558760532,-0.12575438781415596,0.029428473782161457,-0.20023853197017089,0.029455176909049155,0.021922064671798733,0.07190574205014022,0.3372654467566452,-0.08559438092605301,-0.36813944205954197,0.06581207626784373,-0.2590441898819184,-0.044332704664298714,,,,,,,,,,,,,,,
0078efb4fc3829c84a36ad622987e8a73981d76d,-0.0879667894839825,0.24603437215929874,-0.2314553452472407,-0.06990252552176379,0.05665192069995684,0.005846211824504017,-0.01160637201079452,0.03844780129515511,0.1324679742010419,0.28016732868599536,0.10250108918956974,0.01541620110336137,0.19331224656922785,-0.06701686463375714,-0.2597135251753686,0.14630935281949997,0.2943708582746111,-0.016025328969689764,-0.24139801259171087,-0.055478155589415726,-0.0038347686801453594,0.08446067192824477,0.05310996407333101,-0.010338827069407617,-0.009377306232707576,-0.06227808603093752,0.05431657570415732,0.025752116165524027,-0.006511045221293517,0.3140279783139072,0.17085143035738565,-0.0067394691948192914,0.02113717970706388,-0.0085675065705048,-0.07398384862175046,-0.19718895689543814,0.2920619626220033,-0.02807616069421863,-0.025300149177675396,0.07461607706724746,-0.018867607868207698,-0.006473880566371645,0.16219191227174853,-0.01812755304228844
00869ff0486a12bedd8cbef27219345a7cf3f34c,-0.4940352649859844,0.5749949481983463,0.5763668706189586,0.5856782065964078,-0.1258688013516594,-0.23493059117110057,0.12959134092820773,-0.1876209857523772,-0.07817420891081762,,,,,,,0.15786491214184586,0.22834016635751916,-0.10871938132722439,0.12433650233745286,0.1966469303892662,0.3721253867115701,-0.28409255466970434,-0.06463775789810729,-0.019911236011181457,0.15273322880240855,0.501317250860817,-0.16643846242307095,0.13696827989997892,-0.024506686258339683,-0.39507099406142326,0.09672232592137392,0.5864738729946124,-0.06715573489857529,0.07735000623800055,-0.2257255950483755,,,,,,,,,
00b56dac8f6181e53a7596ae9a39903cd4c40b47,-0.2212915922023641,0.16360832076666373,-0.09460107935977292,-0.10537301757415009,-0.37427946321406974,0.2005049418606072,-0.42192024073639295,0.1323513553264637,0.16117396363564937,,,,,,,-0.10392334727441485,-0.0533832849423907,0.007260582384157708,-0.04717594532531194,0.23701694368442666,-0.16456745418972782,0.14660549529640607,-0.09933523985999915,-0.06736869403250662,0.13515769653068146,-0.017601209630520954,0.003964762671779807,-0.03230236320240548,0.05564988780656838,0.08780358056499231,0.5205450295405454,-0.10757283128794291,-0.4566374520856734,0.13897160931535107,0.4616706231730875,-0.07707054044974877,0.5399830754197936,0.1448583314700953,-0.33455369633869303,-0.09840892541696993,0.25103971026510424,-0.1551257879557904,-0.02398831402693903,-0.25023829456465635
00f57d128b7395158119413cc187a6cc1a6914f8,-0.6188195783499729,-0.8093510130702782,0.7239955700887053,0.08114948310185506,-0.3055918012234651,-0.035386496958511364,-0.6277309103959812,-0.14379859654964156,0.30042198599163444,,,,,,,0.3570992321033896,-0.0021430639293425827,-0.03440577880027652,-0.07218192356530752,0.17239477491629646,-0.1733635273637588,-0.22470985499172924,0.07207724157979793,-0.04667144136082174,-0.015251419948626381,-0.11031919466650945,-0.16630263184845423,-0.0012327970206271444,0.10564135444807571,,,,,,,,,,,,,,,
012efe8b9d80fb22f5f9f033761714a7c14cfb15,-0.34654959391502677,-0.0744602051974361,0.08389573503918654,-0.3953471041668541,-0.32999158033844767,0.4038504338691626,-0.15106792585888754,-0.3028442079047208,0.4813509833770167,-0.4682145016162439,-0.30451653515406046,-0.3589780165628132,-0.004639319839176159,0.6886727199082847,-0.26676076497062756,0.20307243158986443,0.09512332502458262,-0.027513142006786936,-0.11875738847515666,-0.11596152791575835,0.04834007510936848,-0.05856739535501145,0.05957394579773313,-0.02144456388957675,0.016140606008554118,-0.16743144348955902,0.05028295964412323,-0.09849519677979866,-0.008097118487548871,0.1852975754729155,0.031160750839668374,-0.024071111452711968,-0.1598356706782675,-0.11799767937735157,-0.13886561767408373,-0.0217932726262295,0.7674736199918519,-0.29074292108955496,-0.5870293499402439,0.09024634022143055,0.17049879245147562,-0.17121071866635068,0.5337533511954333,-0.043064443190618897
013d16398ab81bacba94af3b05b0a2847cf63f27,-0.09298242591806333,0.3657126324209719,0.6429058266609177,0.8708631344817853,0.058787549631001815,0.0830800764104949,-0.023046353666037786,0.09695665671655078,0.12340374202907711,,,,,,,-0.03267613045862637,1.0946871080882776,0.8793295668340414,0.3044654173792865,-0.10343676523045452,-0.4158613499385264,-0.16168250951215518,-0.21316515780601214,-0.3906045719543846,0.31481226055004846,0.29869163398019655,-0.22103896891427618,1.2309167073389673,-0.2999570564105224,,,,,,,-0.19460821510698859,0.3865327079530851,0.034234020927560414,-0.48877795204484586,0.4764631290241577,-0.22623829401036724,0.36565054357954213,1.3224870761777434,-0.6354565503356758
01455e099e13f294ca96cc75c9387c8fe500734f,-0.4092749200630439,-1.0584294181547302,-0.3420438549383536,1.6423794394045432,0.515763477077966,-0.2904848048506053,-0.6426044403017553,-0.3079278082316041,0.7661828932816801,,,,,,,-0.049609178581548584,0.4944621758928203,-0.10468983766155472,-0.24082964905053011,-0.1721765483189388,-0.07059247729743683,-0.2598103138151148,0.08521466453096672,-0.17290444545956002,0.0433024586532404,-0.2711765522470494,-0.0455636572808079,-0.5327350482050366,0.02584697253417206,,,,,,,,,,,,,,,
01a1473cbfb84ebfad47f8569516cec806fc9c54,0.09564224013256356,-0.5701013053637233,0.15102969809430217,0.00988121360053549,-0.13814008394502514,-0.3213801790566342,0.15747669208560258,0.2451290392592833,0.3529914224292506,,,,,,,-0.09263127225198356,0.29205559497018624,-0.13446509150099267,0.3079197353371037,0.008638233702053796,0.8149715104017516,-0.11438803569411986,-0.21398469475410725,-0.13545351724340937,0.09681784681483936,0.4768649116592457,0.49903621146664434,0.18997392806448235,-0.2726149277526416,,,,,,,,,,,,,,,
01daff9e9b17fef7e5e949a8a69e338f263cff19,0.5571757902216988,-0.06534398946705997,0.10019972837818795,0.1203587309428837,0.02654379026579164,0.3285603197004455,-0.17730598106672774,-0.04292659401000717,0.002979922148981877,-0.03505303140050142,-0.03272234055072388,-0.13789363610579286,-0.29114737512403044,-0.3136258704201265,0.06567615985444189,-0.06626641297813494,-0.09680954451336102,0.11189640489549815,-0.1273351255384857,-0.058610451327462586,0.04246255214948172,-0.030468522487025793,0.045703625849736244,-0.04555232755322377,-0.10856001226814203,-0.05847542892232946,0.01273229719072449,-0.03370549547179951,0.008005769437938608,0.05942482144805142,-0.27729757796613597,0.03984141535824561,-0.11694090470704592,-0.04887471917181948,0.08621805953852353,0.03310946969027514,0.7282787459138317,-0.45834337532327774,-0.14402966711417994,-0.5201748804272408,0.3167266855352283,0.17877483407432335,-0.8808890890452812,0.035520710034812164
021a43a12624d8a69295cfcba3f7e4e704d9b101,0.48593944069131445,-0.1152809726597612,0.0037643574045887885,-0.24569983978944754,0.1193339787573188,0.015685355778189736,0.310345832158487,-0.13729694141283974,0.28807649178199696,,,,,,,-0.06426322244812342,0.34539238242063114,-0.12049227458722929,0.2631426367026729,0.2335781162062694,-0.27738003249205073,-0.14210990141647786,-0.537651609988327,-0.14265746661377765,-0.22673467593648775,-0.15511745290248619,-0.18230386157036546,0.14944411908923838,0.00024263440932990134,,,,,,,,,,,,,,,
02437dbbc7689f27dc62cd9b7f3ee447390dcf0e,0.2218066383614643,-0.11783771301023434,-0.1268796862833876,0.016261398452135256,0.22089527952114368,-0.18997608909070574,0.11717826401350018,0.27322532348581546,-0.33310541295147367,,,,-0.4257900198797896,0.2992414360151426,0.019553249799778995,-0.08089258999383124,0.14184595539055342,-0.05637235619930502,-0.035297439514650204,-0.1669625515567125,0.19831158959176387,-0.13075358733214312,0.11266223396185998,0.1649924614484017,-0.01686940508437408,0.04322227480560723,-0.11958983988754512,-0.020524202353537815,0.010911112939895941,-0.43487053010393745,-0.013700195360010782,0.06596474714820097,-0.062439262093332934,0.1625962479528503,-0.09666589784347053,,,,,,,,,
024c414994a64bc8f659667b22394d57520ee82b,0.9668043726025249,0.4684480268209865,-0.3559000610697492,0.28857447559457966,-1.0402729043597423,-0.02103182758621698,-0.5702759354097776,-0.20619167312572106,-0.33312433783352957,0.5683011382273013,-0.7885552070104371,-0.3106469493018541,,,,-0.12265765899720324,-0.21080836511241197,0.005562232696067118,0.15564693562709603,-0.04279257028348509,-0.02104004295495701,0.14295418822274794,0.2501800485635717,-0.08595295035329219,-0.07088826814182883,0.13640269492360202,0.02742753699133772,-0.09986331737235747,0.028792314366064713,-0.289010277576941,0.8233543435031874,0.9529686511309604,0.5066960228464181,-0.4233833607702169,0.08336046698707684,-0.44021750644368046,-0.5839664046311276,-0.20311187146403747,0.44842740910055195,-0.7952527980553886,-0.37556498039516517,0.4870559078980788,-0.08775519347912568,-0.05502467774838669
0257a0dfdaba5baa4db97d65218a58f17988d786,-0.5473374420550597,-0.1662322741291006,-0.32689286996389894,-0.10366541984122567,0.09497858833893828,-0.8284688470726376,0.09627870123403486,0.7815707393219142,-0.34949941787439615,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.22202501347954107,0.5225177132460712,-0.6404716477862928,0.7475662713362244,-0.1248443772068001,0.5594584826054931,-0.4458247456271048,-0.06282135350770542,-0.3159700946939892
027bab5e51d6de60156b2e017c1c22e5169d6104,-0.36722142546564157,-0.2735094959181656,-0.08133135069677673,0.038785976999343316,0.02417485696219276,0.14943219285044848,0.1285413515245963,-0.2837530974530024,0.08627591399559449,-1.2436175272956138,0.6094941875944175,0.32657265987396705,,,,-0.06875709251909985,0.5410085917046509,-0.15619724447319536,0.241034487024062,-0.47725598207172404,0.1392490572512914,-0.05498999268124669,0.0588138150087213,-0.1458456969151126,0.17516171621138926,0.2579428873214791,0.09845881388705097,-0.24873372801581609,-0.17144309544933165,-0.6579426662070285,0.05244012518591708,-0.6861289624651923,0.8985248516010942,-0.2402626157822271,0.4858138286800197,-0.3501627454631484,0.19114744569777042,-0.45548880942890874,0.6261913112812512,0.13256883344100318,0.04411752744555158,0.5645466976888385,0.4719670098806132,-0.39056746324735625
02aec93db9a9c3c5aa78af6f19700533e2e9f0d6,0.5322010442983528,-0.046353599880963436,-0.0737166991547231,-0.18683785906273448,-0.16845217806345358,-0.2359099662226866,0.49424197028340494,0.058971453621646616,0.029285706295034384,-0.10049435594703815,-0.4246138500486759,-0.026841346786189244,,,,-0.0006357043954960764,-0.08289280706665929,-0.009361754884687707,0.08196773911632906,-0.20307445178459713,0.07132749426289921,0.04559473981584125,-0.15043654852181576,-0.052025632626586465,-0.008035013195996922,-0.005461615615991208,-0.05717931618221364,0.08927083566125492,-0.19467463550667816,-0.3814822571100175,-0.03641034553021458,0.2863863492143351,-0.27613874348019496,0.044833517185489315,0.01856822643558591,-0.2316604261804745,0.3672179825506705,-0.3936162243337296,0.3244163274759473,0.09545689946391182,0.17195864212254677,0.3209292074679784,-0.17148249445868416,0.18039407507202027
