story,Politics_0,Politics_1,Politics_2,Politics_3,Politics_pca_1d,Politics_pca_2d,Russia_0,Russia_1,Russia_2,Russia_3,Russia_4,Russia_5,Russia_6,Russia_7,Russia_pca_1d,Russia_pca_2d,Public services_0,Public services_1,Public services_2,Public services_3,Public services_4,Public services_5,Public services_6,Public services_pca_1d,Public services_pca_2d,Crime_0,Crime_1,Crime_2,Crime_3,Crime_4,Crime_5,Crime_pca_1d,Crime_pca_2d,Crypto/net_0,Crypto/net_1,Crypto/net_2,Crypto/net_pca_1d,Crypto/net_pca_2d,Inflation_0,Inflation_1,Inflation_2,Inflation_3,Inflation_4,Inflation_5,Inflation_6,Inflation_pca_1d,Inflation_pca_2d
000614c1608a193e65c9d588ce98006ccb6aa741,4.0031004501428115e-07,-8.68616691267477e-06,4.4519079212488e-05,-0.000151137362101,-0.3872033503830575,0.06585009789540114,,,,,,,,,,,,,,,,,,,,0.0005659834546225,0.0019948041849715,-5.7158289731368614e-05,0.0027959570954133,0.0009740816900928,-0.0009884144444084,-0.24567559967904895,0.853824801315746,-0.0005338090909057,7.929899192807837e-05,0.0002567622762035,0.19017407113440996,0.01337755862331509,,,,,,,,,
1c8faa878acb80a85a6b6808b0000ab03c5d77c5,-0.0001772731079887,0.0006834236576828,-0.0003972183996236,0.0004486137947077,0.28649929723295636,-0.02113819355032651,-0.0010751407180492,0.000524041347883,-8.643151166344955e-05,-0.0007322037995993,-0.0023486893743976,-0.0007142963678228,-8.918470303249026e-05,0.0017954528592126,-0.6258095000596873,-0.3736827876617699,4.729339943122721e-05,0.0004972740612136,-0.0003165498392775,0.0043944391021196,0.0009910711434257,8.842244000945325e-05,0.000429831177913,0.8936147297069881,1.2288046709419413,-9.286371313799602e-05,-0.0002983320931205,-0.0001679020575805,0.0012419101590806,0.0003687624269277,0.0004883573425375,0.16789686102966883,0.23318117106327907,-0.0009114208305008,0.004096210325858,-2.6549532843783544e-05,2.3985265087182808,-0.12637975246486316,,,,,,,,,
2de076c170633bee92630cf332ece0108cd14a7c,-0.0001192130858706,4.7413599445565914e-05,-9.530522684251544e-05,2.2784156791083623e-05,-0.21511349552104458,0.003649703956861785,-1.4962998546364156e-05,0.0006750726026957,-4.3267691252138474e-05,-0.0003617190358758,-0.0007553589162945,-0.0003950702535005,8.441103352854664e-05,0.0007433948913467,-0.294391136194031,-0.11425914143243593,1.985045987958802e-05,-5.486344478361409e-06,-2.8797271963861546e-05,7.439027406867327e-05,-9.40159212048028e-05,0.0002190830900422,0.0002577079929285,-0.2170743546061958,-0.04052600767456444,-0.0002940298060732,3.347266303194152e-05,-0.0001421860643946,-0.0003712119255175,0.0097677601089711,0.0005546090559116,-0.9902646408849679,1.5526680467460374,,,,,,,,,,,,,,
48164c9f60124eff15b3f8df7fbdf9cf2b133852,0.0001317391153653,-0.0003501693827485,0.0006053441223266,-0.0018075483826826,-1.1262624934468453,-0.12158754914994849,0.0009081763087331,0.000111413642655,0.0005689007229775,5.828079178104564e-05,0.0003204018116367,0.0002266509152702,0.0005990965487341,-0.0011068632145529,0.09614438260779079,0.49237581828051685,0.0004758626451422,-0.001059297539208,4.6195757431165274e-05,-0.0003846450643562,1.701429282552347e-05,-0.0009530399970695,-0.0001617587945379,-1.0331180377270577,0.2983048677999283,0.0055731153981598,0.0086293332792758,-0.000647443861837,-0.0006102724508093,0.0008614177392862,-0.0037087384198985,-2.159079414795299,0.49497791773410654,,,,,,,,,,,,,,
68e0414f56957ddc1ef792e9b78ffbfd677a1cc3,4.43357506058252e-05,-7.838038257821063e-05,0.0001556786174613,-0.0003080761975898,-0.5098211445235519,0.06762330367381947,,,,,,,,,,,,,,,,,,,,0.000597639380213,0.0023475419764528,-0.0004264592635839,0.0009347216567996,0.0008165181270932,-0.0006023994526922,-0.43468035297453006,0.32287738524452103,,,,,,,,,,,,,,
9e7e9950df7e1686536e5ff76210ceb9ae1db03c,-0.0025537775345421,0.0001292715043126,-0.000292240243175,0.0003967210517072,1.3606689285434908,-2.2766691346213523,,,,,,,,,,,,,,,,,,,,0.004908207336279,0.000134684025405,-0.0003047616688633,-9.280897703155266e-05,0.0001229476810612,0.00023057596834,-0.49799737309455555,0.11436710100147017,,,,,,,,,,,,,,
cd21a169a09640f829a1717acf8b432a110a73a1,-8.95435312173366e-05,8.981466873165816e-05,-5.330861415481707e-05,-1.7471424661457023e-05,-0.23368845674296423,0.00715129049367297,,,,,,,,,,,7.149955461224118e-05,0.0001954962933721,-0.0001544261091051,0.0008650108572283,0.000257213040926,0.0002198086879496,0.0002944255372895,0.014613916093685396,0.25245028173580647,0.0033864008445443,0.0046606002078357,-0.0012144075413196,0.0014914752898162,0.0012019577144212,-0.001253408460278,-1.1326610101620616,0.45154082763604303,-0.0018751072386717,-0.0006104034150171,-0.0008852146368338,0.41085005487232273,-0.018338211701781834,,,,,,,,,
ed05cdb3a2b0f45374742015d8879af6fb12b387,0.001657112804131,-0.0032387243221564,0.0075001321213622,-0.0139303985348674,-7.874826849072829,-1.7306984311935882,,,,,,,,,,,5.0075266799134994e-05,-0.0010103019060485,0.0003587485593637,-0.0007502592956421,-0.0001275683589655,-0.0004076914436253,-0.0009195353703034,-1.2887143411499342,-0.38892193897688615,0.0023838677222397,0.0343704362320966,0.004179556981835,-0.0009482098219441,0.0065983870468968,-0.0162676176383961,-6.1425259267192835,4.524025142608162,0.0013154965800908,0.000367804979259,0.0006779151881465,-0.26097576090012575,-0.35584243441511815,-0.0037382438742793,0.0104997400746317,-0.0144065801206488,0.0024709686839452,0.0051134739133498,0.0218045173618573,-0.0025489221872041,1.884347215124241,-1.194237634119189
ee28a18d533e2093904643f0a04ec34368b70b55,-0.0002378895224668,0.0003793057164365,-0.0006103568806071,0.0009495911981134,0.3491001153722924,0.10116385535187009,-0.0002782848460793,0.0010733603063903,-5.0556055808117346e-05,-0.0003986005968772,-0.0022865505281513,-0.0003820439039868,5.0900783848577616e-05,0.0012770167207984,-0.5112257419838101,-0.1400864850590707,7.270192024055331e-05,0.0004469198113086,-0.0004363750062843,0.0007431412414436,-0.0005613443685985,0.0004078956042781,4.460603194126472e-05,0.25657070947465743,-0.3283312335390714,-0.0008073739179284,-0.0017405264914793,-0.0009488317719488,-0.0004791300749735,8.704277615429422e-05,0.0013198337923782,0.25114744488884105,-0.5783327230981605,-0.0006282842330763,-0.0023806696104044,0.0013240474372153,-1.217687754663245,0.5279962991208798,0.0016992458777666,-0.0018447367930047,0.0017130172923514,0.0011503491227294,0.0004130485676468,-0.0011335508249898,-0.0013489727099662,-0.2500565674035731,-0.013684436140011458
fb0472d98ecc8b677759eb2ae6606095bfe91b9f,7.922567868612748e-05,-0.0016461240557572,0.0010184985444439,-0.0020173069882853,-1.854592654968264,-0.09442866173976504,0.0002591702783145,0.0004655306439071,0.0002283396273937,-0.0002815162870535,-0.0001570446248438,-0.0003982709384857,0.0003777973663568,0.0009159480516377,-0.17869062652761405,-0.030669413766841538,0.0005472989629315,-0.0001401214481882,5.241846789112613e-05,-0.0029059540396889,-0.0010232337018401,0.0003249323335007,-0.0002384732177835,-1.0654776997608206,-1.1233607914739343,0.0010877845433709,0.0033741442891526,-0.0005652623359921,0.0010227664415034,0.0015325510428616,-0.000142409512149,-0.6007578131180992,0.4871216959151245,-5.288536829488163e-05,-0.0001104953696574,-7.855141873511822e-07,-0.001503244810804161,-0.21220603881845357,-0.000182349828587,0.0011660151713671,-0.00156128652722,0.0005026682145476,0.002846467943274,0.0030510094880639,-0.003663090257402,0.18144044902765208,-0.4899993027188254
