story,Crime_0,Crypto/net_0,Crypto/net_1,Crypto/net_2,Crypto/net_3,Crypto/net_4,Crypto/net_5,Crypto/net_6,Crypto/net_7,Crypto/net_8,Crypto/net_9,Crypto/net_10,Crypto/net_11,Crypto/net_12,Crypto/net_13,Crypto/net_14,Inflation_0,Politics_0,Politics_1,Politics_2,Politics_3,Politics_4,Politics_5,Politics_6,Politics_7,Politics_8,Politics_9,Politics_10,Politics_11,Politics_12,Politics_13,Politics_14,Politics_15,Politics_16,Politics_17,Politics_18,Politics_19,Politics_20,Politics_21,Politics_22,Politics_23,Politics_24,Politics_25,Politics_26,Politics_27,Politics_28,Politics_29,Politics_30,Politics_31,Politics_32,Politics_33,Politics_34,Politics_35,Politics_36,Politics_37,Politics_38,Politics_39,Public services_0,Public services_1,Russia_0,Russia_1,Russia_2,Russia_3,Russia_4,Russia_5,Russia_6,Russia_7,Russia_8,Russia_9,Russia_10,Russia_11,Russia_12,Russia_13,Russia_14,Russia_15,Russia_16,Russia_17,Russia_18,Russia_19,Russia_20,Russia_21,Russia_22,Russia_23
77150033b3b49257b1e067d63e39dfd0b4555282,-0.00046922967477032224,0.0026641191759517197,-0.004686469700095115,0.00415550817124547,-0.0045311547702262915,0.0063421555622934335,-0.0011175495167263776,0.005808851049707331,0.0002917542585561036,0.0012442126606303262,-0.0002741885674318284,0.00548433765393029,-0.00042946436620822353,0.0005883027395195018,0.00045569669291332937,-0.004702535672428849,,0.0007484275313512597,-0.0004968160217859289,0.0008230539626975075,-0.0008477506622483312,0.0005795232837403279,-0.0009564177897498367,-0.0012351744207254787,0.0004759618945365796,-0.0006535682472317624,0.00046983027814411567,0.0010428675693311,0.0005166361373500711,-0.00044509415405770566,0.000918153746585153,-0.0004453783432703177,0.0007473549712378085,-0.0009917883541679191,0.0007761182986938376,0.0008223212896883122,-0.0009345718142772917,0.0006514430544155204,-0.0005504763377340798,0.0008711318232156641,-0.0006773167728298588,-0.0007312935666211434,0.0007970180196403887,0.0008067032813926182,-0.0010619876597783983,-5.3437746542766174e-05,0.00043407284084276475,0.0008851706353786932,-0.0006572933297448868,-0.0004296822087224519,-0.00015825458951518003,0.000694903932643897,-0.0008668020631672454,-0.0007159175531829751,-0.0006891741465235596,0.0005433282371091236,0.0006784297755857533,-0.0004512803274591919,0.0005412063118184262,0.0007046458384781324,-6.387322508088113e-05,-0.0010064898648189191,0.0006188823871250242,-0.0005963566529146843,0.0008820874574292976,-0.00019485621679198717,-0.00010057936256465479,0.0005458899561668815,-0.000566777594130349,0.0008662965924518453,-9.762102980422278e-06,0.00103859851510827,-0.0012098824239291737,0.00046980360137518156,9.18851640402032e-05,0.0010060683942086993,-0.0013055348625176733,0.00044539514962034195,-0.001239207176247346,0.0008464449184905967,-0.0007093798849717989,0.0008447418186279699,-0.0011439603421292029
7757d5425bbc0dcc600728fb08dc71cd0566caf9,-0.0007074456411541596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7759cbcfe2c7be600015fd29dde34af71c1153cb,-0.0009679237701143671,,,,,,,,,,,,,,,,,0.0005348253598301347,-0.00038601465812466296,0.0005689733764786412,-0.0006933796763144554,0.00036313541132960633,-0.0007369781945729182,-0.0008980656145248665,0.00037405925313730825,-0.0005623622353594896,0.00035119318447513707,0.0008008364334361798,0.0003512954030331028,-0.0003309005679163244,0.000693693976697223,-0.0003634938410739253,0.0005780216376654584,-0.0007825653851780881,0.0005079520241383406,0.0006704825880785307,-0.0007295848656110934,0.00048056174132857276,-0.0004793658055469432,0.0006628332233949747,-0.0005094718365358897,-0.0005222034103383854,0.0005015662676755825,0.000628169257040242,-0.000812146079338574,1.8459404690560326e-06,0.00038478536282914944,0.0006994375614830332,-0.0005052439792734308,-0.00035291552612644545,-0.00012264739142321224,0.000553205095754309,-0.0006995209416626558,-0.0006510277141723274,-0.0006131776048946714,0.0005138689644087009,0.0005770137904392984,-0.0005750010785323991,0.0007338656913840672,0.0010961209702067991,0.00033329446322169585,-0.0015737627600825109,0.0012252950813038937,-0.0008015540820406051,0.0014342137753260696,-0.0006144682712813021,0.0005601666557153797,0.00032732356728164963,-0.0011909135849018982,0.0016010471301520213,-0.0002663760745794431,0.002088710817992119,-0.0012959373099756628,0.000527681713865064,-7.597729740218645e-05,0.001002437547923818,-0.0024385813303760334,0.0012210606095422827,-0.0019436499323788126,0.0015207383853098819,-0.0005434639329973739,0.001143750239300728,-0.0009394352820801454
777cb82c2ff3927155212afc99e76847a096ad65,-0.0002954769521004463,,,,,,,,,,,,,,,,,0.0006453941490393957,-0.00042157414655803944,0.0007453984346921516,-0.0007928076866930672,0.0005257207912893459,-0.0010458678497063186,-0.0011883561932515612,0.0005338964260270855,-0.0006959996930777691,0.00041873295278525315,0.0005512555825333797,0.0006056874851834587,-0.0004894751084696344,0.000851198094470365,-0.0003157503307650969,0.0007611801918156079,-0.0009729993368814936,0.0008469989144673112,0.0008067200324084745,-0.0009228953025314461,0.0006241838485580922,-0.000493028236286566,0.0008302474781091095,-0.0006122063529099817,-0.000737158841384156,0.0008207892229030761,0.000616995676366762,-0.001137015072037132,4.610239099028403e-06,0.0005975238583993729,0.0007555034694760109,-0.0003810478453650628,-0.0005251885239700539,-0.0001745639226475021,0.0007678407840819877,-0.0007461551752987895,-0.0007032435672352268,-0.000657331717528743,0.0001771038382063398,0.0008116990395667793,-0.0006874910881758843,0.0011883604224994279,,,,,,,,,,,,,,,,,,,,,,,,
77a5e19afc3bfe8cac1ec6a602df7503983050b5,-0.0002555540577453955,,,,,,,,,,,,,,,,,0.0002540112426309465,-0.00017582842959513743,0.00032555370171911133,-0.0003079823577256228,0.00023605369268994724,-0.0004736499763168862,-0.0005306772600389944,0.00021606315117502184,-0.00028620686873490585,0.00023169890677670788,0.00033615276998747617,0.00029477876089956454,-0.00025731937801587814,0.00040111799288384083,-0.0001871270959942085,0.00036666703932075313,-0.0004444060093954043,0.0003125224217181359,0.00046030938585278885,-0.00046127307992154014,0.0003300773268972967,-0.0002440571077690353,0.0004394441277577372,-0.0003350721978670827,-0.00035224719380325467,0.0003768594270181999,0.00034818874040698825,-0.0005503673335906154,-2.2507188763978393e-05,0.0002633767826820731,0.000421157509874856,-0.00022496365519878922,-0.00019440356805568778,-0.00012167966123418728,0.00037965875317232914,-0.0004413436369043286,-0.0003864501439588934,-0.0003709656626540341,0.00011831946991072245,0.0004488950574214917,,,,,,,,,,,,,,,,,,,,,,,,,,
7811adda6f9ee0bb3ac81ee46770373848199a36,-0.0016879250408791278,-0.00013239556777839,-0.0004090171893989984,0.0002931422566933853,0.0006356004503555836,0.0004084248600047871,-0.00023645017886753865,-0.0015450412435062486,-0.0019383593230058846,0.0005576129439091872,-0.000603694417873734,0.001651426523939556,-0.0005331485520804636,0.0021674563512828135,-0.00016047420886280625,-0.00046543352519462164,0.0011964453809967187,0.0009069342303941751,-0.0006200803847229978,0.0008666715230929954,-0.0009575137791182583,0.0005914433482074846,-0.0009601183920501489,-0.001246762369252758,0.0004566479381177401,-0.0006373619684658907,0.0005057057744699608,0.0014149906957529653,0.0004606679639485321,-0.0004141548161438,0.000987546270771873,-0.0006067882655271817,0.0006677603329922268,-0.0010310043476058307,0.0007883030284768482,0.0009564062100126038,-0.0009184721035322573,0.0006824581856074795,-0.0005801049066913597,0.000955880002028651,-0.0006650604988632585,-0.0006898267648202109,0.0006950804455291301,0.0009312102244157784,-0.0009652865303061478,-0.00013261248695390994,0.0003048828397474514,0.0008743294373170828,-0.0008230470887572781,-0.00035740320549523347,-0.00028039595545974806,0.00068671293454942,-0.0009647033710804749,-0.0007030003348537268,-0.0007285299312292806,0.000817617092201302,0.0006169363550663676,-0.0013637932799309752,0.0017247830034452171,0.0005999498877328679,-9.544703454395546e-05,-0.0008842962429038183,0.0004580057115589678,-0.0008010326981954508,0.0008516295218473502,-0.0001909392692607208,0.00026848413445867557,-0.00017108940446423893,0.00011741075748451053,0.00028854687911177576,-4.261995859331331e-06,0.0004435333542285531,-0.001665610467097681,0.00019242416873803484,-0.0005224832837570465,-6.80771328823008e-06,-0.0011691548524269194,-3.38175938181573e-05,-0.00017250543778893714,7.747976382379098e-05,-0.00018503532400520543,0.0006272797347712205,0.0001698581863590154
783d130c9740acdeea0bdfeb32eec525a06aafa6,-0.004733639423809911,0.014931733009105505,-0.011849862627748387,0.013162535226325633,-0.01017630180269638,0.012891355213698549,-0.001428080690535364,0.013811306332776994,0.0038507208451815187,0.0004421381215531442,-0.0003778196644636622,0.011316097399378175,-0.0029045021379791973,0.000286211418830333,0.00020647171931897912,-0.010521646800745393,,0.0023003907443190754,-0.0019089038371302692,0.0018971351514811786,-0.0022608796371029983,0.001247607000635747,-0.00199432478433394,-0.002459720552107811,0.0010265049824910917,-0.0015596784270524005,0.0009419741715188109,0.002064969533658868,0.0009198070132633664,-0.0008413086077268851,0.001713309885503523,-0.0010139329253395397,0.0013926764097640524,-0.001791628458609849,0.0010122000690087401,0.00152750977649111,-0.0016600137352685742,0.0011127246951114207,-0.0010993398489220255,0.0013678629308385261,-0.0011627526805488922,-0.0011423005091628793,0.0010314291584847726,0.0012229449987682514,-0.0017450583726494877,-5.30261897072448e-05,0.0005725299428256939,0.0014472490583678872,-0.0011052004217274702,-0.0006789253749991099,-0.00033809381718189727,0.0011528617672988415,-0.001247538551585809,-0.0012537087149288584,-0.0012268023275947676,0.0011762077350714838,0.001065709078926825,-0.0018892994282708952,0.0023482171512452755,0.0008857625850345001,-6.99325307009548e-05,-0.001165093482397987,0.0008221625299479115,-0.000826984090719536,0.0007765252768560922,-0.0004183369552839912,0.00020595181998044773,0.0004360120906325286,-0.0005035416568601309,0.001074188467978463,-8.605676996865461e-05,0.0012157831722352033,-0.000870339649831311,-2.7320222785487814e-05,-0.00012016130696741991,0.0004216863814652028,-0.0013655902090521626,0.000529802180825524,-0.0013472675826567406,0.0013468022014020546,-0.0005634293834112479,0.0011197185691811443,-0.0009815409315714738
788363d2a200d56e2ea2ebb2aebf31dc34171f76,-0.0002515313775911871,,,,,,,,,,,,,,,,,-0.00022850980156488145,0.0001709480888276076,-0.00030305988034544016,0.0003895078576855634,-0.0002447243479622622,0.0005336554341659726,0.0005668983550375322,-0.0002214606807551123,0.00026382797071611947,-0.00020080594622709082,-0.00035420851751229333,-0.00026045586272417144,0.00016987713548605903,-0.0004293764886688538,0.0002271024347927358,-0.00042972450628279025,0.0006045527943382198,-0.0002760963425670909,-0.0004890977064498697,0.0006323074900269817,-0.0003777355897537206,0.00033967147577695716,-0.0004918092595935264,0.0004274853994825924,0.00043724075734672936,-0.0003489656589842191,-0.0006083118053096766,0.0007154352406190329,-1.363491711918051e-05,-0.0002720575781940764,-0.0006032627697736529,0.0004372889508293537,0.0003134848909575359,0.00018659477093647546,-0.00048221270191833,0.0006529104912304831,0.0005507787937655065,0.0005720525584943699,-0.00043346719988818217,-0.0008029764720760535,0.0009456770384481483,-0.001516036370727649,0.00032952221648485436,0.006404033593059181,0.00036327548939499147,0.00024065474331372554,-0.000670707689964558,-0.0007644994003242444,0.0006580029153649532,-4.064742497127374e-06,0.0027704160186260824,-0.0017585462522954564,-0.0003966323506709795,-2.6036690573896386e-06,-9.510048120524653e-05,0.0007752629580264566,-0.0009168257665086057,-0.0003078267054484606,0.0047103083993518926,-0.0030070501854733275,-0.00048193156465899047,-0.00022267606935837104,-0.0011883864921924873,-0.00056135247877273,-0.0008653336884480007,0.0003455502006535574
788b7112801523c1282b79f96214f03b5aa66e86,-0.0004516606382026191,,,,,,,,,,,,,,,,,0.0009174068905149739,-0.0006514962154846914,0.0009327117802176911,-0.0010683168402930516,0.000691417241310752,-0.001242488574741373,-0.0014353508234956945,0.0006098463718572373,-0.0009251935005588064,0.0004961383584909893,0.0008959904832911568,0.0005831619898481643,-0.0005315081003996966,0.0010247198744331707,-0.0005255443398476185,0.000899016436753909,-0.0011338886935606945,0.0007189850971662167,0.001020833427791309,-0.0011131343719869842,0.0007526794282602953,-0.0006835792959026547,0.0010333246401783777,-0.0007030000059640928,-0.0008033794432852504,0.0007928922555526965,0.0007758630698549375,-0.0012687299030699631,-4.231341096209392e-05,0.00062151254992833,0.0009623617742731026,-0.00047961543198232737,-0.0005509204687905087,-0.00026836785559318266,0.0008613794059120348,-0.0008887468009466578,-0.0008783065855926461,-0.0008579846913634366,0.0005167510387732124,0.0009078700949860178,-0.0006663654017355065,0.000978874421468465,,,,,,,,,,,,,,,,,,,,,,,,
78a91fcafdfaca03ea334e72e612b445c0e5bb1d,-0.0003641228132280392,0.0029068835762140624,-0.0027875514436958774,0.003157746616529685,-0.004802628186553506,0.005688683574420474,0.0017826283379197274,0.005023816852546435,-0.0011708023180238432,0.00016256050175262422,0.0004154140577947663,0.0058305742533373145,-0.0007851415825629315,3.071887635518189e-05,-0.00028254223380391394,-0.004833074521078163,0.002724677487216292,0.0013169044349363652,-0.0010985639678781636,0.0012667455800702845,-0.001458606328598459,0.0009566177029989779,-0.0016279393192815991,-0.0018323335163458907,0.0007566362353604176,-0.001180156063217733,0.0006305255657209403,0.001161586001301767,0.0007811064213837489,-0.0006412711609441532,0.0013412474184712189,-0.000728530656985452,0.0011595707887383528,-0.0014215966925107144,0.0008479580157641814,0.0012308049109539254,-0.0013603017081170487,0.0009402601492466483,-0.0008863242910793613,0.001162511495601299,-0.0009018371746954497,-0.0008838336238528874,0.0009249326656175939,0.0008996867161740036,-0.0014643860619824615,-1.2968853205536524e-05,0.0007285218216752246,0.0010351882007665245,-0.0006106526853287874,-0.00046291642313770875,-0.0003113018221760555,0.000876226374622562,-0.0010568617734827556,-0.001145848654422521,-0.001097664585092942,0.000512483277860541,0.0010528701484690973,-0.0015102576687008277,0.0020889043004093328,0.0003047655042996038,-0.0009198096692450676,-0.0007164718441027319,0.000507857948293111,-0.00037172508475510945,0.0005565658700331932,-0.00017968538308723127,-5.708674566789356e-05,0.0003523241373224687,-0.0001098728654208886,0.000409746049025967,-5.789291667548734e-05,-0.00012074705586051485,-0.0011081418002585912,7.50592341652011e-05,-0.00020382344174934566,2.7524775268764458e-05,-0.0009445155867510058,0.00047679135969501364,-0.0004995920293107674,0.0010718321110541635,-0.0005911711793040581,0.0004058411841002141,0.00039120993162811125
78ae520dd628b544305da879a0756f29d22c81a1,-5.587284414695612e-06,-0.00992667930800467,0.017178503606773067,-0.031431581124141635,0.047418475258437995,-0.10099784921187363,-0.03402583520731149,0.005793742712237067,0.038615867832087154,0.003027613746663239,0.0005125461374668008,0.11784064836317744,0.019970681129304585,-0.005218043053484417,-0.001871396798319741,-0.047845997360939495,,-0.0010323071006533586,0.0007111810951916561,-0.001891944139975137,0.002331276956808369,-0.0016340497534001672,0.0038571066231671432,0.004688632559575478,-0.002097420781905779,0.00316527310077468,-0.0019577636243628235,-0.0032955641135085437,-0.0024923474780062724,0.0026414243583176324,-0.004523960030879775,0.0020824111616599772,-0.005615481997444414,0.009962101564736123,-0.006056771674627082,-0.010853845602431125,0.014608794032013067,-0.011032328446845893,0.009210855622229657,-0.018443811028122262,0.015894204480153565,0.001570008531076501,0.0005416086347117034,0.0009263656348820669,-0.00099459044025429,6.10513538686082e-05,0.000308193407200438,0.00046745999529969345,-0.0003178522995850801,-0.00013880545278690455,-8.573495263026427e-05,0.012911695766071738,-0.009044815346635081,-0.008726459607470441,-0.00854992511864177,0.00514194722994832,0.007392948070572008,,,0.003127714537223374,0.002210670374901659,0.033070643921322807,-0.0026931348265062383,-0.040888801392746206,-0.0481682151954307,0.019057789421485734,0.011999797770326111,-0.0011479423269053167,-0.0018979471458808073,-0.0055245924646465825,0.0001288550124552851,0.008346456973310523,0.0041320949715664915,0.015793538867801514,0.016493264975980262,-0.00079158561860533,-0.0014654954292027764,-0.003988247907258985,0.00469240523587508,0.044431693487035906,0.012585521654828047,0.027769862892489044,-0.014451567297594704
7983520ef5dc69796f8dff49e708f9f6f1a794d0,-0.002232626846804193,0.004301946605919678,-0.004445980588512829,0.005345799143138794,-0.006068303640138497,0.00708275886336052,-0.001046014641092623,0.005739907093689491,0.0016164876918740253,0.0007474608810491448,0.00017333450124990425,0.006376089669290021,-0.001994946032589699,1.2491955599901183e-05,0.0003479798785481075,-0.005272250230734448,0.0032895669677491866,0.002000818211867031,-0.0014093096484042024,0.001684673742972982,-0.0018499902084438604,0.0011614461925084007,-0.001748550652782347,-0.0021858992735005666,0.0008245627985516714,-0.0012905500502184818,0.0008327790190650489,0.002130933024049169,0.000769256166053794,-0.0007822239912143754,0.0015811209694106161,-0.0008884853807257937,0.0012550551383495446,-0.001656028064111937,0.0010325290779141763,0.001385918695927085,-0.0015094348737034117,0.0010815031212902425,-0.0009069945333582735,0.0014288713877840815,-0.0009980676630814503,-0.0010855185754857812,0.0010423242751673128,0.0013321749211269891,-0.0016380725341496715,-6.687316165801657e-05,0.0007281727957241298,0.0013661508560782536,-0.001074378458478185,-0.0006308978878217806,-0.00021722500330737774,0.0010459362341527457,-0.001273192846574352,-0.0011038562335620658,-0.001065146393504925,0.0010183759571446118,0.0009898510177732147,-0.0022774905182244712,0.002248239230300713,0.0018436954218976381,0.0008274900491423791,-0.0022871435429293353,0.0014459564261521897,-0.0020409570329618714,0.0023497626227563457,-0.0013850589563076064,0.000671542145345652,0.00040711506015551555,-0.0014106325902130822,0.0024493234653041804,-8.195740628748891e-05,0.0035660704951006837,-0.0025151737322054333,0.0007290047679274446,-0.00043592665795677874,0.00127833985032085,-0.002724443380484639,0.0006993698973947108,-0.0028653042972170842,0.001965674049821269,-0.0015522240667385468,0.0015920669268478073,-0.0019654178639691793
799d2fc518f85039ea52917fc8fdef0d71b5e298,-0.00013202898353983545,,,,,,,,,,,,,,,,,0.0008900442346829127,-0.00076775430871578,0.0009464840226503419,-0.001073604022935232,0.000712713136212974,-0.0012363339209892645,-0.001451877245699038,0.0006508370010091191,-0.000940736724496878,0.0005641589089255978,0.0008021313031473334,0.0005988437709787979,-0.0005299392196828587,0.0011040330151979444,-0.0005933199972481232,0.0008809619542291728,-0.0011829111018584406,0.0007857975279309524,0.0010407481549726386,-0.0011244370328838695,0.0006955923352113442,-0.0006682277934944856,0.0009264756739396977,-0.0007751716988506852,-0.0008629714727271477,0.0008374873625809692,0.0007502886851940496,-0.0012002037455077223,-1.64086618688855e-05,0.0005606969035346169,0.0008943688561475166,-0.0004126902742480193,-0.0005655519164795386,-0.0002178999521271764,0.000875605176311889,-0.0009254777874146394,-0.0008976586657321647,-0.0008318096658765388,0.0005514944152811189,0.0008783041326560338,,,0.0009393449052659637,0.0016196628552239008,-0.0008808084064481881,0.0005995101568118779,-0.0011740476178334512,0.001444675914124112,-0.0008194005257478145,0.0005649785230006071,-2.0242489585520955e-05,-0.0007948712725865674,0.0016626930889790266,-4.9067515460772505e-05,0.0031217607163899056,-0.001662228217044909,0.0009621944705513667,-0.0021140646214403928,0.0015051114182780163,-0.0017815762624899913,-1.2008953536461932e-05,-0.002312732029370334,0.0007094365824598444,-0.00042350095209469783,0.0008704561851691585,-0.002303505651433681
7a0cae8092e40ed938b56f74200546ce5cfe7316,-0.0012700423879248213,0.0029716428378273253,-0.0024787445775542945,0.003987120945911628,-0.0033813202361049504,0.004468470038613086,0.0007091176210318353,0.0065972564392652745,0.0010875944705883594,-0.0004875470473638823,-3.503896136469702e-05,0.004835051870177388,-0.0003134486834066449,-0.0006020578543675104,-1.849596581030618e-05,-0.005576059450491232,0.0003602254218373672,0.0015840879302533304,-0.0012871373418250052,0.0015284418936605878,-0.0017299446705432082,0.0010167928633577387,-0.0018023413429045872,-0.0021372407135289997,0.0009475408695392513,-0.0014191626144467568,0.0007765592510466315,0.0013668370363063792,0.0008705526483155333,-0.0007726085271891657,0.0015394419425384868,-0.0008403609597954716,0.0012371087668942046,-0.0015759769070757441,0.0009651346280888112,0.0013940139967233097,-0.001555350527944981,0.0010121555850814894,-0.000925715729570697,0.001307827247856953,-0.0009952628611272784,-0.0010870953338725084,0.0010232175557091149,0.0010094982181007384,-0.0016164271928820967,-5.436609728919764e-05,0.0007409583088595693,0.001224233327835912,-0.0006083913116827497,-0.0008039766662845682,-0.000303479376182219,0.0010889045384421924,-0.0011633791251202958,-0.001217813317578086,-0.001024342526650707,0.0007708836782782788,0.001045745165976415,-0.0020599294699046723,0.0024824309995077534,0.009795205972848985,0.07142698453913059,-0.0025644444198157394,0.005652798533871437,-0.012666540199826394,0.0063785986763620515,-0.0014872807513587618,0.003508146514007224,0.013655054227503918,-0.01628111937839799,0.005818550105901609,-0.00029870100404481544,0.024265570130596496,-0.0039609089712431145,0.004740192635501323,-0.004307821087878346,0.026552022205471856,-0.019176092781837923,-0.002019317485193342,-0.01342377030923666,0.0007541439405964459,-0.0015259190607148396,0.0026071852025827775,-0.00611169627879019
7a923ec6b68cef8cd8bdd8561f5c087b3c286f95,-0.000673386430157481,0.0019252161795319407,-0.003073488063621048,0.0033220705733802078,-0.004391732441832695,0.005276289591527396,0.0004437421525902974,0.006750739794913954,-3.0731343597986476e-05,-9.655714805288304e-05,-0.00026057863878750393,0.005482215387359817,0.0010092373890813662,8.916167346574664e-05,0.000390533115828946,-0.0043586924171884,,0.0005095930884734833,-0.00032637825156094866,0.0005536337881900582,-0.0005580161131948894,0.00046280118324786273,-0.0006646674627157072,-0.0008773187804031674,0.00033899674793725536,-0.00047258789399559875,0.00039039002328360444,0.000868438605624801,0.0003430940682179261,-0.00036874793173241724,0.000632356682455211,-0.0003160792254014662,0.0005892634878462092,-0.0007638219487100857,0.0004030925762503628,0.0006940074222915926,-0.0007191352619973532,0.000569135720969491,-0.0004358969036781626,0.0007121104185020669,-0.0005072217468946042,-0.0005311506716848905,0.00048816624090805506,0.0006280118317906185,-0.0008489915040060948,-3.7370834119611844e-05,0.0003257330211289063,0.0007242971139951561,-0.0006384127796686954,-0.00036450448934813366,-0.00013786016961097098,0.0003868193084270115,-0.0007159126353257952,-0.0006014184757767316,-0.000625363921575014,0.00031399436727270373,0.0006065625238530815,-0.0010442804591184942,0.001473772726770374,,,,,,,,,,,,,,,,,,,,,,,,
7add24c34aea004b4a8f223bd9ad3de73251d3f7,-0.0004899874590219929,,,,,,,,,,,,,,,,,0.0009789146346815313,-0.0007608504625793909,0.0010237819374855068,-0.0011266505463466163,0.000727954359785971,-0.0012924403915850254,-0.0015069766893755555,0.0006255309305320568,-0.0009659359749953681,0.0006158704021591762,0.0010849217939689197,0.0005711018374418787,-0.0005222313794280433,0.0011352961183233347,-0.0006205914457692993,0.0009141136316602881,-0.001221741456465338,0.0008032236411152264,0.001062638989698249,-0.00113072163106925,0.0007545289591108426,-0.0006954065339182371,0.001006340152793049,-0.0007880657346971517,-0.0008855142646450382,0.0008233973421087777,0.000785848969133198,-0.0012661664928946682,-4.326272263208383e-05,0.0006031415771085732,0.0009900222082177,-0.0005258859625564736,-0.0005670993804084978,-0.00018181891449026185,0.0008308807023798069,-0.0009195496936080759,-0.0009298521471111524,-0.0008784977770662338,0.0006196907722214641,0.0008626691085008797,-0.0011603732865234967,0.0013712637455853963,0.0005783381879983372,0.00021844084776831876,-0.0006668637848108818,0.0003388516147995516,-0.0005157194238995809,0.0006464244941479637,-0.00028321473508306105,0.00025325116769085536,0.00019623212365229735,-0.0003201635492766726,0.0007557194561161173,-2.2932261923212682e-06,0.0011088454642323436,-0.0006762070394048358,0.00012351808198131557,-2.8933720280547787e-05,0.00048584929054753525,-0.0008665898109331464,0.0004309482443845213,-0.0010693889405274353,0.0008837977933830786,-0.00039240685315397746,0.0009688885589966007,-0.0011140650607010503
7b8e9bab633b98634e58e8d58e31621b0dae8678,-0.002434241041241906,0.0007977312149207727,-0.0013401412283002513,0.0012464115660220168,-0.0023033669682214633,0.002131060014283768,0.0003725704732110769,0.002256191073051937,6.547654219707464e-05,-0.0003208351152365128,-0.00011014477791071768,0.0032337445988577847,-0.0001650298100296932,0.0008098212306302589,-7.786061511402137e-05,-0.001660179872879922,0.0045285562725522,0.0026378355860409534,-0.0018837961955443915,0.0020409378086505524,-0.0023123216443807367,0.001380358076356595,-0.001990804499486503,-0.002591204389623598,0.0010218314782014463,-0.0015498267209233766,0.0009960513698094628,0.002458858091626613,0.0008830076136287482,-0.0009134944400163836,0.0017314034481272812,-0.001003021129894178,0.0014505333802677922,-0.0018762656144799025,0.000994423687916423,0.0015644561980540516,-0.0016894673869596718,0.0011966342138845162,-0.0010734348543383074,0.00149006326458651,-0.0011153130317516744,-0.001170884895352596,0.0010397428591891094,0.0014311490384415477,-0.0017784401622147296,-6.538398722238611e-05,0.0007105534405074119,0.0015275948467293697,-0.00132759317512477,-0.0007284143461907925,-0.00024471757767214393,0.0011135416439326728,-0.0013984791578317015,-0.0012402411335235113,-0.0011296098851362544,0.0011742190021203761,0.0010379966345387846,-0.0032284482729119843,0.0026996148993623176,0.005285627351122108,0.0011427466835901333,-0.0063617253909973295,0.004087180397581429,-0.004706854530386398,0.00686103349478206,-0.00213525138494044,0.0013036846254589145,0.0015929543480644169,-0.0031012417322579954,0.004679636584633907,-0.0002586168038792406,0.008074297836187518,-0.005833367905079861,0.0025601303052993616,-0.000911963554009214,0.0028512669796675353,-0.005356712226626436,0.0016305714536472837,-0.0060691357395122655,0.0043481345698204886,-0.0015561325069145945,0.0035392474947689837,-0.0034376359843772113
7be8581138ebf5b935ff9a6774cdaf551038b653,-0.0004441888019576911,,,,,,,,,,,,,,,,,0.0003676469442946525,-0.0002952568791292128,0.0004058665123132315,-0.00046702135222863404,0.00031548363098590944,-0.0005340033523535188,-0.0006730079018758982,0.00019867110655125874,-0.00036059176436322815,0.00028063127472574036,0.0007299460922551116,0.000294185787675027,-0.0002964679835091962,0.0005117193310808345,-0.0002930135406268872,0.0004612055841085107,-0.0005986364500748529,0.00034044013543378703,0.000541191068692262,-0.000630119385045488,0.0005126432115252365,-0.00040544658197234033,0.0005327141007595214,-0.0004858181552890961,-0.0004056786220032879,0.00037659925235891987,0.00048179086841208764,-0.0006537419303547245,-7.207323325278036e-05,0.00016224296950654356,0.0005014549864039902,-0.00045183449314493615,-0.0002791549334856606,-0.00010045685443411823,0.00034132841332358836,-0.0005736755538622389,-0.0005228414598874315,-0.0006610653648334346,0.0002478208524825347,0.0005552923217085036,,,0.000721821183777733,0.0002631425145745339,-0.0012229527303097268,0.0006487388289884428,-0.000500666293200731,0.0012705452542199772,-0.00022141673461237505,0.00030143808700422133,0.0002948326190117409,-0.0005453591089272527,0.0008271464162924918,-6.026061615699284e-05,0.001452258466100919,-0.0012067595379600935,0.0005921989918673052,-0.00020741066741192612,0.0010837079750006795,-0.001407854722190419,0.000578825199568266,-0.0015900604685604818,0.0007705179877921962,-0.0005748822687819763,0.0010754886610649561,-0.0006759424420815239
