story,Crime_0,Crime_1,Crime_2,Crime_3,Crime_4,Crime_5,Crypto/net_0,Crypto/net_1,Crypto/net_2,Inflation_0,Inflation_1,Inflation_2,Inflation_3,Inflation_4,Inflation_5,Inflation_6,Politics_0,Politics_1,Politics_2,Politics_3,Public services_0,Public services_1,Public services_2,Public services_3,Public services_4,Public services_5,Public services_6,Russia_0,Russia_1,Russia_2,Russia_3,Russia_4,Russia_5,Russia_6,Russia_7
000614c1608a193e65c9d588ce98006ccb6aa741,0.0005659834546225705,0.0019948041849715426,-5.7158289731368614e-05,0.0027959570954133664,0.0009740816900928676,-0.0009884144444084514,-0.0005338090909057683,7.929899192807837e-05,0.0002567622762035081,,,,,,,,4.0031004501428115e-07,-8.68616691267477e-06,4.4519079212488e-05,-0.00015113736210108745,,,,,,,,,,,,,,,
1c8faa878acb80a85a6b6808b0000ab03c5d77c5,-9.286371313799602e-05,-0.0002983320931205652,-0.0001679020575805222,0.0012419101590806433,0.00036876242692773613,0.0004883573425375851,-0.015459387544105177,0.004096210325858098,-2.6549532843783544e-05,,,,,,,,-0.00017727310798871932,0.0006834236576828377,-0.0003972183996236278,0.00044861379470772806,4.729339943122721e-05,0.000497274061213605,-0.00031654983927759426,0.0043944391021196174,0.000991071143425791,8.842244000945325e-05,0.0004298311779130261,-0.0010751407180492121,0.0005240413478830677,-8.643151166344955e-05,-0.0007322037995993489,-0.0023486893743976077,-0.0007142963678228738,-8.918470303249026e-05,0.0017954528592126426
2de076c170633bee92630cf332ece0108cd14a7c,-0.0002940298060732857,3.347266303194152e-05,-0.00014218606439464672,-0.00037121192551752,0.009767760108971103,0.0005546090559116028,,,,,,,,,,,-0.00011921308587061198,4.7413599445565914e-05,-9.530522684251543e-05,2.2784156791083623e-05,1.985045987958802e-05,-5.486344478361409e-06,-2.8797271963861542e-05,7.439027406867327e-05,-9.401592120480279e-05,0.00021908309004221903,0.00025770799292853305,-1.4962998546364156e-05,0.000675072602695764,-4.3267691252138474e-05,-0.00036171903587589984,-0.0007553589162945596,-0.0003950702535005542,8.441103352854664e-05,0.0007433948913467972
48164c9f60124eff15b3f8df7fbdf9cf2b133852,0.0055731153981598905,0.008629333279275876,-0.0006474438618370693,-0.0006102724508093016,0.0008614177392862986,-0.0037087384198985843,,,,,,,,,,,0.0001317391153653332,-0.0003501693827485506,0.0006053441223266147,-0.0018075483826826592,0.0004758626451422391,-0.0010592975392080604,4.6195757431165274e-05,-0.00038464506435625934,1.701429282552347e-05,-0.0009530399970695824,-0.00016175879453797504,0.0009081763087331735,0.00011141364265501534,0.0005689007229775227,5.828079178104564e-05,0.000320401811636737,0.00022665091527027847,0.0005990965487341373,-0.0011068632145529562
68e0414f56957ddc1ef792e9b78ffbfd677a1cc3,0.0005976393802130942,0.0023475419764528577,-0.00042645926358393844,0.0009347216567996697,0.0008165181270932079,-0.0006023994526922882,,,,,,,,,,,4.4335750605825204e-05,-7.838038257821063e-05,0.0001556786174613991,-0.0003080761975898568,,,,,,,,,,,,,,,
9e7e9950df7e1686536e5ff76210ceb9ae1db03c,0.00490820733627903,0.00013468402540507685,-0.00030476166886337025,-9.280897703155266e-05,0.0001229476810612959,0.00023057596834004206,,,,,,,,,,,-0.0025537775345421156,0.0001292715043126224,-0.00029224024317504887,0.0003967210517072204,,,,,,,,,,,,,,,
cd21a169a09640f829a1717acf8b432a110a73a1,0.0033864008445443905,0.004660600207835736,-0.0012144075413196677,0.0014914752898162187,0.0012019577144212323,-0.0012534084602780857,-0.0018751072386717573,-0.0006104034150171121,-0.0008852146368338877,,,,,,,,-8.95435312173366e-05,8.981466873165816e-05,-5.330861415481707e-05,-1.7471424661457023e-05,7.149955461224118e-05,0.00019549629337215892,-0.00015442610910519118,0.0008650108572283489,0.000257213040926017,0.00021980868794961605,0.0002944255372895107,,,,,,,,
ed05cdb3a2b0f45374742015d8879af6fb12b387,0.002383867722239752,0.03437043623209661,0.004179556981835055,0.0655786174496706,0.006598387046896881,-0.01626761763839615,0.0013154965800908358,0.00036780497925902175,0.0006779151881465273,-0.0037382438742793616,0.01049974007463179,-0.014406580120648844,0.002470968683945241,0.005113473913349886,0.021804517361857324,-0.0025489221872041484,0.001657112804131092,-0.003238724322156486,0.007500132121362289,-0.013930398534867406,5.0075266799134994e-05,-0.0010103019060485015,0.00035874855936377556,-0.0007502592956421051,-0.0001275683589655411,-0.0004076914436253621,-0.000919535370303432,,,,,,,,
ee28a18d533e2093904643f0a04ec34368b70b55,-0.0008073739179284001,-0.0017405264914793495,-0.0009488317719488191,-0.00047913007497353555,8.704277615429422e-05,0.0013198337923782002,-0.0006282842330763708,-0.0023806696104044737,0.0013240474372153608,0.0016992458777666812,-0.0018447367930047203,0.001713017292351415,0.0011503491227294318,0.0004130485676468749,-0.0011335508249898218,-0.0013489727099662576,-0.00023788952246685805,0.0003793057164365216,-0.0006103568806071092,0.0009495911981134338,7.270192024055331e-05,0.00044691981130867166,-0.0004363750062843756,0.0007431412414436794,-0.0005613443685985424,0.0004078956042781901,4.460603194126472e-05,-0.00027828484607933713,0.0010733603063903467,-5.0556055808117346e-05,-0.00039860059687729746,-0.0022865505281513734,-0.00038204390398687406,5.0900783848577616e-05,0.0012770167207984944
fb0472d98ecc8b677759eb2ae6606095bfe91b9f,0.0010877845433709954,0.00337414428915264,-0.0005652623359921081,0.0010227664415034584,0.0015325510428616101,-0.00014240951214907968,-5.288536829488163e-05,-0.00011049536965745642,-7.855141873511822e-07,-0.00018234982858701866,0.0011660151713671109,-0.0015612865272200882,0.0005026682145476009,0.002846467943274092,0.003051009488063913,-0.0036630902574020523,7.922567868612748e-05,-0.0016461240557572086,0.0010184985444439214,-0.0020173069882853975,0.0005472989629315562,-0.00014012144818820955,5.2418467891126124e-05,-0.002905954039688918,-0.0010232337018401287,0.0003249323335007895,-0.00023847321778358403,0.00025917027831459964,0.0004655306439071199,0.00022833962739374832,-0.00028151628705359616,-0.00015704462484383288,-0.0003982709384857954,0.0003777973663568589,0.0009159480516377635
