story,Politics_0,Politics_1,Politics_2,Politics_3,Politics_4,Politics_5,Politics_6,Politics_7,Politics_8,Politics_9,Politics_10,Politics_11,Politics_12,Politics_13,Politics_14,Politics_15,Politics_16,Politics_17,Politics_18,Politics_19,Politics_20,Politics_21,Politics_22,Politics_23,Politics_24,Politics_25,Politics_26,Politics_27,Politics_28,Politics_29,Politics_30,Politics_31,Politics_32,Politics_pca_1d,Politics_pca_2d,Russia_0,Russia_1,Russia_2,Russia_3,Russia_4,Russia_5,Russia_6,Russia_7,Russia_8,Russia_9,Russia_10,Russia_11,Russia_12,Russia_13,Russia_14,Russia_15,Russia_16,Russia_17,Russia_18,Russia_pca_1d,Russia_pca_2d,Public services_0,Public services_1,Public services_pca_1d,Public services_pca_2d,Crime_0,Crime_pca_1d,Crypto/net_0,Crypto/net_1,Crypto/net_2,Crypto/net_3,Crypto/net_4,Crypto/net_5,Crypto/net_6,Crypto/net_7,Crypto/net_8,Crypto/net_9,Crypto/net_10,Crypto/net_11,Crypto/net_12,Crypto/net_13,Crypto/net_pca_1d,Crypto/net_pca_2d,Inflation_0,Inflation_pca_1d
newtral,0.0069033824153631,-0.002744387465092,-0.0018057519616474,0.0040305817300586,-0.0030523819890506,0.001164475951796,-0.0019311563198717,0.0004738692942736,-0.0014291596496396,-0.0041439045954487,0.0016550721833342,-0.001872216965129,0.0031031331591567,-0.0030492096410902,0.0019687327685811,-0.0009896722899129,0.0017090088930643,-1.5210572250024414e-05,0.0017323855915773,-0.0020404060169567,0.0015405345752381,-0.0002081896989464,0.0012308161246375,-0.0014044305889241,-0.0003903177616829,-0.0006647165275145,0.000704180320097,6.571840058121673e-05,0.0005286355808172,0.0006342404735171,-0.0005318592420272,0.0021593366288205,-0.0024311830808528,5.818798372746488,0.5653475167725003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canarias7,0.0003597263988065,-0.0003428547537012,-0.0004792075615554,0.0005060156630097,-0.0007790528320209,-0.0001294212045439,-0.0005848372348793,0.0004585604550728,-0.0023263021140097,-2.4014976176656155e-05,-0.0014914870846033,0.0013598244903385,0.0006236250013758,-0.0025484391650208,0.0006188641486647,-0.0008037013022452,0.0008016872336068,-2.513487603364798e-06,0.0025039270394165,-0.0005317431364441,0.000437144585684,-0.000390144904935,0.0006712880213853,-0.0002459262291038,-0.0004415200412062,-0.0006699815528717,0.0007564170135112,3.403163907000862e-05,0.002657683874877,-0.0005167374341532,-0.0002715594908034,0.0027262307017111,-0.0003794940978019,-1.0450096311902626,2.0475444754890053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ondacero,0.0011646977939009,-0.0011021048164396,0.0001053446587152,0.0006322859221885,0.0009354952386504,-0.0014914286894466,-8.315010227073066e-05,0.0014387399206187,0.0001443733113667,8.169391528056735e-05,0.0006815269340203,-0.0014566555681861,0.0014382218404809,-0.0006219722225822,0.0015232345100946,-0.001551808843109,0.0005595647617638,7.200478534626813e-06,0.000486011611227,-0.0006534209877549,0.0005172684544013,-0.0004551740344762,0.0007708343321876,-0.000288085140979,-0.0005085576503913,-0.0007959064329158,0.0014860618765561,-0.0005153213480608,0.0031089817082627,-0.0006586831179824,-0.0029099047037152,0.0006397147256326,-0.0006258395059906,-2.2095394595330276,0.26075370344713533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threadreaderapp,0.0016757332117298,-0.0027719228542233,-0.0019238034120565,0.0010892858963993,-0.0025075476364502,1.578404770767594e-05,-0.0012389524844597,0.0014675771644766,-0.0021220277421721,-0.0010457985098803,0.0014659704138311,-0.001542679432566,0.0009627443146359,-0.0018519203878053,0.0008049665818,-0.0011360161580759,0.0018944667818808,0.0002064891949815,0.0008226492199724,-0.0014471283875988,0.0011406729822131,-0.0009961527208575,0.0014168827630074,-0.0006825151289957,-0.0013539226923035,-0.0014376211263879,0.0014659330168494,0.0001315111179017,0.0004784693016705,-0.0003333319882171,-0.0004110662563986,0.0013831679812691,-0.0017396972808047,3.1454796837006826,0.9110088241032698,0.0034956840009379,-0.0062001039554915,0.0092331362994339,-0.0016396535749527,0.0074211924763647,-0.0024186640876165,0.0019475256256601,-0.002049617239018,-0.0043889376934965,0.0048869485733883,-0.004464128160827,-0.0049087917691859,-0.0002842024721766,-0.003815109529107,0.0068050592407573,-0.0010427848239492,0.0023541836793238,0.0003677645863494,0.0025894104482495,-0.12412982575459293,0.551054295564566,,,,,,,,,,,,,,,,,,,,,,,,
ccma,0.0018867800372407,-0.0017804481737012,0.0001763521542925,0.0006595542899179,-0.0010361291116722,-0.0001551391371623,-0.0008643257521524,0.0014498028441398,-0.0016308063855405,-0.0003981958967412,0.0005610871992866,-0.0006154096756269,0.0006127648099732,-0.0006593247743654,0.000774206978089,-0.0018017339656199,0.0006487091218929,-2.2105317585602476e-06,0.0005709140332018,-0.0011259722592377,0.0026318884646536,-0.0021177633388763,0.0011242374932004,-0.0010972545023966,-0.0004264314516828,-0.0009178421283725,0.0020724871443789,0.0001622084844145,0.0013801211206752,-0.0005581542280213,-0.0002992019776929,0.0016788195663111,-0.0012923364010753,1.3507793044428797,1.426500845025789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cronicalibre,0.000874833117653,-0.0009855485398303,-0.0008135899610642,0.0014841677928769,-0.0014866005073086,-0.0002256049084521,-0.0008607636616577,0.000869745247338,-0.0009180594162221,-0.0008772402321123,0.0008902663487985,-0.0007062277997474,0.0009053057824936,-0.0013942405637022,0.0007309164366337,-0.0006039472325009,0.0007417905038719,0.000166740698965,0.0006200455914805,-0.0008105621886738,0.0006655787530533,-0.0009996152846056,0.0008758114287047,-0.0002858622392411,-0.0005457398586966,-0.0012407758274884,0.0007152952951853,7.212376904579206e-05,0.0007446500409187,-0.0005885619867047,0.0002887284441123,0.000713971873996,-0.0012770538895116,0.03981178046623944,1.128895399881187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diario16,0.0029363061678367,-0.0036730888683982,-0.00194991002877,0.00158813282245,-0.0024030265820609,-0.0003680566079848,-0.0027652137996491,0.0004502709984095,-0.0028625726002662,-0.0010771927321965,0.0005895697777583,-0.001860541372575,0.0006818059022586,-0.0007543847305292,0.0013168970690022,-0.0018290021093876,0.0032336231571166,0.0002780213908636,0.0004341604235656,-0.0020523859855009,0.001277660786873,-0.001486541254686,0.0014761373907867,6.912604103416118e-05,-0.0004592383567116,-0.0004922659402206,0.0016070338259771,0.0009636210927128,0.0009225454968573,-0.0017913434405304,-0.0003319726847461,0.0010828096016662,-0.0009908535778924,3.379329774494775,1.3969860038396145,,,,,,,,,,,,,,,,,,,,,,0.0095814299448431,0.0051630840039405,2.14652797686719,-0.2915276139273101,,,,,,,,,,,,,,,,,,,,
diariolarealidad,0.0033592759857023,-0.0022928313862618,-0.0033609663532629,0.0006064963385467,-0.0024217636079522,0.0007408283953996,-0.003870146881251,0.0001604829212845,-0.0040799393103798,-0.0015048764996452,0.0003079889777841,-0.0005330715863186,0.002243325853744,-0.0005435814536022,0.0007538638075373,-0.0027273902242231,0.0015553417530464,-1.8510539955262265e-06,0.0003400053322103,-0.0008272056927494,0.0022040390707069,-0.0001858593988244,0.0006830033143329,-0.0002365763311592,-0.000450668994599,-0.0007669398555834,0.0007787901909108,5.384969388694239e-05,0.0023416958225933,-0.0006296724360327,-0.0001177829949677,0.0045803807202828,-0.0016203709261956,3.097240061219818,0.9562972427965313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
electomania,-0.0013026354952767,-0.0004844608287577,-0.0005528834324521,0.0005822514068641,-0.0026776883493483,-0.0004521229976028,0.0021229845569689,0.0021799269973058,-0.0004150235076029,0.0009276753808033,0.0006203777525834,-0.0020592380315496,0.0005656379299111,-0.0005652456621257,0.0006533985817547,-0.0007785073918268,0.0007380449529971,5.170914285072652e-06,0.0005177520521992,-0.0007578470098083,0.0006880860378677,-0.001986340694852,0.0006732229955751,-0.0002732879678432,-0.0004623664996035,-0.0006415017249383,0.0008257294399335,8.84918831695709e-06,0.0023650208301884,-0.0008464514330917,-0.0052879495811799,0.0008233976964001,-0.0017029174678347,-1.3966741442851704,0.3611095267769198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elmon,0.0005018767847279,-0.0014296199547663,-0.0020222535804927,0.0006086419898893,-0.0022792552141138,0.0007954262819631,-0.0006763656135092,0.0005300275115112,-0.0008785745461716,-0.0006987549712802,0.0039815886978726,-0.0005689913660012,0.0023493869108291,-0.0023337936094567,0.0006545333171155,-0.0008160804401932,0.0007715801357123,-6.025327463030864e-06,0.0005640196976195,-0.0011978670901286,0.0041828622325474,1.6000925513320885e-05,0.0006786603958737,-0.0002417927738797,-0.000444491456049,-0.0007153698265995,0.0007097770402295,7.127114954692555e-05,0.0004329259990234,-0.0005544878907679,0.0015246510976739,0.0009365134931621,-0.0035457016726055,2.7283651947345633,0.2194987565918253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elplural,0.0040061717318967,-0.0039141877981012,-0.0018590545330469,0.0010228492629237,-0.0018955839504907,-0.0001713416456091,-0.0016055682267919,0.0010190914157889,-0.0014459971865495,-0.0019293785698374,0.0010253083238966,-0.0009726193314359,0.0006198724447111,-0.0013181683898207,0.0013129216287587,-0.000770661457731,0.0019353980853435,0.0004171639896481,0.0007891508125723,-0.0010158554776422,0.0006533032533282,-0.0006614896595231,0.0009488998165059,-0.0002626553835484,-0.0006285921084847,-0.0008046375576662,0.0009908155175936,0.0001433903863606,0.0007513462592837,-0.0009199777962809,-0.0006193414792014,0.0009941044216801,-0.0010277690328533,1.8854471160207906,1.041808169016027,,,,,,,,,,,,,,,,,,,,,,0.0055046150758794,0.0048860572821561,1.348018374858504,0.3827565462663988,,,,,,,,,,,,,,,,,,,,
infolibre,0.0031018257285904,-0.0034629577996523,-0.0018484834213934,0.001334613720904,-0.0020940331956074,-0.0002021137205528,-0.0015735457148037,0.0010676261944975,-0.0012845270211591,-0.0010973360639736,0.0011332640385164,-0.0007032392817142,0.0010047629048258,-0.0008653959293558,0.0009269129491214,-0.0002922893715148,0.0013900568358159,-0.0001215922830165,0.0009439241021593,-0.0011281670615026,0.0007266985366701,-0.0006475779026419,0.0006441228131763,-0.0002107216900468,-0.0007314229411045,-0.0007803601921395,0.0008976482862227,0.0002054115167318,0.0005424432292697,-0.0006299640085149,-0.0002755289215896,0.0005449756997848,-0.00093841187447,1.2048273532023857,0.9735141758679954,,,,,,,,,,,,,,,,,,,,,,0.007229848206703,0.0022634859959411,1.0716359959099178,-0.5168850865584348,,,,,,,,,,,,,,,,,,,,
