story,Politics_0,Politics_1,Politics_2,Politics_3,Politics_4,Politics_5,Politics_6,Politics_7,Politics_8,Politics_9,Politics_10,Politics_11,Politics_12,Politics_13,Politics_14,Politics_15,Politics_16,Politics_17,Politics_18,Politics_19,Politics_20,Politics_21,Politics_22,Politics_23,Politics_24,Politics_25,Politics_26,Politics_27,Politics_28,Politics_29,Politics_30,Politics_31,Politics_32,Politics_pca_1d,Politics_pca_2d,Russia_0,Russia_1,Russia_2,Russia_3,Russia_4,Russia_5,Russia_6,Russia_7,Russia_8,Russia_9,Russia_10,Russia_11,Russia_12,Russia_13,Russia_14,Russia_15,Russia_16,Russia_17,Russia_18,Russia_pca_1d,Russia_pca_2d,Public services_0,Public services_1,Public services_pca_1d,Public services_pca_2d,Crime_0,Crime_pca_1d,Crypto/net_0,Crypto/net_1,Crypto/net_2,Crypto/net_3,Crypto/net_4,Crypto/net_5,Crypto/net_6,Crypto/net_7,Crypto/net_8,Crypto/net_9,Crypto/net_10,Crypto/net_11,Crypto/net_12,Crypto/net_13,Crypto/net_pca_1d,Crypto/net_pca_2d,Inflation_0,Inflation_pca_1d
antena3,0.0005201253720749,-0.0022879090181064,-0.0005480941657863,0.0005695250776845,-0.0008090184133245,-0.0001364583963756,0.0007903656863931,0.0007096135194114,-0.0021502588222292,-0.0002361212720661,0.0004727046741619,-0.0005469999784651,0.0005394300662898,0.0010022757214031,0.0006684083273413,-0.0007805127235408,0.0007452034786047,-2.101462178191903e-06,0.0005268444577157,-0.0008462429195008,0.0020758201949441,-0.0001907803451527,-0.0021454663955149,-0.0017149594363882,-0.0023214510470835,0.0009311487410819,0.0010769789154778,5.433545621394488e-05,0.0022028316372975,-0.0004629009466151,0.0011979323604879,0.0005253390009137,-0.0007198924555093,-2.372461440101235,-0.773491002834232,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0101542006944207,-0.5779190405167005,,,,,,,,,,,,,,,,,,
cadenaser,0.0032088391789641,-0.0019172680839077,-0.0015259726821538,0.0015088694592133,-0.0016899221338185,-8.955129508016017e-05,-0.0011692155064386,0.0011795671567598,-0.0011575704983508,-0.0008017747035163,0.0009752875910559,-0.0011545203755663,0.0008149016237405,-0.0009631278599802,0.0009743518467152,-0.0007448468557266,0.0012822365067385,-8.428641338490295e-05,0.000725448826196,-0.0011329659554331,0.0009304777801541,-0.0005341155482484,0.0010147829616431,-0.000710576328104,-0.0007159595563981,-0.0010168398055282,0.0008551123807903,-9.858884168758891e-06,0.0006298362990089,-0.0007065520429177,-0.0004849252632316,0.0006657035731198,-0.0010626442099801,1.0870124103927814,0.8730385135778373,0.0023431335183392,-0.0040480400921127,-0.0042276957074898,-0.001458070194227,0.001604580986132,-0.0011227939354012,-0.0002084492685107,-0.0014400579490595,-0.0009133734934665,0.0035092307281297,-0.0003769400213489,-0.0021928249163425,-0.0006472672316267,-0.0005822462545392,-0.000556683351465,-0.00246137990927,0.001210039583737,-0.000665891461624,0.0010857675967413,1.1889912194077523,0.5413249383426212,0.002813086180739,0.0033105677154765,0.5086026163280767,0.5156849080756626,-0.00898224031181,-0.26572842223384274,,,,,,,,,,,,,,,,,-0.0019460599354559,0.31057614508848136
diariodesevilla,0.0013354552798629,0.0004596234844081,-0.0006005417373783,0.0006285662080601,-0.0019830400126273,0.0006464763066179,-0.0005483741065587,0.0004613196145246,0.0009380079993131,0.0006302393313534,0.0007098113699166,-0.0021040884522335,0.002056324599132,-0.0005593234958285,0.0006595779779441,-0.0007668484064699,0.0007396829279827,6.069799395793144e-06,0.0005151496351357,-0.0006594553394762,0.0005256255562611,-0.000456199503952,0.000731681839129,-0.0002909502838901,-0.0004820528088184,-0.0005067238479961,-0.0002097281152722,-0.0011610989147696,0.0007839884903723,-0.0024036920043901,-0.0036256209154911,0.0006960356274298,-0.0006838551638527,-2.3713509585048955,-0.1687587993905076,,,,,,,,,,,,,,,,,,,,,,0.001004259533918,-0.0008664888240046,-0.7546728292515337,-0.09413221575763321,-0.0052486064612385,0.7288491057668733,,,,,,,,,,,,,,,,,,
elcomercio,0.0013429832530163,-0.0003423674609656,-0.0004989654772894,0.0005267364477678,-0.000702337290818,-0.0001239638920128,0.0010276655711291,0.0006512485958711,0.0009355761937927,-0.0007743957055538,0.0006093041869573,-0.0022601770568681,0.0005603777354349,-0.0005592581011258,0.0006594399323254,-0.0008102684108817,0.0007619340290749,8.414044147951507e-07,0.0005496471310673,-0.0010399721700697,0.0024778912539947,-0.0019921642620557,0.0013526389811118,-0.0018749687660979,-0.0003111887738219,-0.0005686471076361,0.0006292015110935,4.17602834001289e-05,0.0005178682386875,-0.0005687106906314,-0.0004872366134917,0.0024547303833458,-0.0005155467146411,-0.200687999246291,1.1383018159147893,,,,,,,,,,,,,,,,,,,,,,0.0007409107150747,0.0008234272086862,-0.42334215594892943,0.3323360858509559,-0.0106701101782883,-0.715348686720123,,,,,,,,,,,,,,,,,,
elconfidencial,0.0006667125161049,-0.0011316122284203,-0.0013454309613145,0.0003763138298941,-0.001603058299522,-0.0005451447677882,-0.0008079764536475,0.0011774607463623,0.0001528078100067,-0.0009524612918911,0.0010540127067976,-0.0008937277753807,0.0020499155856218,-3.8396596954350104e-05,0.001141977632941,-0.0010479950545271,0.0008912595936117,0.0001463241341035,0.0005375738733666,-0.0007047127220825,0.0005597086727044,-0.0004889631123571,0.0008827927407732,-0.0004807691613763,-0.0005082197458914,-0.0005455350207183,0.001234528410515,-6.155045880709394e-05,0.0006543519060003,-0.0005151574476608,-0.0026159224747127,-7.657272115849795e-05,-0.001065772013813,-1.0140727290370548,-0.24858758537074396,0.0015450659525028,-0.0015649508203827,-0.0087803026981524,-0.0039240196205584,0.0029986749716652,-0.0016737113318585,0.0055414690911171,-0.0016191312298379,-0.0003442725048181,0.0006811035665771,0.0005557840949443,-0.0020991216664708,-0.0020730958209342,-0.0028489411107867,0.0010052175743515,-0.0031487760146359,0.0023297449192859,-0.0010864951443843,0.0031705135931248,1.2844964045074443,0.22877421258459482,0.000324993837074,-0.0011070406206552,-0.9313034981297511,-0.02537075540134232,-0.0059721081527182,0.536120372148264,-0.0009375550276181,-0.0021823129871091,0.0020526561721212,-0.0019579155674711,-0.0010952432218519,-0.0040280540233033,-0.0009387828309121,0.0031758471824116,-0.0020244558563868,-0.0016517286684692,0.0011926457546368,-0.0002463169401719,0.0042450235650741,-0.0038700424872735,-1.2118260042942561,-1.5521085681101825,-0.0021065180900217,0.28352112660172996
elindependiente,0.0007525880623012,-0.0010188455102897,-0.0010906469188389,0.0010942441819374,-0.0014020932747456,-0.0007938750314977,0.0001089702918954,0.0006425747748299,0.000415018120789,-0.0007497189120408,0.0006436813792491,-0.0006638607347392,0.00027085738693,-0.000654407886029,0.0007340654984747,-0.0012586482712067,0.0009584354518869,-0.0002770954193024,0.0004887999782972,-0.0005551926566161,4.9354848748009634e-05,0.000273812763779,0.0007940834173126,-0.0003084750156505,-0.0005152236921606,-0.0005813510442388,0.0002807802838857,-0.0005814269650207,0.0011435553316079,-0.0003614875784661,-0.0034603601460732,-0.0001062436726702,-0.0007566363894579,-2.216122167662916,-0.09687159586669455,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0086385390483029,-0.17417216184229692,,,,,,,,,,,,,,,,,,
elmundo,-0.0004976449111675,-0.0017266509194631,-0.0009380654205373,0.0005336687061734,-0.0016758681665125,0.0003089023023002,-9.524229001206445e-05,0.0008447433798157,0.0007079008218981,-0.0004190589894412,0.0009112298414157,-0.0007040373131016,0.0011151457653301,-0.0008827874954148,0.0011904628708025,-0.001519759095831,0.0009664849342458,5.666782267457066e-06,0.0007179224224467,-0.0007118714763983,0.0005902818070229,-0.0008888826649319,0.0006117267127258,-0.0003867113534164,-0.0007367749648305,-0.0003811352388334,0.0014905096762174,-0.0004993280714555,0.000845738033699,-0.0009130750107119,-0.0022253738152112,0.0006890393600476,-0.0006068623677933,-1.2521287975218753,-0.6835548861036042,0.0023351201331235,-0.0013881840824051,-0.0106971847639728,-0.0069839587726596,0.0019020253684086,-0.0046720572559042,-0.0017540353310668,-0.001835385941279,-0.0003545848134725,0.0008408609164078,0.0010924427605917,-0.0020357367216253,-0.002042442641522,0.0004961146493269,-0.0025176776212123,-0.0013207807674307,0.0011522533273294,-0.0032066279735906,-0.0001953295642954,1.2360668524864107,0.3697366843761541,0.0009119957133305,-0.0032025246616071,-1.295105798285578,-0.601233874980994,-0.0125077317543039,-1.2048602986299568,0.0083908011103798,-0.007413347823063,0.0024263058477412,-0.0026742377185091,0.0055155074692136,-0.0040317991232592,0.0022408169124844,0.0068609466885426,0.0013912639155182,0.0025322082759906,0.0007406035323496,-0.0001154498865627,0.0053857587000216,-0.0035457114969539,-0.474547636217338,1.9554214794820304,,
elpais,0.0031482072223767,-0.002704971965524,-0.0011207938477337,0.0003170600540981,-0.0017686340169339,-0.0006427053330772,-0.000950058429104,0.0009288506249822,-0.0005438776419161,-0.0005093966391517,0.0011123261459676,-0.0011386868309101,0.0007025195238396,-0.0010311938780802,0.0011187661784917,-0.0010471458147821,0.0015317622482762,-0.0003595098226306,0.0010572281045617,-0.0007920329209438,0.0009852280061609,-0.0004630093467829,0.0009069570815242,-0.0006231503655956,-0.0007395403193627,-0.0009630029223638,0.0008506440541449,0.0001360722404202,0.0008309270674252,-0.0011108254300606,-0.0016007665793649,0.0003446899803108,-0.0009849065489298,0.5718561278695964,0.6841979820923717,0.0041618740193648,-0.002092695151035,-0.008748570966979,-0.0036231807952071,0.0026828352167814,-0.0021710819739276,0.002606059888381,-0.0061607658392141,-0.00202088575156,0.0051293533109219,0.0020021189647129,0.0006311723070418,-0.0047723668848946,-0.0003959932308762,-0.0020800305666939,-0.0031678569893289,0.0011253991365287,-0.0013527852184039,0.0060146577105595,1.1016696772928674,1.0766227137940756,0.0046535957950607,0.0037520588136732,0.9400422966716893,0.28222044968030524,-0.0054939106911026,0.663504167213509,0.0063576658906179,-0.0020825686183932,0.0042516945944806,-0.0039982319197562,0.000745182311467,-0.0025823616944447,0.0001905949915131,0.0055152160802939,0.0013811740345971,-0.0014013575237114,0.0034893573583882,-0.0022200780065961,0.0037856459037066,-0.0041948409432591,-0.7611315341711198,0.23913874802824384,-0.0021807406367893,0.2710063847965217
elsaltodiario,0.0031078274334036,-0.0019665918591025,-0.0018940673104592,0.0018888267608475,-0.001007199259361,-0.000398243010659,-0.0017662042354002,0.0013426867386773,-0.0020099565706626,-0.003030937014518,0.0001695160124339,-0.0007117991235119,0.0003541760624358,-0.0018640889837342,0.0012287103556842,-0.0014857464024299,0.001642921190924,3.807226688522123e-05,0.0013042825651493,-0.0015991514999961,0.0009427193472984,-0.0011837338537265,0.0012342666912701,-0.0009815472831631,-0.0016155092129685,-0.0011455634040669,0.0007805159865681,-0.0004579811632329,0.0005545976507963,-0.0021721294676712,-0.0002985033766775,0.0015103063799479,-0.0012604644928529,2.9167447553720702,1.367684756426006,,,,,,,,,,,,,,,,,,,,,,0.0038074282339001,0.0037895321638488,0.795600649690825,0.4434660477452603,-0.0015759656673343,1.7071791049650298,,,,,,,,,,,,,,,,,,
epe,0.0025116738843052,-0.0015454717336573,-0.0014656165547638,0.0012459448214079,-0.0016843578070192,-0.0001084336436074,-0.0012928074583921,0.0008150798798351,-0.0016528308942691,-8.507511968717726e-05,0.0013171200372047,-0.0013602293492981,0.0011002747212077,-0.0004672079452425,0.0014050776347144,-0.000423909151551,0.0009376702650054,3.3383622829144706e-06,0.0006108095608381,-0.0008015527139943,0.0006567744676401,-0.0009666052541799,0.0011360075278331,-0.0004089379394822,-0.0005178636663092,-0.0007164143222456,0.0006547000840606,0.0001985741148679,0.0008890962327049,-0.0009678548559134,-0.0022328876128209,0.0009379926264293,-0.0007058345647508,0.24640947340432034,0.44440790779557876,0.0046278650740276,-0.0049265189935714,-0.0014583395292876,-0.0016344171387543,0.0058508348854941,0.0005591364933317,0.0011603493147026,-0.0083570807957808,-0.0020651279131286,0.0010550791069843,-0.0003247457236494,0.0015935438214181,-0.0020018942782837,-0.0088459447135457,0.0018690468636714,-0.0057039032486702,0.0006913054437251,-0.0007126380181894,0.0023235078490208,0.9822861364346124,1.4772909841058361,0.0011729683271309,0.0030492727477042,0.15376192716889786,0.7533546521127815,-0.0083793761834762,-0.10513551503520076,,,,,,,,,,,,,,,,,,
heraldo,0.0024462064172455,-0.0013322340697527,-0.0004946973557209,0.0038456268532719,0.0007187937846743,-0.0011814687131704,-0.0006540949417747,0.0004954286298311,-0.0009233456045105,-0.002323647834485,0.000392738261951,-0.0005435220888143,0.0045017093013523,-0.0004034613281234,0.0005607965872276,-0.0007295313988345,0.0007479476159687,7.649967422906277e-07,0.0025116857768435,-0.0004816399789412,0.0003941965610337,-0.0003511849222922,0.0006098521289247,-0.000222395967147,-0.0004008983934297,-0.0006022755301207,0.000683686054387,4.2475126952072135e-05,0.0025921032407888,-0.0003032396708089,0.0018377329937038,0.0003939304578177,-0.0006182853219472,-0.8289981509585774,1.5510352067006334,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0083865191502344,-0.10703828175129797,,,,,,,,,,,,,,,,,,
laopiniondemurcia,0.0013699305582879,0.0015786427852243,-0.0006476607409859,0.0051163678299905,-0.0005141136264672,-0.0023810246436519,-0.0006524920451841,0.0005065056119379,0.0008500791993162,-0.0009002261654803,0.0023272901165821,-0.0006239226574648,0.0006437464963129,-0.0024046489165749,0.0007599147074724,-0.001296132467293,0.0032443818126011,3.611000514219651e-06,0.0003001060239235,-0.0006049126347645,0.0004909468506278,-0.0004417256161306,0.0008644576522848,-0.0003000858403812,-0.0023417763073603,-0.0006637918662635,0.0006995521060975,6.695538560931358e-05,0.0005462432689667,-0.0025122987899076,-0.0003001801568369,0.0024610948624267,-0.0004239584266267,0.19162867025498448,0.3975528146225868,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0092211171807575,-0.32936121948255775,,,,,,,,,,,,,,,,,,
lasexta,0.0054915298376212,-0.0045136496115261,-0.0025720163165356,0.0023428795921429,-0.0029870502746227,-4.500386892054148e-06,-0.0017109016264441,0.0011502731000177,-0.001270401293468,-0.0007413911784497,0.0008396231981069,-0.0009295875303995,0.0017973663701166,-0.0008981017567573,0.0012329044084275,-0.0006483216213052,0.001913197083367,1.2308066166537464e-06,0.0011980858684687,-0.0009659233310098,0.0005867897356806,-0.0009358266572568,0.0006682816465429,-0.0009079679609124,-0.0012168087946762,-0.0010173609544492,0.0010979427285692,7.865398508717669e-05,0.001068384452126,-0.0013770863679008,-0.0017814147052769,0.0007142410801505,-0.0007619268756236,2.3095483820221148,0.08402833469431036,,,,,,,,,,,,,,,,,,,,,,-0.0002878736215295,0.002451280538354,-0.2441876443172965,0.8831501410976623,-0.0033654506626725,1.23049027197049,,,,,,,,,,,,,,,,,,
lavanguardia,0.0029493971567428,-0.0029485522209731,-0.0020167685726574,0.0027200183742036,-0.0017906960475083,-0.00029169843733,-0.0007763832618672,0.0008427791252246,0.0003989196233202,-0.0006031505608093,0.0012233977916441,-0.0009907462651698,0.0019514605425281,-0.0014224985601707,0.0010340158800806,-0.0012501781286019,0.0014732287295802,-0.0003483814660676,0.0007519150332545,-0.000689897175024,0.0005389600914745,-0.0002519590171775,0.0006980212690716,-0.0011951532092553,-0.0002899844078449,-0.0005523156509279,0.0012125817493491,0.0004265395510019,0.0011890569825327,-0.0007819786269435,-0.0030266971603689,-0.0001687228054344,-0.0012378858084531,0.5426874390397505,-0.5504364079944442,0.0029884289008022,-0.0016204759549258,0.0002128527675309,-0.0033412611065787,0.0024652390288834,-0.0024293803292024,0.0056883900124937,0.0010386689560204,-0.0004656778972714,0.0014934954223376,-0.0012652516384392,-0.0045022758616937,-0.0009790506389106,-0.0004300212809108,-5.806458830315449e-05,-0.0047445616897328,-0.0005164746151784,-0.0026474892208496,0.0007405353218322,1.062548926495718,-0.14141238910069068,0.0063249712881049,4.992467223889456e-05,0.4118806201098572,-0.8497438226759171,-0.0135001450491172,-1.4692225797249214,,,,,,,,,,,,,,,,,-0.0018359755935682,0.32913758194990467
lavozdegalicia,-0.00065549066932,-0.000609808029518,0.0001130899230577,0.0031625291534371,-0.0007432620439799,-0.0013619193397021,-0.0006671912318412,0.000536279069366,-0.0004298427600245,0.001191651550335,0.0007051414909136,-0.0007122294561293,0.0033873140331424,-0.0014752840701528,0.0007080541316809,-0.001677078495426,0.0005434168927257,7.785656500017529e-06,0.0004709375644899,0.0002427300591801,0.0006775411355514,-0.0005217102223689,0.000782290046361,-0.0003249035204093,-0.0005342867010724,-0.0007720877677207,0.0015587893980948,-0.0006004061742914,0.0008907515000333,-0.0019472201167877,-0.0072104430163664,-0.000118465507825,-0.0007596072915809,-2.7014514348777547,-0.918349347304935,,,,,,,,,,,,,,,,,,,,,,-0.0002786293939969,-0.0057016246098943,-2.0704971882022685,-0.9464989806401186,-0.0133179667623206,-1.420693335190181,,,,,,,,,,,,,,,,,,
levante-emv,0.0016508099929158,-0.0002254076833422,-0.0018368049577984,0.0018465383789093,-0.0019645954760255,-0.0003067928605126,-0.0019430040876842,0.0010260456666294,-0.0009251264472948,-0.0011818356659444,0.0017069626046989,-0.0006717978960611,0.0006639837337087,-0.0006970881149372,0.0008178380514506,-0.0015268317380585,0.0008645898463136,1.0052233296006297e-07,0.0022755547644957,-0.0008204861970317,0.0011825214508131,-0.0009852343911842,0.0010429241127326,-0.0007978165907263,-0.0004881957538848,-0.0002964959767887,0.0016000531737409,0.0009459294884412,0.000539683275295,-0.0012131411982887,-0.0004038235767001,0.0013105637430535,-0.0011337078020715,1.654798936897763,0.30507092257844287,,,,,,,,,,,,,,,,,,,,,,-0.0006391915148401,0.0009948587157043,-0.6341936304210333,0.6200615693109174,-0.0079045235342691,0.02135727802234528,,,,,,,,,,,,,,,,,,
niusdiario,0.0026866634724917,3.8061753105353728e-06,-0.0006781328175535,0.00069441842549,-0.0020342983661938,0.0006049104437291,-0.0006257546013066,0.0005155060280495,0.0006024441800882,-0.0007589352047094,0.0006355366405768,-0.0006635686149373,0.0019748876357304,0.000750987986048,0.0007631308492009,-0.0015934038008454,0.0011089129325227,-0.0004839330758136,0.0004747996844402,-0.0006991822620782,0.0011173249423435,0.0003273901190525,0.0001114712742754,-0.0005813616109568,0.000134786121789,-0.0008068351526426,0.0014784041731421,-0.0023915374410684,0.000621528562152,-0.0007388118047017,-0.0026363594359533,0.0007364282457962,-0.0011687943614216,-1.6623479993623769,-0.5754813305253417,,,,,,,,,,,,,,,,,,,,,,0.0010915733359976,0.0011131125811226,-0.2950508683912969,0.3339466833766498,-0.007445960761516,0.1435107208105611,,,,,,,,,,,,,,,,,,
publico,0.0032082498977358,-0.0030341569138487,-0.002110066310919,0.0023330465576173,-0.0028596119517972,-0.000161836025784,-0.002171282261875,0.0012982713144247,-0.0023065675397245,-0.0016138446406833,0.0012123032491064,-0.0014055596487773,0.0009576205621767,-0.001563756204576,0.0012354549614943,-0.0013381400990012,0.0013904602333676,-0.0001511704474594,0.0014364601172009,-0.001219837228648,0.0008960061552553,-0.0007612567642553,0.0013072006756852,-0.0005452584174889,-0.0008819774915987,-0.0013353473508698,0.0012550535705386,0.0004263740587058,0.0006778390314376,-0.0011300897199955,0.0004952953795715,0.0009731047191659,-0.0011909456518985,3.30187539025773,0.9023779363130194,0.0070174600087316,-0.0047193488072513,0.0064559208384148,-0.0026941249147541,0.0036013582587867,-0.0018000926743998,0.0033806055045431,-0.0030339318534815,-0.003093851023434,0.0039621603163424,-0.0046562488257179,-0.0042474406065181,0.0018174297833667,-0.0047698579744691,0.0037818693131729,-0.0023100759314817,0.002909402832302,-0.0014595550642091,5.0510254890823864e-05,-0.13055255269675436,0.15115730868146218,0.0049443180921985,0.0026174974167265,0.7381732916565122,-0.024675150733485328,-0.0029694262027885,1.3359845555834793,,,,,,,,,,,,,,,,,-0.0019205557537797,0.3148764320299973
bbc,0.0004407153257398,0.0004695079782817,-0.0005700896684978,0.000588874713601,-0.0008707687026772,-0.0001398815895113,-0.000630918504789,0.0004951311133782,-0.0006158021309524,-0.0004386268868869,-0.0008986257199276,-0.0006359024249121,0.0020719355164549,-0.0005584119508508,0.0006807026748045,-0.0021905657670915,0.0003495718554487,4.8881735256613265e-06,0.0004086567634004,-0.0003825966665684,-0.0010445699491906,-0.0006297628733001,0.0007446529920078,-0.0002729062507636,-0.0004737046465616,-0.0006498579072236,0.0006872625439017,6.358106802211627e-05,0.0005076757048928,-0.0005613215858364,-0.0004543727164778,0.000602718323094,-0.0006865774315063,-2.5074035443356113,0.2683149426584873,0.0011339931040614,-0.0008770289907058,-0.0140924074515934,-0.0054981293906451,0.0029723261200925,-0.0013249740756326,0.0005694125808631,0.0004456470845645,0.0021546285361099,0.000162093733686,0.004316652013958,-0.0014942678151872,-0.0061564607448225,-0.0011533075112079,-0.0037567715102838,-0.0028159491321429,0.0009285058266732,-0.0009676746463234,0.0043676092797497,2.0721516288515396,0.5657885259753389,,,,,-0.0021022512051126,1.5669854517748685,,,,,,,,,,,,,,,,,,
lavozdeasturias,0.0037116676178443,-7.216085201181542e-05,-0.0007808903752003,0.0014023543680248,-0.0025146401657113,4.305844117691608e-05,-0.0007500365216698,0.0006058687503965,-0.0009247064511373,-0.001243604497064,0.0006423579420409,-0.0020031764381081,0.0013367297359599,-0.0006890594570652,0.0015186829300834,-0.0028887731999027,0.000885943965344,-0.0004620235604154,0.0011111417980205,-0.0012972376871804,0.0004179990665455,-0.0004229753875315,0.0004447869078505,-0.0011856373623367,-0.0005136994324246,-7.183600256219027e-05,0.000918351602436,5.716599794656986e-05,0.0012969451152555,-0.000684035647365,-0.0011652162693837,0.001374173251714,-0.0006912067755356,0.5609227573051875,-0.5850224683817624,,,,,,,,,,,,,,,,,,,,,,0.0010723228338861,0.0021869193081801,-0.05776771969133698,0.5781842855753255,-0.0155152304264342,-2.0060075761903784,,,,,,,,,,,,,,,,,,
vozpopuli,-0.0020905563903296,-0.0011583281942732,-0.0006221583958099,-0.0010138272000093,0.0002729100404355,-0.0024047768953866,-0.0006496590349212,0.0005224469098258,0.0008348356769235,0.0015698873874038,0.000185842665157,-0.0007109050632712,0.0018560913521774,-0.0011875067973462,0.0006582943050374,-0.0002248221539417,0.0008834821113115,6.708603591101814e-06,0.0005461522465341,-0.0011281671318979,-0.0002084966819358,8.899562939469925e-05,0.0002479388954688,-0.0005804571005554,-0.0005655638952775,-0.0007488854153446,0.0013913446683983,-0.000399588844093,0.0037886246391502,-0.0007580600311929,-0.0054260084495546,-0.0023236369621266,-0.0005490596088512,-4.438548783339215,-0.5094176964084267,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0073389820885207,0.17200804764944655,,,,,,,,,,,,,,,,,-0.0018159332605227,0.3325169408396473
elboletin,0.0014602315516687,-0.0024137666530367,-0.0004915316768756,0.0021296280958265,-0.0021280812758844,0.0009010888353676,-0.0004259601412087,0.0003651825248955,0.0012355644441571,-0.0007406653815707,0.0005546994203848,-0.002423128248743,0.0005331190495412,-0.0024357687116822,0.0024852245881128,-0.0004951692819171,0.0005122726442157,4.870358483463765e-06,0.0003740380070605,-0.0004950844157471,0.000397695595803,-0.0003446948619235,0.0005638237854736,-0.0002373430391938,-0.000376685750408,-0.0003365097988329,-0.0006156500954138,-0.0016052206316299,0.0028186667493321,-0.0007271765806909,-0.0045843827348495,0.0006228006156809,-0.0004978420839484,-1.6854502291581352,-0.7133463913024123,,,,,,,,,,,,,,,,,,,,,,0.0191127386509125,0.0082304372810185,4.555909977738362,-1.3254346656916494,,,,,,,,,,,,,,,,,,,-0.0020627729868378,0.2908970345357823
eleconomista,0.0004850781520669,-0.0011486404736726,-0.0005322481625056,0.0005489679657774,-0.0008183612844112,-0.0001273670407573,-0.0005887101281771,0.0004617040315754,0.0003574754020052,-0.0006577755050711,0.0005556768088628,-0.0015991185697136,0.0005081726562169,-0.0005380560345971,0.0005930677198414,-0.0006908397222433,0.0006715973184257,2.374632430084296e-06,0.0004698594613399,-0.000605120572504,0.0004761110824349,-0.0004197502515804,0.0007034436844376,-0.000232105565269,-0.0004381557869148,-0.0006234587255883,0.000632393187674,6.343286587872464e-05,0.0004157816043265,-0.0004539124580999,0.000720317135248,0.0005418761215997,-0.0006671095108072,-1.741022336358868,0.846840777202606,,,,,,,,,,,,,,,,,,,,,,0.0009251051926915,-0.0032043015825722,-1.2931362342431945,-0.6040002531015934,,,,,,,,,,,,,,,,,,,-0.0234528735316724,-3.3157103531657652
elmundotoday,0.0026885934243467,-0.0027500453176347,-0.0017219944290653,0.0010217811312434,-0.0014726095642682,-0.0006540407494871,-0.0016463592156701,0.0012721639949311,-0.0014028606480362,-0.0002381485183877,0.0004842283678093,-0.0008462934622055,0.0015046766775046,-0.0006144470681741,0.0005937621215224,-0.0008347650718281,0.0009205138202864,-0.0001435154177665,0.000532754305949,-0.000686579559112,0.0003056951546571,-0.0009224467495434,0.0004220908126832,-0.0005749556226941,-0.0005445488757795,-0.0018675914044267,-9.18669462140224e-05,0.0002331132117317,0.0005924911512989,-0.0005881236645244,0.0010319728898498,0.0047085496078926,-0.0002440216508765,0.7357023652472584,2.2249677595275252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huffingtonpost,0.0037976843495643,-0.0035077351132526,-0.0023094125687704,0.0010017841808568,-0.0028421662747729,-2.6120672160099417e-05,-0.0020998715424161,0.0009770027255429,-0.0029132206789982,-0.0012130023408812,0.0013044227760549,-0.0011493144057449,0.0015893343019742,-0.0015901859168269,0.0015609034849349,-0.0012472779477089,0.0018633698769952,3.6755628443803368e-06,0.0008081503168117,-0.0012241386522465,0.0007044690205702,-0.0007795848350186,0.0017859435259653,-0.0005125063158644,-0.0006220505622636,-0.0012987622201407,0.001381779714826,0.0001022885489068,0.0013464114025058,-0.0007425722724149,-0.0021712457085109,0.0015379895538325,-0.0008303220617326,3.113357308159085,0.6073228514511472,0.0041144031687861,-0.0046694605727869,0.0007216643394795,-0.0153930831803929,0.0024208508782135,-0.0005294831324346,0.0084831248954694,-0.0023697812021183,-0.0043559759307216,0.0058003572309171,-0.0013796478444177,-0.0013024320064122,-0.0005156323321299,-0.0010076140211089,0.0035664732523851,-0.0091564672645579,0.0089761909037668,-0.0001142329555038,0.0041438829041658,0.11473475567056035,-0.8417105704258498,0.0059119584963501,0.0045914562684029,1.35554390946866,0.24312483483365716,,,,,,,,,,,,,,,,,,,,
moncloa,0.0039364387776981,-0.0056369065786024,-0.0020743042159732,0.0007734330551799,-0.0014410817791212,1.395298591603221e-05,-0.0012021072838931,0.000937521842261,-0.0016068754469221,-0.0011778435868955,0.0012556571129159,-0.0006772802459086,0.0006761910460606,-0.0006841572454674,0.0007943217158173,-0.0010376172248643,0.0015737801044413,-0.0001048473808598,0.0005371748321507,-0.0008103814090248,0.0009626406916704,-0.0008095949147398,0.0009725046747348,-0.0006300376639712,-0.0005306925202571,-0.0011504000099456,0.0013031572141879,6.91035736823263e-05,0.0014701494081157,-0.000905994688996,-0.0050649766018547,0.0008458882376621,-0.000759306039738,1.41565841488979,0.36410868605175944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
