story,Politics_0,Politics_1,Politics_2,Politics_3,Politics_pca_1d,Politics_pca_2d,Russia_0,Russia_1,Russia_2,Russia_3,Russia_4,Russia_5,Russia_pca_1d,Russia_pca_2d,Public services_0,Public services_1,Public services_2,Public services_3,Public services_4,Public services_5,Public services_6,Public services_pca_1d,Public services_pca_2d,Crime_0,Crime_1,Crime_pca_1d,Crime_pca_2d,Crypto/net_0,Crypto/net_1,Crypto/net_pca_1d,Crypto/net_pca_2d,Inflation_0,Inflation_1,Inflation_pca_1d,Inflation_pca_2d
000614c1608a193e65c9d588ce98006ccb6aa741,-3.296090714234088e-05,-2.39692846436169e-05,-1.3662820453750715e-05,5.195573105660184e-05,0.31816573782944124,0.030155013964268673,,,,,,,,,,,,,,,,,,-9.633051591451516e-05,0.0005500899418474,-0.11408378082877525,0.17171413271501018,0.0002912178768186,-2.2153681377202063e-05,-0.009839227876501166,-0.1219052770638059,,,,
1c8faa878acb80a85a6b6808b0000ab03c5d77c5,-0.0001806349971233,-0.0005927717401924,0.0003347733743907,-0.0004510055419185,-0.2544912980702448,-0.03126351577010161,-0.0006049508902738,-0.0010882697897415,0.0005789622864914,-0.0004088533050329,0.000110405836483,-0.0016148978853444,-0.6279799725536119,0.1795499997040774,-2.8972562434788938e-05,-0.0005533452594096,0.0001646501186602,-0.0002371686589834,0.0009191288117056,-0.0002751572635929,0.0040028487336779,0.18401814256745666,-1.7188684719135106,-8.974073567023116e-05,-9.410608373611792e-05,0.030356372983206103,0.04251735669209316,0.0039634704675856,8.607637503074828e-05,2.2001065369237813,-2.2163034290359898,-0.0007592399449515,-0.0001354232605394,0.000770911558343866,-0.004556484447023638
2de076c170633bee92630cf332ece0108cd14a7c,-0.0001157547781438,-4.122539913366323e-05,7.830442792314318e-05,-1.7636764301901718e-05,0.21422559600982907,-0.007874058010598473,8.355449252519365e-05,-0.0002621827868968,0.0002484283619397,-0.0004443718234251,-0.000120459307836,-0.0006352580972945,-0.23787529816489383,0.10342930594091508,2.434663797959669e-05,2.2160868120876703e-05,4.569066492095975e-05,-3.3810751942695694e-05,-2.6053832598116455e-05,-0.0003071048969758,9.715635128910896e-05,-0.30953629808511113,-0.024504708743357802,-0.0003554953290868,-0.0002171169479188,-0.25088750287657724,-0.29097818461500946,0.0008567256934834,-3.140366649704578e-05,0.31664637674072776,-0.4582662687478399,,,,
48164c9f60124eff15b3f8df7fbdf9cf2b133852,0.0001226244769057,0.0003356366314745,-0.0004315560117273,0.0019618388901991,1.0870888023010876,-0.09921203485936339,0.0006571406857606,1.1706548038365771e-05,-0.0003989549659933,-0.0003078479062184,-0.0004889317772157,0.0007038789105561,0.24933736710282733,0.13982142322439542,0.0005089246967794,0.001082356846596,0.0001394055841005,5.231835801762508e-05,-0.0005812441541971,0.000915069723929,-0.000188980539669,-0.49193671961286023,0.7335448034065944,-0.0003114467251062,0.0048760656927976,-1.2816638757115288,0.8416907379965095,,,,,,,,
68e0414f56957ddc1ef792e9b78ffbfd677a1cc3,0.0001168024233074,0.0002433210652912,-0.0003848970602096,0.0011141347060341,0.8635951891843737,-0.02579888023452789,,,,,,,,,,,,,,,,,,-0.0002668776623829,0.0005504618982061,-0.3114162906485117,-0.025460380172146475,-3.629008011350609e-05,-6.919301226652909e-05,-0.2268894327097511,0.04492521456148131,,,,
9e7e9950df7e1686536e5ff76210ceb9ae1db03c,-0.0024481859270696,-0.0001187422879304,0.0002474212297506,-0.0004196772750446,-1.414860689884725,-2.1471408849338065,,,,,,,,,,,,,,,,,,-9.401296201261984e-05,0.0043610800873426,-0.9208057350619635,0.9837970168067837,8.875321739916776e-05,0.0001185172637024,-0.0534053726826291,0.07184273438516517,,,,
cd21a169a09640f829a1717acf8b432a110a73a1,-8.847655029997539e-05,-9.0137594668871e-05,5.073140362200479e-05,1.586937832908203e-05,0.22381732821490793,-0.005813962338006581,,,,,,,,,0.0001540046981318,-0.0002005777163653,2.369313262670363e-05,-9.73917105010081e-05,0.0001179196830608,-0.0002954810976414,0.0008430790835039,-0.21680843344426867,-0.3013618548324525,-0.0011257235937442,0.0036541888742074,-1.963940207928492,-0.3596055943401117,0.0014762355683348,0.0006981693787322,1.0691684434080864,-0.43188803213768334,-0.0007583780466965,0.0003509345973765,0.057684382299050846,-0.06125646895336885
ed05cdb3a2b0f45374742015d8879af6fb12b387,0.0015542554160327,0.0030299410043687,-0.0058707869877517,0.0151895167831915,7.582424692968763,-1.6727960540576083,,,,,,,,,1.5682759422477065e-05,0.0010764445926565,-0.0006293716065537,0.0003538860590779,0.0002464381444784,0.0009274980168112,-0.0008748979633744,-0.673641250187814,1.546179116950795,-0.0008304824262558,0.0022746288813628,-1.3294667963222535,-0.3111317014721229,-0.0008492678720577,-0.0005889930821282,-0.9808179366212666,0.24390937848341077,0.0021998719298093,0.0053581699960012,1.0088998390383215,-0.27973387440175435
ee28a18d533e2093904643f0a04ec34368b70b55,-0.0002386275216415,-0.0003762735588949,0.0005106958357748,-0.0010626617542224,-0.3635536026451391,0.08441214614686657,-0.0001732472580142,-0.001298357924257,0.0009450665934564,-0.0006768214544236,5.951431922444721e-05,-0.0012639374047372,-0.5763536952382207,0.14877260136058346,7.059762819363118e-05,-0.0004966117652765,0.0004902400183374,-0.0003775693290522,0.000539609205986,-0.0003714242831017,0.0005128414253994,0.2629912541467564,-0.6173168492392782,-1.891826615335601e-05,-0.0007579735566038,0.25326550628905375,-0.016566334978287557,0.0019234165422382,0.0018552594877115,1.9489058775673584,-0.07630318746990944,-0.0012386104380787,-0.0015515659339562,-0.22400330790563103,0.10148098059457485
fb0472d98ecc8b677759eb2ae6606095bfe91b9f,7.24158962250962e-05,0.0015345716219039,-0.0007725503022733,0.0020527101653045,1.7524336444744144,-0.06355351150231113,0.0002254062390462,-7.828540386861481e-05,4.559996850280119e-06,-0.0005319272410099,-0.0003272509085722,-0.0008263786905718,-0.19631772946912024,0.02539222447334803,0.0005527079444026,0.0001464932010216,-2.9446403213563533e-05,5.692957931062322e-05,-0.0003998810829672,-2.575888433190259e-05,-0.0026600559957769,-0.4795605149427212,1.3766403697257037,-0.0003981525014674,0.0010265425241804,-0.5643607978194037,-0.07617880138189667,-5.42415506008168e-05,5.78966911377085e-06,-0.19738395563210387,0.09547208268708052,4.3464941550186886e-05,0.0006351572890609,0.19018714870402106,0.004851724944320636
