story,Politics_0,Politics_1,Politics_2,Politics_3,Politics_pca_1d,Politics_pca_2d,Russia_0,Russia_1,Russia_2,Russia_3,Russia_4,Russia_5,Russia_pca_1d,Russia_pca_2d,Public services_0,Public services_1,Public services_2,Public services_3,Public services_4,Public services_5,Public services_6,Public services_pca_1d,Public services_pca_2d,Crime_0,Crime_1,Crime_pca_1d,Crime_pca_2d,Crypto/net_0,Crypto/net_1,Crypto/net_pca_1d,Crypto/net_pca_2d,Inflation_0,Inflation_1,Inflation_pca_1d,Inflation_pca_2d
000614c1608a193e65c9d588ce98006ccb6aa741,-3.296090714234088e-05,-2.39692846436169e-05,-1.3662820453750715e-05,5.195573105660184e-05,-0.0020026829324834754,0.0027023791539605106,,,,,,,,,,,,,,,,,,-9.633051591451516e-05,0.0005500899418474,0.02514819661952536,-0.004403895745744186,0.0002912178768186,-2.2153681377202063e-05,0.009436537732012048,-0.0007178613226016227,,,,
1c8faa878acb80a85a6b6808b0000ab03c5d77c5,-0.0001806349971233,-0.0005927717401924,0.0003347733743907,-0.0004510055419185,-0.02897258091024887,-0.021789994012999872,-0.0006049508902738,-0.0010882697897415,0.0005789622864914,-0.0004088533050329,0.000110405836483,-0.0016148978853444,0.01665468930061198,-0.025479853576630674,-2.8972562434788938e-05,-0.0005533452594096,0.0001646501186602,-0.0002371686589834,0.0009191288117056,-0.0002751572635929,0.0040028487336779,0.008785146863604359,-0.029639143120422918,-8.974073567023116e-05,-9.410608373611792e-05,-0.004302202452464652,-0.0041026339398915306,0.0039634704675856,8.607637503074828e-05,0.1284311218310984,0.0027891933341626612,-0.0007592399449515,-0.0001354232605394,-0.022445783278043287,-0.004003584343902272
2de076c170633bee92630cf332ece0108cd14a7c,-0.0001157547781438,-4.122539913366323e-05,7.830442792314318e-05,-1.7636764301901718e-05,-0.001492680192084801,0.0004131632364150068,8.355449252519365e-05,-0.0002621827868968,0.0002484283619397,-0.0004443718234251,-0.000120459307836,-0.0006352580972945,-0.0028438740655878842,0.0035192215921014854,2.434663797959669e-05,2.2160868120876703e-05,4.569066492095975e-05,-3.3810751942695694e-05,-2.6053832598116455e-05,-0.0003071048969758,9.715635128910896e-05,0.002164331590926475,-0.004052474022378068,-0.0003554953290868,-0.0002171169479188,-0.009925830814786535,-0.01625200854095607,0.0008567256934834,-3.140366649704578e-05,0.027761085345647977,-0.0010175950977324298,,,,
48164c9f60124eff15b3f8df7fbdf9cf2b133852,0.0001226244769057,0.0003356366314745,-0.0004315560117273,0.0019618388901991,0.0009566818790213649,0.10798679836832842,0.0006571406857606,1.1706548038365771e-05,-0.0003989549659933,-0.0003078479062184,-0.0004889317772157,0.0007038789105561,-0.016879248068401336,0.0276780292774713,0.0005089246967794,0.001082356846596,0.0001394055841005,5.231835801762508e-05,-0.0005812441541971,0.000915069723929,-0.000188980539669,0.037632979962144535,0.0449535137532237,-0.0003114467251062,0.0048760656927976,0.22291674405167192,-0.014238259752895097,,,,,,,,
68e0414f56957ddc1ef792e9b78ffbfd677a1cc3,0.0001168024233074,0.0002433210652912,-0.0003848970602096,0.0011141347060341,0.0021692491218036607,0.0586611530596227,,,,,,,,,,,,,,,,,,-0.0002668776623829,0.0005504618982061,0.025165201169019876,-0.012200717403457935,-3.629008011350609e-05,-6.919301226652909e-05,-0.0011759329957002915,-0.0022421098532049155,,,,
9e7e9950df7e1686536e5ff76210ceb9ae1db03c,-0.0024481859270696,-0.0001187422879304,0.0002474212297506,-0.0004196772750446,-0.001305472322140166,-0.02010497443011404,,,,,,,,,,,,,,,,,,-9.401296201261984e-05,0.0043610800873426,0.19937339545177993,-0.004297945251530292,8.875321739916776e-05,0.0001185172637024,0.0028759329405672507,0.0038403982717011283,,,,
cd21a169a09640f829a1717acf8b432a110a73a1,-8.847655029997539e-05,-9.0137594668871e-05,5.073140362200479e-05,1.586937832908203e-05,-0.005036159299469322,0.0016601649780275472,,,,,,,,,0.0001540046981318,-0.0002005777163653,2.369313262670363e-05,-9.73917105010081e-05,0.0001179196830608,-0.0002954810976414,0.0008430790835039,-0.0008584621189843731,-0.011128463064762508,-0.0011257235937442,0.0036541888742074,0.16705679072194787,-0.0514641627142702,0.0014762355683348,0.0006981693787322,0.047835499640723145,0.022623273535660217,-0.0007583780466965,0.0003509345973765,-0.022420302556736774,0.010374851810496884
ed05cdb3a2b0f45374742015d8879af6fb12b387,0.0015542554160327,0.0030299410043687,-0.0058707869877517,0.0151895167831915,0.004985468422152928,0.7860938214298825,,,,,,,,,1.5682759422477065e-05,0.0010764445926565,-0.0006293716065537,0.0003538860590779,0.0002464381444784,0.0009274980168112,-0.0008748979633744,0.041192869652838936,0.009711905608734106,-0.0008304824262558,0.0022746288813628,0.1039881117492442,-0.03796676462471163,-0.0008492678720577,-0.0005889930821282,-0.027519424311472793,-0.019085557192143797,0.0021998719298093,0.0053581699960012,0.06503589399408517,0.15840621044354736
ee28a18d533e2093904643f0a04ec34368b70b55,-0.0002386275216415,-0.0003762735588949,0.0005106958357748,-0.0010626617542224,-0.009227980262237076,-0.053521332164715586,-0.0001732472580142,-0.001298357924257,0.0009450665934564,-0.0006768214544236,5.951431922444721e-05,-0.0012639374047372,0.007921745278477657,-0.007296980362748084,7.059762819363118e-05,-0.0004966117652765,0.0004902400183374,-0.0003775693290522,0.000539609205986,-0.0003714242831017,0.0005128414253994,-0.017583692989759137,-0.01100552750865333,-1.891826615335601e-05,-0.0007579735566038,-0.03465191159441515,-0.000864877251395682,0.0019234165422382,0.0018552594877115,0.06232581932637029,0.06011727834059687,-0.0012386104380787,-0.0015515659339562,-0.036617648536403216,-0.04586970552161117
fb0472d98ecc8b677759eb2ae6606095bfe91b9f,7.24158962250962e-05,0.0015345716219039,-0.0007725503022733,0.0020527101653045,0.06948429602952567,0.11049165554521992,0.0002254062390462,-7.828540386861481e-05,4.559996850280119e-06,-0.0005319272410099,-0.0003272509085722,-0.0008263786905718,-0.007542393378179657,0.00949385819327984,0.0005527079444026,0.0001464932010216,-2.9446403213563533e-05,5.692957931062322e-05,-0.0003998810829672,-2.575888433190259e-05,-0.0026600559957769,-0.01418579882941992,0.011049924477179451,-0.0003981525014674,0.0010265425241804,0.04692994958187063,-0.018202145921504473,-5.42415506008168e-05,5.78966911377085e-06,-0.0017576271226172025,0.00018760672128037816,4.3464941550186886e-05,0.0006351572890609,0.0012849754082550984,0.018777466797585653
