story,Crime_0,Crime_1,Crime_2,Crime_3,Crime_4,Crime_5,Crime_6,Crime_7,Crime_8,Crime_9,Crime_10,Crime_11,Crime_12,Crypto/net_0,Crypto/net_1,Crypto/net_2,Crypto/net_3,Crypto/net_4,Crypto/net_5,Inflation_0,Inflation_1,Inflation_2,Inflation_3,Inflation_4,Politics_0,Politics_1,Politics_2,Politics_3,Politics_4,Politics_5,Politics_6,Politics_7,Politics_8,Politics_9,Politics_10,Politics_11,Politics_12,Politics_13,Politics_14,Politics_15,Politics_16,Public services_0,Public services_1,Public services_2,Public services_3,Public services_4,Public services_5,Public services_6,Public services_7,Public services_8,Public services_9,Public services_10,Russia_0,Russia_1,Russia_2,Russia_3,Russia_4,Russia_5,Russia_6,Russia_7,Russia_8,Russia_9,Russia_10
elmundo,0.26742076608623977,-0.24953445251599493,0.15802026471963415,0.07428048996967919,-0.41343708195590184,-0.1855387938198712,0.1008318336696684,0.33895255836029053,-0.10697371824034396,-0.046867999787185775,0.00025769877084577675,-0.20309842418881907,-0.14272641353155077,-0.05387981765928792,0.02445720110886984,-0.2117891475263798,-0.27302756716444465,-0.2062265864955611,-0.09431200321241234,,,,,,-0.027022051566129853,0.02158501778354485,0.37025457471607,0.13283131801366083,0.047374253305622165,-0.1286820837263477,-0.13863791666538525,-0.11319373760614673,-0.021164132438428237,0.024883523460683427,-0.13614978490661567,0.11418053050162674,-0.08785857621059236,0.09879946984301485,0.09672200871110648,-0.0717800671752524,0.08757594345453865,0.5724383439597684,-0.0926815962046923,-0.034985579453167645,-0.31849054346316324,0.024129164008815866,0.0543071871911915,-0.07001434340018091,-0.2599854123143317,-0.08169256537023062,0.12429150258768262,0.10731827429312132,0.07053477467447976,0.3317336597687067,-0.16801989235717965,-0.28598013131206873,-0.19119161411945507,-0.02079176233178188,-0.15946253928952356,-0.05359702166474185,-0.019703047325936154,0.11956065917687485,-0.5732423201224304
elnacional,-0.011012426230188334,0.06219685323765263,0.04487958695908552,0.23283229673466121,-0.21533957831174452,-0.1813612852746579,-0.044623075657555064,-0.4525356916663905,0.19267942038923594,0.038576670996118244,0.0022758176958786822,-0.3055776725890048,-0.3088974816027691,,,,,,,,,,,,-0.03426222393055143,0.07300645616062582,0.19488945286010753,0.04654274070082947,-0.3004167027696853,-0.18679417626516062,0.6334060339306291,0.3039604691232379,-0.3952423592072678,-0.015280667628975257,-0.10598343703874841,0.15493787649334548,-0.00884285168660557,0.035650607708706566,0.015625180815707393,-0.0499520788934647,-0.10290073482299407,,,,,,,,,,,,,,,,,,,,,,
elpais,-0.1203590176157604,0.0760356844846019,-0.19393132237787894,0.09938606161775604,0.18704961760152938,-0.12778738749148805,-0.11978287652447034,-0.09542508917317336,-0.17375626730820726,-0.29971419177241204,-0.014578148118626998,-0.006425108687185236,-0.04996910643961581,0.18494551765179099,-0.19881140739062347,-0.04290658601186046,0.26120810602836725,-0.08269086471214102,-0.54612733361045,0.04804019195847099,-0.0025155671852359557,-0.028841281435031542,-0.0103766219116452,0.17051060397870474,-0.01978929357883676,-0.004593303442577844,0.11654035058263802,-0.08629017526419254,0.06361031274088157,-0.005250485647333904,-0.030281274720520876,0.014188065986050187,-0.04020730072112948,0.04391378408475961,-0.0583370644919418,-0.011655122036919194,-0.07020164902988878,0.0339041860432725,-0.040771351869052605,-0.005793597160812125,-0.02997248863829076,0.20327327722058489,0.05148243714741493,-0.18167310597145495,-0.14379908199457841,-0.11502751396956212,-0.17321940227666438,0.09395093631899348,-0.07988952401242386,-0.07166645535367226,-0.17326265020184,0.048616803291429485,0.018768125141414075,0.2114669783713765,0.11339787089471581,-0.07163070930002367,-0.29953345289599587,-0.15874134237817877,0.20572493597823904,-0.08862242633195223,-0.183191620470534,0.3577467314377561,-0.1603099792504378
elsaltodiario,-0.6059380726966488,0.5166978420225596,-0.07949227761834647,0.11225913424792133,-0.12448494615107494,-0.016336827218291352,0.04969028838376756,0.08167673190611253,-0.20068231880155696,-0.34156218715871906,-0.18451520176059233,0.5505965456460531,-0.23380639883701027,,,,,,,,,,,,0.013924582112293749,0.021875282356618658,-0.0168869116103814,-0.14883360708817295,-0.40943900721376025,-0.03338002583507222,0.2536839516859225,0.7294395485304841,1.3969537828158236,0.13863327670905318,-0.3348873636313474,0.3337270341669677,-0.04114349447419981,-0.025347259553055168,-0.02136732818095303,-0.030400864169543535,-0.016025753433705436,-0.359227414664568,0.079247882728774,-0.3284097295756658,0.2602389396374033,0.020908094670370053,0.6589467285609781,0.18044516110124512,-0.14218269045499984,0.07521896037704184,-0.04938221086601273,0.057325353390849,,,,,,,,,,,
epe,0.14329130473919796,-0.04866875366684686,-0.11077637698993337,0.28014237613396015,0.16896899139083338,-0.2277900841635685,-0.26849235964129037,-0.11629448637147694,-0.03366287669056894,-0.09379387982431085,-0.12151234507119933,-0.2716028368072832,0.004099481008720636,,,,,,,,,,,,-0.009488087991330628,0.1370860124796874,0.09073165352207065,-0.18895401356640917,0.005877184385392425,-0.012023297191991744,-0.025860812440311246,0.062339896877788355,-0.017627916612105672,0.08947048536841441,-0.013110865416402865,-0.07534793843988039,-0.06362782601307322,0.0069360556613610215,-0.03850402468210821,0.06674655999992686,-0.05512429145420317,0.10154762854462289,-0.14966852722822566,0.07664535799668173,-0.09082501360377701,-0.08439692660101838,0.06617763904942571,0.030163931298926895,-0.013494275215652765,-0.0673884888333065,0.03973082200067767,0.0001891688702482918,-0.14786777999298048,-0.13806606353960016,-0.044716896618430646,-0.07948361488833834,0.1859249409631029,0.01932394160286538,0.3894174563252906,-0.1807570276533154,-0.08772137393181392,0.5289157581111639,0.09540889455293577
heraldo,0.2883973575206394,-0.29514840413925336,0.15347441315750462,-0.2119825160793037,0.12130970389270737,0.5024408549447787,0.4918210231088424,-0.26075175079466495,-0.3468867599027849,-0.10635605466676133,0.11515101839340412,-0.2776717702798909,0.31534445367347375,,,,,,,,,,,,-0.02116563293398655,0.04465142890115581,0.5171324915133393,0.13243216234954658,-0.09971970155382755,-0.14696808422173266,0.017956578947355507,0.098152869757532,-0.03587738586284262,-0.2850074424746979,0.2848918492357931,0.2396069354289886,0.10050844006605716,0.10766726019373668,0.05745532861594021,0.07645058841989731,0.13334093372222672,,,,,,,,,,,,,,,,,,,,,,
laopiniondemurcia,0.1073534731972708,-0.10553362103616615,-0.07330726774632412,0.12368156468201115,0.18888535034601306,-0.27656331106869825,-0.17573224358580072,-0.06039683110411509,-0.016517538702053282,0.3474188978056135,-0.6701011251637123,0.2564371015147265,0.04273613758612489,,,,,,,,,,,,-0.000543730124980665,0.031028378719469417,0.36182617954000057,-0.05914959864723558,-0.02363333468717793,-0.049436998140297075,0.004622360002089305,0.12599506718852746,-0.05759553655329362,-0.10877688945490306,-0.0461597462916369,-0.11322750972170881,0.13704053817963235,-0.01129187993769189,-0.023927352708093305,0.11379671319358813,-0.015359791088003692,,,,,,,,,,,,,,,,,,,,,,
lasexta,-0.19744144042816664,0.09442151867379173,-0.1504489142165446,-0.039377484852542645,0.03924143401374036,-0.011305882126108682,0.18423342133508822,0.03934291037575297,-0.10884061564807071,0.2037139509419726,0.22019991880301074,-0.039398657261952706,-0.00503557831586459,,,,,,,,,,,,-0.028627126547653106,-0.018920179945559612,0.05721127522260864,-0.055826668249839166,0.07457615357875443,0.01835140494617072,-0.04406842064078125,-0.023393807598041924,-0.03750974304003307,-0.0064446311812394325,-0.051778285805515,-0.03609181138384487,0.058243212959113035,0.01606435933238899,-0.04329305497753078,0.031539418067953164,-0.015272168691280457,0.2978284562379646,-0.21828008047690922,0.1428716859268201,-0.11385240036303723,-0.0800465238495956,0.12523658895581935,-0.18645535849425993,0.1086006963278891,-0.15979892784231622,0.38205929556539736,-0.1085126500867487,,,,,,,,,,,
lavanguardia,0.20105937059641196,-0.18503323450630574,-0.12755249468794153,-0.09737553865490299,-0.005119387238876749,-0.2502746186166467,0.025423787687764276,-0.08204240698330803,0.10316467353006425,0.026348929817415823,-0.05251592997082935,0.12603668338788857,-0.15868467187800134,,,,,,,0.19423700308025094,0.14455451521936796,0.006532171919699698,-0.5751907127075777,-0.13046068080654613,-0.025686508402545175,0.012812699250783353,0.23412097411051636,0.025670987739819056,0.00031687559822654067,-0.07087424998617696,-0.0217991571598085,-0.022073888677037683,-0.03561041068190342,0.032597898120783876,-0.09583526752197374,-0.001326384552121858,-0.005281160264324497,0.03487529055864352,-0.06746508962487985,0.07328406231820743,-0.04975513981441718,0.18099398471231465,0.343222745654155,-0.2413762513996479,-0.09140349745608917,-0.1465524312690242,-0.2694116303833085,0.11272235841616772,-0.22516648737321798,-0.07678366305142667,-0.21807699756678206,-0.10113019451189789,-0.1796987163506511,0.2553229342539598,-0.3335299582931515,0.01086862169446427,0.08806036369551276,0.006097619332686266,0.09171627948912871,-0.40952844686909723,-0.5091330124825364,0.13542196749299554,0.332496311349178
lavozdegalicia,0.256050165108561,-0.26259720627014765,0.11644539218631073,-0.15858257290526553,-0.11165349928757927,0.17775783884079485,0.1485766063035292,0.1260895007406193,0.08050099166543956,-0.0434972668407429,-0.2597846156275844,-0.005802185530586368,-0.0646549774954377,,,,,,,,,,,,-0.013817542646716186,0.07636456824426481,0.5716381029671854,0.14361885984514342,-0.0709985267679912,-0.09505457137159604,0.03745395654058149,0.10762512581591434,0.030802396725808482,-0.28072491301230257,0.4074027689286825,-0.27082860218736154,-0.2501223618511446,0.10045801015810399,0.005293676678539796,-0.6291212514331915,0.17385362211001104,0.5330620551081164,0.8680897204543663,0.179448074959158,0.008599455538849707,0.45416792101391656,0.15427150034017434,0.05392278291774765,-0.29409080316630026,0.33657747189876547,-0.1950819384573943,-0.45104116342373474,,,,,,,,,,,
