story,Crime_0,Crypto/net_0,Crypto/net_1,Crypto/net_2,Crypto/net_3,Crypto/net_4,Crypto/net_5,Crypto/net_6,Crypto/net_7,Crypto/net_8,Crypto/net_9,Crypto/net_10,Crypto/net_11,Crypto/net_12,Crypto/net_13,Inflation_0,Politics_0,Politics_1,Politics_2,Politics_3,Politics_4,Politics_5,Politics_6,Politics_7,Politics_8,Politics_9,Politics_10,Politics_11,Politics_12,Politics_13,Politics_14,Politics_15,Politics_16,Politics_17,Politics_18,Politics_19,Politics_20,Politics_21,Politics_22,Politics_23,Politics_24,Politics_25,Politics_26,Politics_27,Politics_28,Politics_29,Politics_30,Politics_31,Politics_32,Public services_0,Public services_1,Russia_0,Russia_1,Russia_2,Russia_3,Russia_4,Russia_5,Russia_6,Russia_7,Russia_8,Russia_9,Russia_10,Russia_11,Russia_12,Russia_13,Russia_14,Russia_15,Russia_16,Russia_17,Russia_18
31eae222824c9ddcf258ee06ad98887800106843,-0.00039989949565314635,,,,,,,,,,,,,,,-0.0016496500784500398,0.0013266101684353115,-0.0010770988037171502,-0.0010360660039341598,0.00103918540387635,-0.0014873663008310046,-0.00019978527114753456,-0.001046300835885751,0.0008425102502972677,-0.0011057076049030947,-0.0008138304792003712,0.0008340303753496341,-0.0009394783574189832,0.0007924041244853092,-0.0008797447482136217,0.0009458760694722431,-0.001011739630741165,0.0010602944091276127,1.6441717702340227e-05,0.0007598213057200703,-0.0009257232184681154,0.0007277818757802285,-0.0006337712059150461,0.0010990479136104986,-0.0003402590264275842,-0.000654752868367919,-0.0008937890817087638,0.0009655397292075087,0.00011062095632710971,0.0006540788043154064,-0.0007356878084052214,-0.0005679714894132673,0.0007566392220739439,-0.0009673391323126376,0.001491783048434046,0.0016067937844056698,0.00045771622268685745,-0.00045364492929128483,0.0003087334474897534,-0.0003806917568187668,0.0004850652768679795,-0.00028707769838496504,0.00041558391628916213,-8.081808986709009e-05,-0.0003111372819888114,0.00045592094441787643,-0.0004449136367188555,-0.0005063169638546851,6.563009805215516e-06,-0.0005451511300260334,0.0005086448568167757,-0.0003723061676808574,0.0006730611526701377,-0.00027135170647296365,0.0005105109156030088
326df165869f8f27681ff42791f4633e52ad3530,-0.00022419945650047242,,,,,,,,,,,,,,,,0.0001357028574479918,-0.00013250991202160093,-0.00017989448195594103,0.0001732649737766226,-0.00030698505731853166,-3.9757691565867024e-05,-0.00023424719400779294,0.00017225340546983992,-0.00025219932255718733,-0.00018062728603394332,0.00018025437703025828,-0.00017854252558596967,0.0002357803746929021,-0.00019762284171661627,0.00022620451627064183,-0.000265947193084912,0.00027995543798375313,-5.075757394332067e-06,0.00018311322419694187,-0.0002528513925381758,0.00018014842308209798,-0.00016717174263515338,0.0003244857705745315,-7.998744099286442e-05,-0.00020737074043032384,-0.00029412981430359,0.0002682157103619749,3.366219702289162e-05,0.00019015088741244543,-0.00022886473683400457,-0.0001405489443513726,0.00027508130470264543,-0.0003018813394837722,,,,,,,,,,,,,,,,,,,,,
3283c383f9dbc54278de501f68eb1775123600e7,-7.617290204856573e-05,0.0012619732685111944,-0.001194580302781383,0.0015837041331880626,-0.001506208639464931,0.0010748327738212245,-0.002510453380519907,2.448259250946898e-05,0.0028993739340573135,0.00039750857662082924,7.884298087546898e-05,0.0005369163734726835,-0.0003051642350438736,0.00040148750146581957,-0.0033365195527412174,,2.8302411431793848e-05,-2.7440247617250785e-05,-2.9683951162566427e-05,7.349778094108427e-05,-3.1191907361431074e-05,-4.739185520194486e-05,-2.5677189221524617e-05,6.239063262850183e-05,-2.888678685964135e-07,1.724295095131877e-05,4.1328072689378694e-05,-7.235475393508166e-05,9.091065240726601e-05,-1.9357908116649056e-05,5.5402813574014875e-05,-5.9489745924692916e-05,6.920551864378665e-05,-1.2685481965512003e-05,4.9119478245595186e-05,-5.671119191371588e-05,5.964274255923607e-05,-5.18800239998083e-05,3.0576598876491204e-05,-5.411538898301562e-05,-3.922625371071634e-05,-3.370994521050241e-05,6.460494868208071e-05,4.218142818050613e-05,6.374307099232677e-05,-6.971126292175332e-05,-0.00016777660855636905,0.00014726399709968186,-5.267467767048131e-05,,,,,,,,,,,,,,,,,,,,,
32972a3a3b92c45abdec5783cbd025dbe891a6be,-0.000491152785800285,,,,,,,,,,,,,,,-0.0015630524921344503,0.0009033631790656921,-0.0007894893299802871,-0.0008404266700360998,0.0007994595940800924,-0.001211426672394509,-0.00016306915431101233,-0.0009006791534599832,0.0006728985601329212,-0.0009648011146407391,-0.0006800668143466304,0.0007247337039474077,-0.0007454392600931165,0.0006969343640563892,-0.0007481838806587472,0.0008049873997645577,-0.00087433443286517,0.0009514705038395579,9.026550905560338e-06,0.0006436806569132924,-0.0008127036893492676,0.0006529839825514716,-0.0005599539152371042,0.0009186896166238164,-0.00033625945665005934,-0.0005708345202305595,-0.0008195018739655145,0.0008649685838365264,8.09540079351098e-05,0.0005902016952298809,-0.0007137249519063443,-0.0005375832233228542,0.0006754105059832139,-0.0008402341962777689,0.0007535881422137639,0.0007030498550549603,,,,,,,,,,,,,,,,,,,
32c267cf641b962c3fe919059ec7bf2fff791ec0,-0.0007824489420355184,0.0021523428120975843,-0.001878870703247037,0.002634131167865466,-0.0022621184568008827,0.006402544352504581,-0.001167631742670222,0.00024218628416385556,0.004519494530452426,0.0005207090382826785,-0.00017522364410333437,0.0008629809579094353,0.00017396056497390123,0.003163117319249158,-0.0029127016942059837,-0.002904600817390957,0.0005021628268536021,-0.0004850096312847119,-0.0005856639228711833,0.0006243922173962775,-0.0009164434651194398,-0.00010891276299706057,-0.0005683477673645075,0.000494845072102554,-0.0005792339263021847,-0.0004918986805758966,0.0005230019169432372,-0.0005975242763878218,0.0005920548315260111,-0.0005920945322578385,0.0007063276387038182,-0.0007851903122822916,0.0007121012084853028,1.0776486025829283e-05,0.0005191978836125034,-0.0006202435169345832,0.0004899526268197496,-0.0004255759425754263,0.0006801061994310099,-0.00028616206507325024,-0.000526865422517386,-0.000590502813418255,0.0007188190354735068,1.5908321822453734e-05,0.000648485729163142,-0.0005987649608634477,-0.0008481499196911037,0.0005465642604671631,-0.000711989687344268,0.0009248109818055729,0.0008627117282849102,0.0012051110406980006,-0.001555903238200286,0.0009644874673484423,-0.0017644935990389784,0.0023987656780143723,-0.0019043825155574702,0.0022684755808452415,-0.00032391424671604626,-0.0019759226736422554,0.0012985573379817943,-0.0024901332694384987,-0.0026962205885683907,0.0007300772682185272,-0.003638294433294471,0.0012650043965850557,-0.0010504118438254824,0.0014533478323468327,-0.0010132809780291183,0.001409477043874596
32d4bbf7443f5ab5358f3c19d70ad74d22b5b4d5,-0.001019013230278921,0.005185612906043061,-0.0023634149368732416,0.002986446642134169,-0.004178548835921651,0.004917608697535297,-0.002910298850173686,0.00047514426747407364,0.0075460179436550095,-0.0002520066998285453,-0.0004807022270760011,0.00038653220209102965,-1.0931503892786377e-05,0.0028249767911058586,-0.003669575073204284,-0.0018336214589153201,0.0015370356369733798,-0.0013391981052155739,-0.001221515095621727,0.0011934010611340286,-0.0016394377466080576,-0.0002283747695006867,-0.0011988676180877237,0.0008897986001586798,-0.0011878753197460642,-0.0009060890704725569,0.0009175867295560154,-0.0009937131105391785,0.0009472930771578889,-0.0009397532468720996,0.0010411010809075574,-0.0012051625662998521,0.001126262112021084,-1.930464805172558e-05,0.0007941645871032755,-0.0009872847568470925,0.000790350883381559,-0.0006866071822734033,0.001110625099128039,-0.00039629739419767726,-0.0006937404956263823,-0.000960834028093396,0.0010182933239547515,7.277071254961203e-05,0.0007541864398594542,-0.0008045509325187457,-0.0006417851658728152,0.0008953690382045073,-0.0009960404762246224,0.0018097074807095711,0.0016974661919968003,0.001522135035769367,-0.001596762053833499,0.0002886261658526664,-0.0016469412090294267,0.0020669534628673424,-0.001192553808030787,0.0011076002245147178,-0.0006463102181091258,-0.0010894874292189782,0.0017180520218184874,-0.0012901892393609392,-0.0019855321618555376,-0.0003565910867641505,-0.002076380614760862,0.001522786802947922,-0.0014191607349538088,0.0015873224758249545,-0.00114049096512552,0.001219229334437638
32ea1295944e75f5a651d5d876cac8bcf69afced,-0.00029550871940696753,,,,,,,,,,,,,,,,0.00022952221993174918,-0.00019623923858403725,-0.0002754994705269683,0.00027199684545071285,-0.00043900294120208477,-7.328993638543659e-05,-0.0003294414459747018,0.00026687594153996196,-0.00035871663346394604,-0.00027039964901943796,0.0002809031420463342,-0.00032191203869902813,0.0003128228334695282,-0.0002873912858013059,0.00037375902767774777,-0.00041177501675082877,0.00039966591675711185,9.52146969219721e-06,0.00027801359375207986,-0.0003781168467596888,0.000302629370158858,-0.00025728222789412605,0.0004500141378999457,-0.0001358565370130716,-0.00028851398182579765,-0.00040511789855635625,0.00042200768224905213,3.0735836169474423e-06,0.0002866996813048006,-0.0003502960071722105,-0.00031956449222965205,0.00038134239355341946,-0.0004340841843167194,0.0002524367289218609,0.000330966013455621,0.0006462306074515885,-0.0005553761473504796,-0.001044956283818138,-0.0007848126289754279,0.0008884596893077266,-0.0006846335964509177,0.0005271555568897356,-0.0002859979049508358,-0.0001634874490419579,0.0006524800362465045,-0.00014100416257184338,-0.0007803662435667258,-0.0005354607804226247,-0.0004681714279394847,-0.00025364962787521265,-0.0007096098272258955,0.0010105256648252955,-0.0005216452377659948,0.0012391599461345653
3318620b544c554ef46790bc0084eaf2ec7ab8fb,0.00010281720328383837,,,,,,,,,,,,,,,,0.000622278403455292,-0.0005200176401914543,-0.0006147549252085377,0.0006358730180406619,-0.0009625479392841099,-0.00014595582452414706,-0.0007526501457258889,0.0005589655267545244,-0.0008166942315328569,-0.0005611767359199771,0.0005432268384876059,-0.0005975801136787085,0.0005454427364685725,-0.0006061913772025496,0.0006480625210568281,-0.0007462245343925454,0.0007545890840506594,-4.569799894800197e-06,0.0005518845429206094,-0.0006768875134102285,0.0005104963719975032,-0.0004837880480463335,0.0008487682854829507,-0.00021428004104469365,-0.0004712626216356218,-0.0007562044055787387,0.0006559995060151493,7.922005681062804e-05,0.000474323834405503,-0.0005606718431826388,-0.0001375075637568006,0.0009050773207965421,-0.0007167248625101468,0.00023044069779721825,0.00037834061398761294,,,,,,,,,,,,,,,,,,,
3329922cd3403d072ad2d87446add0c9d1f383f4,-0.0006194905633524995,,,,,,,,,,,,,,,,0.0004341306703118152,-0.00037315827655612463,-0.0004538284947469479,0.0004558900576280291,-0.0006974838067811495,-0.00012108164482298257,-0.00048305275832990113,0.00044270056129362933,-0.0004823272897134089,-0.0003860038397364257,0.00040284951397316735,-0.000528135172105367,0.0004751023196934873,-0.00045577855523840777,0.0005445088191917244,-0.0006125364466868365,0.0006001559390421286,1.3973963266824564e-05,0.0004294481608763049,-0.0005263204490699948,0.0003976951470356959,-0.0003649428643300814,0.0005991035072050307,-0.00023622654331132887,-0.00038338237109625316,-0.0004988603874428021,0.0005823828931342126,7.75217601979575e-05,0.0005093606603222467,-0.00047397855265936717,-0.0005137470025348774,0.0004504962407927697,-0.000578852645204412,0.00038096288938555125,0.0004418675174565963,,,,,,,,,,,,,,,,,,,
33908ebc3a0d64c8df75fb956dcff75f4b022d0b,-0.0004650775671663707,0.00226711221417458,-0.00200765305339024,0.0018382595312945362,-0.0026353079285852616,0.0031386966373409893,-0.002233843342836806,0.00010269262869383706,0.004545682249674366,5.756054361182199e-05,-0.00034386250522513176,0.0008313655051093343,0.0003603868906684956,0.0031118921247580054,-0.002951308640341936,-0.0003554768907102028,0.0015336396232127087,-0.0013080683273170076,-0.0012219553677370442,0.0011767986319495384,-0.0017140233423327683,-0.0002473868977403949,-0.0012917307270212692,0.0009365232938127284,-0.001403924969930729,-0.0009653320540064195,0.0009448022983127955,-0.0009740137702869897,0.0008576111913617293,-0.0009751047280528718,0.00103391229744336,-0.001233435462113034,0.0011554662617494845,9.195716720780065e-06,0.0008155861398751942,-0.0010569033352510048,0.0008485521884778193,-0.0007149367537152673,0.0013015096252664655,-0.0003034552124085336,-0.0007231409223255308,-0.0010690080465987069,0.0010596608387750703,9.516312208079598e-05,0.0006329577242681289,-0.0008303181747154222,-0.000324620529519671,0.0009972034600126863,-0.001055297300987322,0.0013847340678060749,0.0013960232299923226,0.0006656906208681901,-0.0009521462814768304,0.0016337365497646587,-0.0008412047754530923,0.0015577186208535064,-0.000641517313665401,0.0002346553714114982,-0.00041510601511351883,-0.001277928503293124,0.0009679041975067069,-0.0016518202829823722,-0.001300265129147704,0.00045535687812039245,-0.0024424123566733286,0.001529587058855155,-0.00048031979578574757,0.0008300041459453131,-0.0005894862174551718,0.0005006643740624096
33a3f2d8c41c7a832e889bf15dd2cf1639b869c4,-0.00025533740134116637,,,,,,,,,,,,,,,-0.0016214960684216167,0.000622317369358739,-0.000556241504276062,-0.0006403116997745935,0.0006574855580941696,-0.001014870133668792,-0.00014350602782412742,-0.0007380326310994378,0.0005551094609342657,-0.000780781881572821,-0.000566472101733889,0.0005887044264364994,-0.0006316049564724423,0.0005971118042453799,-0.00063282247106294,0.0006925473058098453,-0.0008056751896922342,0.0007845344632150654,-7.884817386421736e-06,0.0005497568193865157,-0.0007084271386054221,0.0005497343907577346,-0.00048248739892304843,0.0008381569647770553,-0.00024388084351219003,-0.0005166815472695722,-0.0007269813718661022,0.0007650755374040316,4.5235257094954914e-05,0.0005143156393442404,-0.0006007304171491723,-0.00034973354048606,0.0006463845391421977,-0.0007737773340985707,0.00074940457067848,0.000877401525083709,,,,,,,,,,,,,,,,,,,
33b655d996c0fec95bdcb7c957211ade9469209a,-0.0006288262648557446,0.00047920600436960275,-0.0006431660133357937,0.0007147811022840123,-0.0008242808942139272,0.0008163941626486582,-0.0013004840017740247,-0.00010172826432282989,0.0013852854290761969,8.034134063323716e-05,-0.00010795990414582047,0.0007003181893752658,1.4375077598282018e-05,0.001385559976394544,-0.0019123352975904057,-0.00190965394286411,4.3781166262174384e-05,-5.05013879300681e-05,-7.149112459002007e-05,8.849718401146125e-05,-0.0001291191874442701,-2.4764570603875763e-05,-6.824544990383845e-05,7.35942830015243e-05,-4.153807536184278e-05,-6.444236232531282e-05,8.790676598677277e-05,-9.261465716411602e-05,0.00013874623771326436,-7.978067977719802e-05,0.00011271765935947015,-0.00014362626904217525,0.00013444005590324345,-7.880284538878759e-06,8.236113554167365e-05,-0.00010956829841728632,0.00010340994067570009,-8.921488433422692e-05,0.0001265282817494302,-7.625643074996598e-05,-8.838944008066708e-05,-0.00011516634976784814,0.0001634776973826755,-2.7507641908911692e-05,0.00011656661328883982,-0.00013335864975497677,-0.0002826723303888457,9.103905817491509e-05,-0.0001526767826632669,0.00022334400740854407,0.0001957026485010882,0.0011154468275613606,-0.0011277581349075942,0.0005339563011736922,-0.0010196530177071987,0.001660881569515905,-0.0008344610119834465,0.0011463312263699844,-0.0006876129684462466,-0.00099129968939554,0.0009812480973842214,-0.0014150265380750084,-0.0012343070261217237,0.00030466240194060393,-0.002126411514487013,0.0014002654958960804,-0.0008522935622119546,0.0018201048914600595,-0.0007207321504284007,0.0009792990953705252
33d41a3218bd1378f11018b1d021b265590e51a0,-0.0002484319159641672,,,,,,,,,,,,,,,,0.0005254151915289377,-0.0004510846447821834,-0.0005457266657466248,0.0005878905382909978,-0.0008568322811188618,-0.0001295347941543775,-0.0006302247303143548,0.0005016606625582694,-0.0006665910579125519,-0.0004959781802452551,0.0005182266123194018,-0.0005744224142155848,0.0005232089304239495,-0.00055504705222248,0.0006171477633857541,-0.0007137770058431632,0.0006815551414820081,1.818711012040045e-07,0.0004869284472585985,-0.0006205270572749581,0.0004932732895939389,-0.0004255960997177864,0.0008081818410880629,-0.00021345909230390485,-0.0004735360116565681,-0.0006808262977295481,0.0006759670071127286,3.739911723582372e-05,0.000433620695562531,-0.0005142327674743485,-0.0003726932787513535,0.0006059515790873364,-0.0007185265063609451,0.0006826969739316301,0.0009058358946539202,0.0006416595075507342,-0.0005803984794923828,-0.0002055729252448844,-0.0007549565323520836,0.000985330928912253,-0.0005874254257510155,0.00034188163579873835,-0.00018949270690649805,-0.0003921495520590782,0.0006132761219231702,-0.0004914813029543714,-0.0007644161458789105,-0.00015989817826197073,-0.0009311257145039743,0.00045678606410357037,-0.0006557749823410245,0.0005567652720442852,-0.0008018893718477456,0.00023399419996622843
3463a61fe37cc3c7eb6e7a25476702f678721a68,7.292575958466316e-05,,,,,,,,,,,,,,,,8.673621527416479e-05,-9.535322827115894e-05,-0.00011801960413381548,0.0001240091519006776,-0.0002360000945403674,-3.7761551744220576e-05,-0.00019477716225983554,0.00013810382695164035,-0.00023849425546421175,-0.00016882003421329764,0.00013704720348638508,-0.00010764158462851678,0.00015472761323485074,-0.0002023643859254714,0.00019541935871125195,-0.0002920027100451367,0.00021460188949926832,-5.820670188933126e-06,0.00017130654872359746,-0.00022685869009150057,0.00019105000371286325,-0.00016598234506766266,0.0003519034265894265,-2.5105517480235255e-05,-0.0001703835337925968,-0.0002989799401139535,0.0002785651566782053,-1.241266882949903e-05,0.00014451871180171078,-0.00022196272573362047,-4.942141159820974e-05,0.0002764723010910326,-0.0003255073925362336,,,0.00024845422107163756,-0.0003000235795957328,0.0004662219027889819,-0.0001168826075534945,0.00013232227498588046,-5.419907485355619e-05,0.0003397986060404846,-4.2312375952862074e-05,-0.00017584070775074996,0.00020504623777792285,-0.0003851667033495489,-0.00033646285459366335,0.0003263316549871402,0.000142801591538117,0.00019979395255746886,3.952508111917713e-05,0.00016146522305223306,-9.878264458928728e-05,0.0004712977983979504
3472f5c02c75e48144395a5e8040102d1578b278,-0.00026775383830153493,,,,,,,,,,,,,,,,8.410478527420083e-05,-0.00012553921437744798,-0.0001431949039496761,0.0002396093589020204,-0.0001861483334877792,-8.341333959400538e-05,-7.790298113343028e-05,0.00014861612442724755,-6.02261384080394e-05,-9.499041750669771e-05,0.00018303116624187677,-0.00018819417239141216,0.00023761656267696,-0.00017799470633927516,0.0002779801006638007,-0.0003057713975530542,0.00016943293999611845,-1.830432924515606e-05,0.000172102731659086,-0.0002059357282997589,0.00018945203813903078,-0.00021399519616911033,0.0001436162379249708,-0.00018751185611388734,-0.00019959002609689117,-0.00014342004642651,0.0002360595935428352,-7.251967091079631e-05,0.000354964889208363,-0.00025848068708590077,-0.0007643995601352954,0.00016078562552285128,-0.00025359775872290595,-0.00027379262762343366,-0.00019102595395521934,-0.00010426711096708929,0.00031935074646938103,-0.0010854049007938725,-3.164258576385954e-05,-3.766659053194832e-05,3.8173380681983185e-05,-0.0002912498311567703,1.436105050889563e-05,0.0003774593556057475,-0.0002260757026975458,0.0005200144866017169,0.00020035471680195072,-0.00012022502663628759,0.001114116262229743,-0.0008917070363210366,-4.7863691525535333e-05,-0.00016475795255004976,-0.00018272917618277902,-0.0006009687152595427
34a835e5556ed9785ea50bd56f5676d6b8e67680,-0.0018397136602495924,0.00028279292078660134,-0.0006054824521278511,0.0005854500618409312,-0.0009690239665684176,0.0006666380585889425,-0.000973109463342098,-0.00018466250450887618,0.0013582155914398071,-0.00010572114870494053,-0.0001948940391690683,0.0006078165944169934,0.00018785503152526906,0.0013947465868062135,-0.0016219565335551037,,0.0004940812669375935,-0.0004602374261685068,-0.0005280174404074696,0.000553901724148079,-0.0008109862971058214,-0.0001469990962389087,-0.0005852438396240773,0.0005068895736872861,-0.0005758054264538537,-0.0004279463673442232,0.0004656546544607813,-0.0005368677808605765,0.0005543196165686327,-0.0005229971386238875,0.0005887930017359303,-0.0006956991360478905,0.0006727366743570081,-5.659173450024899e-06,0.00045845660410550064,-0.0005947979205157669,0.00045996995101304106,-0.0004326679245922338,0.0007043932529121749,-0.0002525165058664803,-0.0004329003072268147,-0.0006543551605522988,0.0006507049815023876,4.886501080949676e-05,0.0004865170241901319,-0.0004958859322302513,-0.0003340708042466462,0.0007021413254543591,-0.0006546129078755861,0.0007106463986756284,0.0008565459947400969,0.0007783880462757005,-0.0007884386234576358,-0.0003409236870594148,-0.0010438406381702646,0.0010050692020171156,-0.0005147686010206535,0.0004030073676843625,-0.00027907395124374785,-0.000480861059137874,0.0007073105996915622,-0.0005411661962753237,-0.0008333265667572773,-0.0001107637164639866,-0.0009568566345091549,0.0003792028235531569,-0.001052836133247961,0.0007534956614761076,-0.0006761956350274613,0.0006716927409589543
34ed458e628689282e08086cbb1db4f0e26b6954,-0.0010575486307070475,0.002128525284418186,-0.0014940144052934927,0.001265981285685518,-0.001557282891586936,0.001451815542014468,-0.0020318754568311196,0.0003618755204527423,0.003531178183614058,-6.071440504348152e-05,1.570580732043049e-05,0.0006639315872917207,-0.00030351014123380763,0.0026543662673185462,-0.0026537212614904616,-0.0019017462247848545,0.0010546288128094503,-0.0009371867756660597,-0.0009367550908523997,0.0009512871048075602,-0.001366359219082788,-0.00020505570897623806,-0.000938237065609479,0.000761697511507678,-0.0009611376425962533,-0.000698667599827021,0.0007779867069739957,-0.0008266336409829436,0.0008150592372845079,-0.000794820081454647,0.0008942584414387143,-0.0010287298408108091,0.000995242871163111,-1.8593839358713464e-06,0.0006862905055653918,-0.0008741765979920755,0.0006857637363643396,-0.0006134345619251412,0.000992980987775889,-0.0003500211837910353,-0.0006056937622308568,-0.0008148914358748591,0.0009235633554610068,9.369757800445937e-05,0.0006934290131355319,-0.0007178991132877463,-0.000641042653999411,0.0007341324062064298,-0.0008913735142198997,0.0006869291993333326,0.0008362508287356298,0.0012437582516956454,-0.0010900816317488686,-0.00027181393677636664,-0.001231239053489258,0.0013633465471490098,-0.0008767289667294481,0.0007034275666327546,-0.0006280555698021143,-0.0007889049864824743,0.0013166233074548275,-0.0007755197814892016,-0.0011586859850351316,-0.00020636544080387,-0.001213006702576642,0.0007404946477929326,-0.001274549798541473,0.0009559364447850023,-0.0009058127757021078,0.0010980592270132508
3502df74854dc05a791f22c792f85429e166484c,-0.0003971368853807408,,,,,,,,,,,,,,,,0.000634988963656116,-0.0005824026520145693,-0.0006698918155847149,0.000691490871140431,-0.0010306421512580406,-0.00015679464137598648,-0.0007795243304680612,0.0005811773088019274,-0.0008361538865388771,-0.0006109070087312078,0.0006205194166482177,-0.0006398817778071249,0.0005703128709539568,-0.0006798669358143189,0.0007245235819441537,-0.0008552195533960725,0.000806394309349656,1.4704484735201815e-06,0.0005724597629266012,-0.0007397467870073911,0.0005855788350104397,-0.0005251918678300996,0.0009109545466941056,-0.0002447194245565633,-0.0005389933890524662,-0.0007631771593879457,0.0007913378648735042,9.144397056479876e-05,0.0005016553760556583,-0.0006325813954429357,-0.00027561435628801025,0.0006464875976960253,-0.0008184430549399799,0.0008593054098701448,0.0009765752067053264,0.000547219520135173,-0.0006379554786058788,5.058049015492505e-05,-0.0006778446604063962,0.00068174673966435,-0.00040230172666508833,0.00046658762723670146,-0.00019106120641937142,-0.0004220340450871938,0.0006366220539557588,-0.00044334348601064743,-0.0007538891182166173,-0.00019877503208678895,-0.0006001019460235625,0.0004904064267061308,-0.0005659378985231493,0.000811459542456496,-0.00026741889446845986,0.001065338837267142
352e44251714e12fbc6661b623408f29f83f0ce7,-0.001082099110556,0.0008490876189924755,-0.0006179241103511163,0.0014382082629017297,-0.0009804923818313154,0.008210058292337064,0.00011925228691590318,-0.0004134535751639171,0.0012082889398737822,-0.00031480136515871194,-0.0010612504607692957,0.0008813616911745733,0.0002806176921468002,0.0025539061035438305,-0.0008095307173945077,,0.00019407255590141393,-0.0002122278308075509,-0.0002631353168859718,0.0002901823579353149,-0.0004445083643528025,-8.172688559390657e-05,-0.0003431652912181709,0.0002635954175478013,-0.00036012469910373787,-0.0001935878891205214,0.0002526710091206147,-0.0003118819767240946,0.00030981458258288585,-0.00031665349948577985,0.0003596169892786478,-0.0004675296325982979,0.00040466861034296384,7.937116597761572e-07,0.00025810074108752147,-0.00038882302001158717,0.0003054843867141859,-0.0002941866986753131,0.00048274438124549113,-0.00012277028414985606,-0.0002656127321926003,-0.00041009788537701855,0.00042808211474465506,2.293221821116048e-05,0.00029131860961495416,-0.00037015566321787504,-0.0003158909300126447,0.0005257973582472781,-0.0004477341949982207,0.000542356404451547,0.00042302018417959397,-0.00022499027606924342,0.00033494078327340874,-0.001167803469868863,0.00033681468521352785,-0.0006257469646079566,0.0004596675629500014,-0.0008572950998430363,-0.00014974990696866263,0.0007592491176388493,-0.00019746087348245412,0.0010687217833895103,0.0007677740372033518,-0.0006822642521699871,0.0016634938413814377,-0.000660427480043632,-6.655665078537649e-05,-0.0008726365244650889,-0.00030182252148056114,-0.0007050985866349927
353f0094d2131b6671e0da130b45c89f28f1be7c,-5.764545518441047e-05,0.002185451686178115,-0.0017414675243232784,0.0019141760433130936,-0.0017264270785392528,0.002795338319831828,-0.0028069545657382735,0.0001249966796627407,0.002917542931160906,0.0012888108819226586,0.0002745277287424728,0.0008063784398070471,-0.0002836656100544444,0.0008470472262010096,-0.003341844015895527,-0.000769698952102827,0.0005205198243371475,-0.0005152960215155177,-0.0006163656445341602,0.0006231041483292826,-0.0009666567556190122,-0.00013438314134123116,-0.0007403298094465294,0.0005396035887539262,-0.0008185322305569733,-0.000614300772090361,0.0005643126414661431,-0.0005824382995075146,0.0005532959436170327,-0.0006444645517043604,0.0006738330251273631,-0.0007963027406804051,0.0007588700467787093,8.85713212823711e-06,0.0005353496531871774,-0.0007111373949303196,0.0005373381952252347,-0.0004764992828394477,0.0008582342818265964,-0.00021271056826525922,-0.0005116712898433252,-0.0007376090787212378,0.000738914751829423,5.3340016641663756e-05,0.0004821091969482475,-0.0005901087461278763,-0.0002387476239459267,0.0006817047517849498,-0.0007889090573551692,0.0005904050533646988,0.0007066610373696932,0.0010161870830367637,-0.0010417704575794808,0.0006492607022492297,-0.0009403290268585692,0.0015596620086456936,-0.0007529920618823507,0.0008213135835626402,-0.0005651070446262782,-0.0009223630123431183,0.0011389316192789076,-0.0011813464552188216,-0.0012786535418223548,2.0216291129329368e-05,-0.0017884751495220496,0.0013466717123991677,-0.0008855238149964376,0.0012300747290734573,-0.000681155520606179,0.0008934237012567599
35641cbb823180fceea7b44e9673dd1fdce4b36d,-0.000537200563339574,,,,,,,,,,,,,,,,0.00012342316028965023,-0.00017112225652697615,-0.00018305001193889413,0.0002561107940362616,-0.000297497679091832,-0.00010608996957500578,-0.00022103339105062632,0.0002051311835506657,-0.0002464943093823562,-0.00014487789286136282,0.00019197716263683127,-0.00021057231942052845,0.00028462501238384644,-0.00023329531238982376,0.0003037442718659822,-0.00038987479925883773,0.00032396089183286123,7.733218064478545e-06,0.00021396694823354572,-0.0002973209555606378,0.00023434013537670256,-0.0001951408167542131,0.00040838180075330197,-9.425251860567737e-05,-0.00027807815596699373,-0.000271742289031195,0.000411775310791788,-2.4348092762630007e-05,0.0003094400694416792,-0.000309895284540115,-0.0003947687052640182,0.00023816893164665,-0.0004026712645634066,,,0.0012480183033052553,0.001694595587468295,-0.023599869410809157,-0.002830434265264017,0.0016228785349745624,0.001444447352180633,0.0013503746583608178,0.0011333008759267186,0.0035015093528566387,0.0017982169111142835,0.004089505889414413,-0.0007753635330354397,-0.0018853755602801737,0.003174625141043995,-0.00581045835330255,-0.0021172241620875257,0.001625931028593737,-0.0013524423365668873,-0.0017761705930192523
