story,Politics_0,Politics_1,Politics_2,Politics_3,Politics_pca_1d,Politics_pca_2d,Russia_0,Russia_1,Russia_2,Russia_3,Russia_4,Russia_5,Russia_6,Russia_7,Russia_pca_1d,Russia_pca_2d,Public services_0,Public services_1,Public services_2,Public services_3,Public services_4,Public services_5,Public services_6,Public services_pca_1d,Public services_pca_2d,Crime_0,Crime_1,Crime_2,Crime_3,Crime_4,Crime_5,Crime_pca_1d,Crime_pca_2d,Crypto/net_0,Crypto/net_1,Crypto/net_2,Crypto/net_pca_1d,Crypto/net_pca_2d,Inflation_0,Inflation_1,Inflation_2,Inflation_3,Inflation_4,Inflation_5,Inflation_6,Inflation_pca_1d,Inflation_pca_2d
000614c1608a193e65c9d588ce98006ccb6aa741,4.0031004501428115e-07,-8.68616691267477e-06,4.4519079212488e-05,-0.000151137362101,2.468650738407636e-05,0.004382329243478066,,,,,,,,,,,,,,,,,,,,0.0005659834546225,0.0019948041849715,-5.7158289731368614e-05,0.0027959570954133,0.0009740816900928,-0.0009884144444084,-0.02924468159076296,0.056971380325529404,-0.0005338090909057,7.929899192807837e-05,0.0002567622762035,0.001777989946612659,-0.015969726680584356,,,,,,,,,
1c8faa878acb80a85a6b6808b0000ab03c5d77c5,-0.0001772731079887,0.0006834236576828,-0.0003972183996236,0.0004486137947077,-0.010932161065643087,0.01774105282248629,-0.0010751407180492,0.000524041347883,-8.643151166344955e-05,-0.0007322037995993,-0.0023486893743976,-0.0007142963678228,-8.918470303249026e-05,0.0017954528592126,-0.0064974727433566295,-0.006029205620661999,4.729339943122721e-05,0.0004972740612136,-0.0003165498392775,0.0043944391021196,0.0009910711434257,8.842244000945325e-05,0.000429831177913,0.051890502845364006,-0.10363278044345524,-9.286371313799602e-05,-0.0002983320931205,-0.0001679020575805,0.0012419101590806,0.0003687624269277,0.0004883573425375,0.03321070185940361,0.03166634760015204,-0.0154593875441051,0.004096210325858,-2.6549532843783544e-05,0.12224637922582904,-0.46249154975929574,,,,,,,,,
2de076c170633bee92630cf332ece0108cd14a7c,-0.0001192130858706,4.7413599445565914e-05,-9.530522684251544e-05,2.2784156791083623e-05,-0.007351688423902718,0.00041177404317734614,-1.4962998546364156e-05,0.0006750726026957,-4.3267691252138474e-05,-0.0003617190358758,-0.0007553589162945,-0.0003950702535005,8.441103352854664e-05,0.0007433948913467,0.01535006591342133,-0.008010123052049177,1.985045987958802e-05,-5.486344478361409e-06,-2.8797271963861546e-05,7.439027406867327e-05,-9.40159212048028e-05,0.0002190830900422,0.0002577079929285,-0.004540473967253718,-0.0006771747264336645,-0.0002940298060732,3.347266303194152e-05,-0.0001421860643946,-0.0003712119255175,0.0097677601089711,0.0005546090559116,-0.056534797977850736,-0.12495916937698395,,,,,,,,,,,,,,
48164c9f60124eff15b3f8df7fbdf9cf2b133852,0.0001317391153653,-0.0003501693827485,0.0006053441223266,-0.0018075483826826,0.00812414947850055,0.04048780841180772,0.0009081763087331,0.000111413642655,0.0005689007229775,5.828079178104564e-05,0.0003204018116367,0.0002266509152702,0.0005990965487341,-0.0011068632145529,0.02159241893678525,0.024101292880612742,0.0004758626451422,-0.001059297539208,4.6195757431165274e-05,-0.0003846450643562,1.701429282552347e-05,-0.0009530399970695,-0.0001617587945379,-0.02689545805643787,-0.02148223338060484,0.0055731153981598,0.0086293332792758,-0.000647443861837,-0.0006102724508093,0.0008614177392862,-0.0037087384198985,-0.2199343650067638,-0.1432837597992314,,,,,,,,,,,,,,
68e0414f56957ddc1ef792e9b78ffbfd677a1cc3,4.43357506058252e-05,-7.838038257821063e-05,0.0001556786174613,-0.0003080761975898,0.002734117837093469,0.006722210818198951,,,,,,,,,,,,,,,,,,,,0.000597639380213,0.0023475419764528,-0.0004264592635839,0.0009347216567996,0.0008165181270932,-0.0006023994526922,-0.0351085541206101,-0.01982839411479709,,,,,,,,,,,,,,
9e7e9950df7e1686536e5ff76210ceb9ae1db03c,-0.0025537775345421,0.0001292715043126,-0.000292240243175,0.0003967210517072,-0.15748754929717262,-0.008574589386865167,,,,,,,,,,,,,,,,,,,,0.004908207336279,0.000134684025405,-0.0003047616688633,-9.280897703155266e-05,0.0001229476810612,0.00023057596834,0.006592407855272563,-0.0155664115548863,,,,,,,,,,,,,,
cd21a169a09640f829a1717acf8b432a110a73a1,-8.95435312173366e-05,8.981466873165816e-05,-5.330861415481707e-05,-1.7471424661457023e-05,-0.005522012429075407,0.004414896604608372,,,,,,,,,,,7.149955461224118e-05,0.0001954962933721,-0.0001544261091051,0.0008650108572283,0.000257213040926,0.0002198086879496,0.0002944255372895,0.01323256876026695,-0.020621001525815797,0.0033864008445443,0.0046606002078357,-0.0012144075413196,0.0014914752898162,0.0012019577144212,-0.001253408460278,-0.07345766402429704,-0.052968062017286106,-0.0018751072386717,-0.0006104034150171,-0.0008852146368338,-0.0161825151061937,-0.056096740592342695,,,,,,,,,
ed05cdb3a2b0f45374742015d8879af6fb12b387,0.001657112804131,-0.0032387243221564,0.0075001321213622,-0.0139303985348674,0.10219160866662853,0.32727548363854175,,,,,,,,,,,5.0075266799134994e-05,-0.0010103019060485,0.0003587485593637,-0.0007502592956421,-0.0001275683589655,-0.0004076914436253,-0.0009195353703034,-0.021066675529146192,-0.0014185621434240278,0.0023838677222397,0.0343704362320966,0.004179556981835,0.0655786174496706,0.0065983870468968,-0.0162676176383961,-0.19084463403583996,1.7375965819327837,0.0013154965800908,0.000367804979259,0.0006779151881465,0.009420314701824563,0.039355120006758,-0.0037382438742793,0.0104997400746317,-0.0144065801206488,0.0024709686839452,0.0051134739133498,0.0218045173618573,-0.0025489221872041,-0.21318261256092816,-0.12922605105926308
ee28a18d533e2093904643f0a04ec34368b70b55,-0.0002378895224668,0.0003793057164365,-0.0006103568806071,0.0009495911981134,-0.014670282508961862,-0.015441537779086292,-0.0002782848460793,0.0010733603063903,-5.0556055808117346e-05,-0.0003986005968772,-0.0022865505281513,-0.0003820439039868,5.0900783848577616e-05,0.0012770167207984,0.014327459740554608,0.010154414993985464,7.270192024055331e-05,0.0004469198113086,-0.0004363750062843,0.0007431412414436,-0.0005613443685985,0.0004078956042781,4.460603194126472e-05,-0.007579499839221147,0.0004311444160840687,-0.0008073739179284,-0.0017405264914793,-0.0009488317719488,-0.0004791300749735,8.704277615429422e-05,0.0013198337923782,0.058346447275936915,-0.021526833648447607,-0.0006282842330763,-0.0023806696104044,0.0013240474372153,-0.07404199560853914,-0.01879609705208535,0.0016992458777666,-0.0018447367930047,0.0017130172923514,0.0011503491227294,0.0004130485676468,-0.0011335508249898,-0.0013489727099662,-0.011031066172388233,-0.020150980094329193
fb0472d98ecc8b677759eb2ae6606095bfe91b9f,7.922567868612748e-05,-0.0016461240557572,0.0010184985444439,-0.0020173069882853,0.004885726265862347,-0.01603108340209756,0.0002591702783145,0.0004655306439071,0.0002283396273937,-0.0002815162870535,-0.0001570446248438,-0.0003982709384857,0.0003777973663568,0.0009159480516377,0.02478611266785553,-0.016643927920348398,0.0005472989629315,-0.0001401214481882,5.241846789112613e-05,-0.0029059540396889,-0.0010232337018401,0.0003249323335007,-0.0002384732177835,-0.04195280702669801,0.07856082603489227,0.0010877845433709,0.0033741442891526,-0.0005652623359921,0.0010227664415034,0.0015325510428616,-0.000142409512149,-0.026216966877923048,-0.05140328370961267,-5.288536829488163e-05,-0.0001104953696574,-7.855141873511822e-07,-0.00329416341610795,-0.0015821477967688435,-0.000182349828587,0.0011660151713671,-0.00156128652722,0.0005026682145476,0.002846467943274,0.0030510094880639,-0.003663090257402,-0.1163002941032431,-0.06283719176891052
000b2b9c728a45b39d4fe302df79f591206d2247,0.0010168536991278,-0.0049571193417516,0.001462354737788,-0.0054722641167683,0.0627078102549418,-0.08966781424622121,0.0053613398490313,0.0013307956265954,0.0025317979526136,-0.0007561641643015,0.0040349983911586,0.000230556195465,0.0034354897775882,-0.0025297776276367,0.1641633662129314,-0.012031896757491046,0.0002268904229466,-0.0057773284423118,0.0004985404070581,-0.0018732809442603,0.0078326877180228,0.0007577482692235,-0.0014189516220671,0.1539250824726824,-0.24908090012831133,0.0012152255291939,0.0100296097443682,-0.0004186978421837,0.0002112936991089,0.0012754006144319,-0.0032512376802117,-0.20222087215810777,-0.14758689169030081,0.0002801829951216,0.0001023567404816,-0.0001645943205222,0.0034297492689851954,0.008382108751739701,-0.0038529060442389,0.0209211336916239,-0.0124495508267174,-0.0216927857235891,0.0004399729342169,-0.0104252719356434,0.0325718139650641,0.41485929318496134,0.7175434148420453
02d6ece266263d1a3dd4b317ac04ff300baca34b,-0.000160234805112,0.0001629605898674,-0.0003163627837054,0.0005646477420022,-0.009881435022383582,-0.011777786819577809,-0.000383448580818,0.002151874727647,0.0010027121391161,-3.5626010793095503e-05,-0.0080290091213426,0.001865504272735,0.0003462356746336,0.001170284079049,0.010154982376116256,0.14096782945165684,-0.0082298186370657,4.926433320188008e-05,0.000396577326602,-1.5943624875312335e-05,-1.3586526312954915e-05,-0.0002868293009986,0.0001943173066293,-0.0009518956711418872,0.00736033451037322,-1.1143925283785272e-05,0.0002877271710608,-0.000334273928104,-4.0266769473745745e-05,0.0007677613319744,-0.0001791555478665,-0.016009448235811966,-0.01837785586789008,-0.0004922022642986,4.356756983683531e-05,0.0001762489830523,0.0008963559177039703,-0.014724993946950163,8.722051058332444e-05,1.1189285691394062e-05,3.5779636098171746e-05,0.000663824056117,0.0003482776856066,0.0004673084000884,-0.0005712688585502,-0.009089787093517541,-0.017181356102676338
06678edadd8933734990c98142907fdb107f158d,-7.832271119027053e-05,0.0001365875128796,-0.0001997159978496,-8.512483500323609e-05,-0.004830041643341279,0.0064875892338254575,0.0002225564290652,0.0006779021133328,7.748671620951258e-05,-0.0004896772297215,-0.0005344957136942,-0.0005426955563866,0.0010724208382377,0.0007772108209996,0.04315221511180504,-0.016509249573516748,0.0001068273095793,0.0001205062765483,-0.0002669964797871,0.0002900067296906,-0.0002657046022387,0.0002014237393242,-0.0012952474285899,0.005859469433281852,0.001663126184694334,-0.0065303620004177,0.0014291674870828,0.0024460436059863,0.0202890906164908,-0.0006563907463086,0.0032528978699477,0.3654689454301491,0.6387182139712071,-0.0002274870163884,-1.4367025733900516e-05,0.0247638149971272,-0.057082700601286694,-0.00680562683737872,0.0013302845323314,-0.0014393827947976,0.0088181165175929,0.0002714599294026,0.0016646761885741,0.0023013774427876,-0.0015535980530106,0.02948539631821453,-0.04958011371309516
07ef32e5eedac30fd9601e66081e37e41f6b8aa2,0.0002074251817306,-0.0005073022962049,0.0007926461640376,-0.0019652570763569,0.012791593273659252,0.039393339536072484,0.0012748283054305,-0.0007262178333456,0.0005684656381943,-0.0031927758619243,0.0027892424489342,-0.000458677843615,0.0012554892159051,-0.0008325162541234,0.013400853108985379,-0.10889104981978043,0.0005513118703942,-2.9453966410589938e-05,1.4659337969817042e-05,2.604310365862351e-05,-0.0009782695537723,6.16063950778382e-05,0.0003581678175336,-0.03704569657354131,0.016380241221637372,0.0026149373248101,0.0034862012144292,-0.0007096111322932,0.0044816393824729,0.0012728924107779,-9.353373429356478e-05,0.015892932348184008,0.057428787009359904,0.0012489118228169,-0.0008321612826221,0.0048239431992102,-0.03585861277739831,0.037363133746364706,,,,,,,,,
