level	number of topics	topics	topic_num	keywords
2	5	topic_0	0	  , gobierno, persona, espana, millón
2	5	topic_1	1	ser, haber, mas, ano, tener
2	5	topic_2	2	madrid, partido, ley, pp, comunidad
2	5	topic_3	3	humano, central, subida, gas, inflacion
2	5	topic_4	4	guerra, ucrania, ruso, unidos, rusia
